,Column1,시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
0,3,서울특별시,강북구,미아동,22723,0.002278154,28
1,0,서울특별시,강북구,번동,53590,0.005372807,16
2,6,서울특별시,강북구,삼각산동,32118,0.003220075,0
3,2,서울특별시,강북구,삼양동,24742,0.002480575,0
4,4,서울특별시,강북구,송중동,30934,0.00310137,0
5,5,서울특별시,강북구,송천동,27871,0.002794281,0
6,1,서울특별시,강북구,수유동,66970,0.006714254,28
7,7,서울특별시,강북구,우이동,21076,0.00211303,4
8,8,서울특별시,강북구,인수동,31545,0.003162627,0
