동,인구
동,합계
정읍시,111239
신태인읍,5664
북면,4533
입암면,2883
소성면,2160
고부면,2888
영원면,1838
덕천면,1877
이평면,2139
정우면,2622
태인면,3577
감곡면,2874
옹동면,1736
칠보면,2380
산내면,1231
산외면,2152
수성동,18063
장명동,3057
내장상동,20778
시기동,3471
초산동,11030
연지동,6130
농소동,4189
상교동,3967
