,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
225,어린이집,프란체스코어린이집,서울특별시 강서구 방화대로5다길 22-12 (공항동),강서구 공항동,37.5555119,126.8146107,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
226,어린이집,으뜸어린이집,서울특별시 강서구 곰달래로53길 30-20 (화곡동),강서구 화곡동,37.53365332,126.860201,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
227,어린이집,상아어린이집,서울특별시 강서구 강서로56가길 55 (등촌동),강서구 등촌동,37.562025,126.840249,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
228,어린이집,동산어린이집,서울특별시 강서구 양천로75길 44 (염창동),강서구 염창동,37.55153551,126.875539,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
229,어린이집,이레어린이집,서울특별시 강서구 금낭화로11길 48 (방화동),강서구 방화동,37.56950782,126.810033,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
230,유치원,밤비니유치원,서울특별시 강서구 남부순환로7길 39 (공항동),강서구 공항동,37.558943,126.8095884,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
231,특수학교,교남학교,서울특별시 강서구 까치산로22길 38 (화곡동),강서구 화곡동,37.54796965,126.8523507,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
232,어린이집,LG사이언스파크어린이집,서울특별시 강서구 마곡중앙10로 30(마곡동),강서구 마곡동,37.56340246,126.8312316,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
233,어린이집,하늘어린이집,서울특별시 강서구 초록마을로 106(화곡본동),강서구 화곡동,37.53900534,126.8514134,서울특별시 강서구청,강서경찰서,N,,,2021-02-15,3150000,서울특별시 강서구
234,유치원,서울마곡유치원,서울특별시 강서구 마곡서1로 139-13(방화동),강서구 마곡동,37.5692703982,126.8180305545,서울특별시 강서구청,강서경찰서,N,,10,2021-02-15,3150000,서울특별시 강서구
235,유치원,우현유치원,서울특별시 강서구 강서로 348 상가 2동 201호(우장산동),강서구 내발산동,,,서울특별시 강서구청,강서경찰서,N,,10,2021-02-15,3150000,서울특별시 강서구
236,어린이집,신원어린이집,서울특별시 강서구 양천로77길 45(염창동),강서구 염창동,37.5510149773,126.8766501796,서울특별시 강서구청,강서경찰서,Y,2,8,2021-02-15,3150000,서울특별시 강서구
237,어린이집,예은어린이집,서울특별시 강서구 방화대로49길 52(방화동),강서구 방화동,37.5780729893,126.8148839300,서울특별시 강서구청,강서경찰서,Y,1,10,2021-02-15,3150000,서울특별시 강서구
238,어린이집,구립아이솔어린이집,서울특별시 강서구 개화동로27길 13(방화동),강서구 방화동,37.5644321205,126.8073379092,서울특별시 강서구청,강서경찰서,Y,1,8,2021-02-15,3150000,서울특별시 강서구
239,어린이집,어린왕자어린이집,서울특별시 강서구 강서로18가길 25(화곡동),강서구 화곡동,37.5350623883,126.8462770038,서울특별시 강서구청,강서경찰서,Y,1,6,2021-02-15,3150000,서울특별시 강서구
240,어린이집,에반어린이집,서울특별시 강서구 강서로12길 23-7(화곡동),강서구 화곡동,37.5321118076,126.8479586334,서울특별시 강서구청,강서경찰서,Y,1,6,2021-02-15,3150000,서울특별시 강서구
241,어린이집,구립까치산어린이집,서울특별시 강서구 강서로12길 29-10(화곡동),강서구 화곡동,37.5323832731,126.8485149495,서울특별시 강서구청,강서경찰서,Y,1,6,2021-02-15,3150000,서울특별시 강서구
242,유치원,자연유치원,서울특별시 은평구 통일로 630-1,은평구 녹번동,37.6029800000,126.9353900000,서울특별시 은평구,서부경찰서,Y,,11,2021-04-01,3110000,서울특별시 은평구
243,유치원,서문유치원,서울특별시 은평구 가좌로10길 10,은평구 응암동,37.5922600000,126.9166500000,서울특별시 은평구,서부경찰서,Y,,5.5,2021-04-01,3110000,서울특별시 은평구
244,어린이집,보듬손어린이집,서울특별시 은평구 통일로78길 16,은평구 불광동,37.6311900000,126.9177600000,서울특별시 은평구,은평경찰서,Y,,7,2021-04-01,3110000,서울특별시 은평구
245,어린이집,성모자애어린이집,서울특별시 은평구 통일로78길 10,은평구 불광동,37.617722,126.923779,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
246,유치원,은혜유치원,서울특별시 은평구 통일로78가길 20,은평구 불광동,37.6177491,126.9275474,서울특별시 은평구,은평경찰서,Y,1,5,2021-04-01,3110000,서울특별시 은평구
247,유치원,성균관(갈현초교 중복),서울특별시 은평구 연서로27길 23,은평구 갈현동,37.6183134,126.9169211,서울특별시 은평구,은평경찰서,Y,1,4,2021-04-01,3110000,서울특별시 은평구
248,초등학교,선일초등,서울특별시 은평구 갈현로29길 27,은평구 갈현동,37.619722,126.9126173,서울특별시 은평구,은평경찰서,Y,7,7.5,2021-04-01,3110000,서울특별시 은평구
249,초등학교,갈현초등,서울특별시 은평구 연서로29길 31,은평구 갈현동,37.61978292,126.9166822,서울특별시 은평구,은평경찰서,Y,5,4,2021-04-01,3110000,서울특별시 은평구
250,초등학교,수리초등,서울특별시 은평구 불광로14길 10-10,은평구 불광동,37.62030865,126.9341382,서울특별시 은평구,은평경찰서,Y,2,6,2021-04-01,3110000,서울특별시 은평구
251,초등학교,연천초등,서울특별시 은평구 연서로34길 22,은평구 불광동,37.620805,126.9294874,서울특별시 은평구,은평경찰서,Y,6,10,2021-04-01,3110000,서울특별시 은평구
252,어린이집,이삭어린이집,서울특별시 은평구 연서로37길 19,은평구 불광동,37.62318182,126.9262941,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
253,어린이집,수성어린이집,서울특별시 은평구 갈현로33가길 24-1,은평구 갈현동,37.623555,126.913447,서울특별시 은평구,은평경찰서,Y,2,3,2021-04-01,3110000,서울특별시 은평구
254,초등학교,연광초등(병설포함),서울특별시 은평구 연서로35길 37,은평구 불광동,37.6238264,126.924019,서울특별시 은평구,은평경찰서,Y,1,5,2021-04-01,3110000,서울특별시 은평구
255,초등학교,연광초등,서울특별시 은평구 연서로35길 37,은평구 불광동,37.623843,126.9240662,서울특별시 은평구,은평경찰서,Y,9,5,2021-04-01,3110000,서울특별시 은평구
256,어린이집,우정어린이집,서울특별시 은평구 갈현로 41길 26-2,은평구 갈현동,37.62541849,126.9149527,서울특별시 은평구,은평경찰서,Y,1,4,2021-04-01,3110000,서울특별시 은평구
257,초등학교,연신초등,서울특별시 은평구 연서로 347,은평구 불광동,37.6262605,126.9282737,서울특별시 은평구,서부경찰서,Y,4,6,2021-04-01,3110000,서울특별시 은평구
258,어린이집,진관어린이집,서울특별시 은평구 진관1로 40,은평구 진관동,37.6304386,126.9236287,서울특별시 은평구,은평경찰서,Y,1,28,2021-04-01,3110000,서울특별시 은평구
259,초등학교,신도초등(병설포함),서울특별시 은평구 진관1로 77-23,은평구 진관동,37.6327684,126.929152,서울특별시 은평구,은평경찰서,Y,1,15,2021-04-01,3110000,서울특별시 은평구
260,초등학교,신도초등,서울특별시 은평구 진관1로 77-23,은평구 진관동,37.632785,126.9291409,서울특별시 은평구,은평경찰서,Y,2,15,2021-04-01,3110000,서울특별시 은평구
261,초등학교,은진초등,서울특별시 은평구 진관1로 21-20,은평구 진관동,37.63287164,126.9210647,서울특별시 은평구,은평경찰서,Y,2,12,2021-04-01,3110000,서울특별시 은평구
262,유치원,진관유치원,서울특별시 은평구 진관2로 111-16,은평구 진관동,37.6347136,126.930959,서울특별시 은평구,은평경찰서,Y,1,12,2021-04-01,3110000,서울특별시 은평구
263,유치원,숲유치원,서울특별시 은평구 진관2로 37,은평구 진관동,37.6370354,126.917566,서울특별시 은평구,은평경찰서,Y,1,20,2021-04-01,3110000,서울특별시 은평구
264,초등학교,은빛초등,서울특별시 은평구 진관3로 73-17,은평구 진관동,37.64267077,126.9190913,서울특별시 은평구,은평경찰서,Y,2,12,2021-04-01,3110000,서울특별시 은평구
265,유치원,동북유치원,서울특별시 은평구 진관4로 31,은평구 진관동,37.64432515,126.9248133,서울특별시 은평구,은평경찰서,Y,1,10,2021-04-01,3110000,서울특별시 은평구
266,초등학교,진관초등,서울특별시 은평구 진관4로 78-16,은평구 진관동,37.645052,126.9291301,서울특별시 은평구,은평경찰서,Y,4,15,2021-04-01,3110000,서울특별시 은평구
267,초등학교,북한산초등,서울특별시 은평구 대서문길 42-3,은평구 진관동,37.65423415,126.9503078,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
268,어린이집,내일어린이집,서울특별시 은평구 응암로16길 20-9,은평구 응암동,37.5909420000,126.9195010000,서울특별시 은평구,서부경찰서,Y,1,7.6,2021-04-01,3110000,서울특별시 은평구
269,유치원,서울역촌유치원,서울특별시 은평구 진흥로7길 25,은평구 역촌동,37.6041960000,126.9188633000,서울특별시 은평구,은평경찰서,Y,1,8,2021-04-01,3110000,서울특별시 은평구
270,유치원,서울산울림유치원,서울특별시 은평구 진관4로 93,은평구 진관동,37.6480691300,126.9298271000,서울특별시 은평구,은평경찰서,Y,1,20,2021-04-01,3110000,서울특별시 은평구
271,어린이집,아이젤어린이집,서울특별시 은평구 응암로22길 9-9,은평구 응암동,37.594548,126.9192581,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
272,유치원,다우림유치원,서울특별시 은평구 증산로21길 22,은평구 신사동,37.596197,126.912308,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
273,어린이집,홍익어린이집,서울특별시 은평구 가좌로11길 5-3,은평구 신사동,37.59629761,126.9076396,서울특별시 은평구,서부경찰서,Y,2,6,2021-04-01,3110000,서울특별시 은평구
274,초등학교,상신초등,서울특별시 은평구 가좌로 361,은평구 신사동,37.5976771,126.9046048862,서울특별시 은평구,서부경찰서,Y,16,5,2021-04-01,3110000,서울특별시 은평구
275,초등학교,은명초등(병설포함),서울특별시 은평구 은평로4길 21-9,은평구 응암동,37.5979615,126.9188333,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
276,어린이집,꿈나무마을어린이집,서울특별시 은평구 백련산로14길 20-11,은평구 응암동,37.5981837,126.9281816,서울특별시 은평구,서부경찰서,Y,2,15,2021-04-01,3110000,서울특별시 은평구
277,초등학교,은명초등,서울특별시 은평구 은평로4길 21-9,은평구 응암동,37.59838282,126.9192243,서울특별시 은평구,서부경찰서,Y,3,6,2021-04-01,3110000,서울특별시 은평구
278,유치원,은평국제유치원,서울특별시 은평구 은평로3가길 32,은평구 신사동,37.599004,126.9114685,서울특별시 은평구,서부경찰서,Y,2,6,2021-04-01,3110000,서울특별시 은평구
279,유치원,보람유치원,서울특별시 은평구 갈현로4길 42,은평구 신사동,37.6000472,126.914225,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
280,어린이집,하늘어린이집,서울특별시 은평구 갈현로3길 48,은평구 신사동,37.60078683,126.9049418,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
281,초등학교,은평초등,서울특별시 은평구 은평로 239,은평구 녹번동,37.60115146,126.9343137,서울특별시 은평구,서부경찰서,Y,4,22,2021-04-01,3110000,서울특별시 은평구
282,초등학교,역촌초등,서울특별시 은평구 은평로3길 25,은평구 역촌동,37.6017363,126.9142657,서울특별시 은평구,은평경찰서,Y,7,10,2021-04-01,3110000,서울특별시 은평구
283,초등학교,은평초등(병설포함),서울특별시 은평구 은평로 239,은평구 녹번동,37.6019568,126.9341059,서울특별시 은평구,서부경찰서,Y,1,22,2021-04-01,3110000,서울특별시 은평구
284,초등학교,녹번초등,서울특별시 은평구 녹번로1길 1,은평구 녹번동,37.60428894,126.9257462818,서울특별시 은평구,서부경찰서,Y,8,6,2021-04-01,3110000,서울특별시 은평구
285,어린이집,은평감리교회 어린이집,서울특별시 은평구 응암로 376,은평구 녹번동,37.6045527,126.9231161,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
286,어린이집,하나연어린이집,서울특별시 은평구 녹번로 29-2,은평구 녹번동,37.604894,126.928055,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
287,특수학교,은평대영학교,서울특별시 은평구 갈현로11길 30,은평구 구산동,37.60566684,126.9063796,서울특별시 은평구,은평경찰서,Y,5,8,2021-04-01,3110000,서울특별시 은평구
288,초등학교,어울초등학교,서울특별시 은평구 통일로 650,은평구 녹번동,37.60656187,126.9350575,서울특별시 은평구,서부경찰서,Y,1,11,2021-04-01,3110000,서울특별시 은평구
289,유치원,유정유치원,서울특별시 은평구 진흥로12길 23,은평구 녹번동,37.6066376,126.926723,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
290,유치원,백합유치원,서울특별시 은평구 연서로14길 14-5,은평구 역촌동,37.608195,126.917391,서울특별시 은평구,은평경찰서,Y,2,10,2021-04-01,3110000,서울특별시 은평구
291,초등학교,구현초등(병설포함),서울특별시 은평구 갈현로15길 51,은평구 구산동,37.6092227,126.9058482,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
292,초등학교,구현초등,서울특별시 은평구 갈현로15길 51,은평구 구산동,37.60972674,126.9061395,서울특별시 은평구,은평경찰서,Y,5,8,2021-04-01,3110000,서울특별시 은평구
293,유치원,예일(예일초교 중복),서울특별시 은평구 연서로 117,은평구 구산동,37.61029496,126.9143357,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
294,초등학교,예일초등,서울특별시 은평구 연서로 117,은평구 구산동,37.61038063,126.9144319,서울특별시 은평구,은평경찰서,Y,4,6,2021-04-01,3110000,서울특별시 은평구
295,초등학교,대은초등,서울특별시 은평구 통일로69길 12-15,은평구 대조동,37.6118312,126.9261543,서울특별시 은평구,은평경찰서,Y,6,5,2021-04-01,3110000,서울특별시 은평구
296,초등학교,구산초등,서울특별시 은평구 서오릉로15길 16,은평구 구산동,37.61206621,126.9093757,서울특별시 은평구,은평경찰서,Y,6,6,2021-04-01,3110000,서울특별시 은평구
297,초등학교,불광초등,서울특별시 은평구 불광로 51,은평구 불광동,37.61299319,126.9311773,서울특별시 은평구,은평경찰서,Y,6,6,2021-04-01,3110000,서울특별시 은평구
298,유치원,라라유치원,서울특별시 은평구 갈현로 170-1,은평구 구산동,37.613139,126.9119458,서울특별시 은평구,은평경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
299,초등학교,대조초등,서울특별시 은평구 연서로18길 17,은평구 대조동,37.61317736,126.9196471,서울특별시 은평구,은평경찰서,Y,7,5,2021-04-01,3110000,서울특별시 은평구
300,유치원,바다의별유치원,서울특별시 은평구 통일로 790-1,은평구 불광동,37.615361,126.9262062,서울특별시 은평구,은평경찰서,Y,1,5,2021-04-01,3110000,서울특별시 은평구
301,어린이집,다우림어린이집,서울특별시 은평구 갈현로19길 16,은평구 갈현동,37.615538,126.9111987,서울특별시 은평구,은평경찰서,Y,2,6,2021-04-01,3110000,서울특별시 은평구
302,유치원,색동유치원,서울특별시 은평구 갈현로 212-1,은평구 갈현동,37.616055,126.914224,서울특별시 은평구,은평경찰서,Y,1,15,2021-04-01,3110000,서울특별시 은평구
303,유치원,새보람유치원,서울특별시 은평구 불광로 107,은평구 불광동,37.6162634,126.932639,서울특별시 은평구,은평경찰서,Y,1,15,2021-04-01,3110000,서울특별시 은평구
304,초등학교,덕의초등학교,서울특별시 구로구 고척로 213,구로구 고척동,37.50602878,126.8573464,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
305,초등학교,동구로초등학교,서울특별시 구로구 구로중앙로14길 43,구로구 구로동,37.49407207,126.8927814,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
306,초등학교,매봉초등학교,서울특별시 구로구 고척로21길 55,구로구 개봉동,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
307,초등학교,미래초등학교,서울특별시 구로구 새말로 73,구로구 구로동,37.50510683,126.8880789,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
308,초등학교,세곡초등학교,서울특별시 구로구 고척로33길 34,구로구 고척동,37.50505628,126.8491193,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
309,초등학교,신구로초등학교,서울특별시 구로구 가마산로27길 69,구로구 구로동,37.49965913,126.8897653,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
310,초등학교,신도림초등학교,서울특별시 구로구 신도림로19길 44,구로구 신도림동,37.51198583,126.8832548,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
311,초등학교,신미림초등학교,서울특별시 구로구 신도림로 26,구로구 신도림동,37.50714192,126.8795526,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
312,초등학교,영서초등학교,서울특별시 구로구 도림로20길 57,구로구 구로동,37.48896046,126.8955839,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
313,초등학교,영일초등학교,서울특별시 구로구 남부순환로105길 218,구로구 가리봉동,37.48564457,126.8838114,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
314,초등학교,오류남초등학교,서울특별시 구로구 서해안로24길 22,구로구 오류동,37.489606,126.8391137,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
315,초등학교,오류초등학교,서울특별시 구로구 경인로19길 39,구로구 오류동,37.49752903,126.8420281,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
316,초등학교,오정초등학교,서울특별시 구로구 경인로2길 10,구로구 오류동,37.49016576,126.8264393,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
317,초등학교,온수초등학교,서울특별시 구로구 부일로 893,구로구 온수동,37.494071,126.825993,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
318,초등학교,천왕초등학교,서울특별시 구로구 천왕로1길 11,구로구 천왕동,37.48145598,126.8370629,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
319,초등학교,하늘숲초등학교,서울특별시 구로구 오리로 1106,구로구 천왕동,37.48416096,126.8414819,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
320,초등학교,항동초등학교,서울특별시 구로구 연동로 178,구로구 항동,37.47701589,126.8241103,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
321,특수학교,성베드로학교,서울특별시 구로구 연동로 320,구로구 항동,37.4875236,126.826165,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
322,특수학교,정진학교,서울특별시 구로구 부일로9길 158,구로구 궁동,37.49881413,126.8207513,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
323,대안학교,지구촌학교,서울특별시 구로구 오리로 1189,구로구 오류동,37.48885919,126.8351761,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
324,초등학교,증산초등,서울특별시 은평구 증산서길 61,은평구 증산동,37.58238899,126.9054549,서울특별시 은평구,서부경찰서,Y,5,6,2021-04-01,3110000,서울특별시 은평구
325,유치원,동산유치원,서울특별시 은평구 증산서길 88,은평구 증산동,37.5839762,126.907226,서울특별시 은평구,서부경찰서,Y,1,10,2021-04-01,3110000,서울특별시 은평구
326,유치원,무지개나라유치원,서울특별시 은평구 가좌로7다길 13,은평구 응암동,37.58464205,126.9182852,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
327,초등학교,충암초등,서울특별시 은평구 가좌로5길 5,은평구 응암동,37.5850457,126.9217386,서울특별시 은평구,서부경찰서,Y,5,6,2021-04-01,3110000,서울특별시 은평구
328,초등학교,수색초등(병설포함),서울특별시 은평구 수색로16길 21,은평구 수색동,37.5850571,126.895422,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
329,초등학교,수색초등,서울특별시 은평구 수색로16길 21,은평구 수색동,37.58517186,126.8959863,서울특별시 은평구,서부경찰서,Y,5,6,2021-04-01,3110000,서울특별시 은평구
330,유치원,효림유치원,서울특별시 은평구 은평터널로 51,은평구 수색동,37.58580788,126.8995349,서울특별시 은평구,서부경찰서,Y,1,15,2021-04-01,3110000,서울특별시 은평구
331,어린이집,구립응암어린이집,서울특별시 은평구 백련산로 36,은평구 응암동,37.58653851,126.9231219,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
332,초등학교,응암초등,서울특별시 은평구 가좌로6길 20,은평구 응암동,37.588281,126.9217624,서울특별시 은평구,서부경찰서,Y,10,4,2021-04-01,3110000,서울특별시 은평구
333,초등학교,연은초등,서울특별시 은평구 백련산로2길 35,은평구 응암동,37.59051113,126.925112,서울특별시 은평구,서부경찰서,Y,1,20,2021-04-01,3110000,서울특별시 은평구
334,초등학교,서신초등(병설포함),서울특별시 은평구 은평터널로 150,은평구 신사동,37.5923108,126.9074411,서울특별시 은평구,서부경찰서,Y,1,8,2021-04-01,3110000,서울특별시 은평구
335,초등학교,서신초등,서울특별시 은평구 은평터널로 150,은평구 신사동,37.592327,126.9074411,서울특별시 은평구,서부경찰서,Y,7,8,2021-04-01,3110000,서울특별시 은평구
336,초등학교,신사초등,서울특별시 은평구 가좌로 275-2,은평구 신사동,37.592614,126.9121215,서울특별시 은평구,서부경찰서,Y,3,5,2021-04-01,3110000,서울특별시 은평구
337,유치원,와우랩유치원,서울특별시 은평구 응암로28길 34,은평구 응암동,37.5941047,126.9215813,서울특별시 은평구,서부경찰서,Y,1,6,2021-04-01,3110000,서울특별시 은평구
338,어린이집,샛별어린이집,서울특별시 구로구 구로중앙로32가길 18,구로구 구로동,37.4999466,126.8850875,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
339,어린이집,세라핌어린이집,서울특별시 구로구 고척로18길 92,구로구 오류동,37.497724,126.8450222,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
340,어린이집,예뜰어린이집,서울특별시 구로구 구로동로7길 27,구로구 가리봉동,37.48599142,126.884695,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
341,어린이집,예쁜별어린이집,서울특별시 구로구 서해안로28길 18,구로구 오류동,37.4924091,126.843062,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
342,어린이집,지암어린이집,서울특별시 구로구 개봉로11길 55-16,구로구 개봉동,37.48722468,126.852844,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
343,어린이집,코레일오류동어린이집,서울특별시 구로구 경인로20가길 24,구로구 오류동,37.49548271,126.8453299,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
344,어린이집,항동어린이집,서울특별시 구로구 연동로 284,구로구 항동,37.48537876,126.8234383,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
345,유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,구로구 개봉동,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
346,유치원,고척초병설유치원,서울특별시 구로구 경서로 31,구로구 고척동,37.50094667,126.856994,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
347,유치원,꿀벌유치원,서울특별시 구로구 디지털로27다길 15,구로구 구로동,37.484935,126.8893165,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
348,유치원,나비유치원,서울특별시 구로구 고척로 30,구로구 오류동,37.497362,126.839734,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
349,유치원,동정성모유치원,서울특별시 구로구 경인로2길 11,구로구 오류동,37.4904876,126.8283576,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
350,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,구로구 개봉동,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
351,유치원,미래초병설유치원,서울특별시 구로구 새말로 73,구로구 구로동,37.50510683,126.8880789,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
352,유치원,미림유치원,서울특별시 구로구 개봉로18길 37,구로구 개봉동,37.490828,126.857951,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
353,유치원,버들유치원,서울특별시 구로구 오류로8길 40,구로구 오류동,37.49168436,126.842809,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
354,유치원,사랑유치원,서울특별시 구로구 신도림로11가길 36,구로구 신도림동,37.50626346,126.8763484,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
355,유치원,서울남유치원,서울특별시 구로구 구로동로17길 37-4,구로구 구로동,37.488008,126.881845,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
356,유치원,서울하늘숲유치원,서울특별시 구로구 오리로 1102-19,구로구 천왕동,37.48509285,126.8430176,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
357,유치원,신도유치원,서울특별시 구로구 구일로2길 45,구로구 구로동,37.4890874,126.8776413,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
358,유치원,신미림초병설유치원,서울특별시 구로구 신도림로 26,구로구 신도림동,37.50714192,126.8795526,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
359,유치원,영서초병설유치원,서울특별시 구로구 도림로20길 57,구로구 구로동,37.48896046,126.8955839,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
360,유치원,예쁨유치원,서울특별시 구로구 부일로1길 125,구로구 온수동,37.495235,126.8174398,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
361,유치원,푸른동산유치원,서울특별시 구로구 서해안로 2201,구로구 오류동,37.48673104,126.831364,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
362,유치원,혜원유치원,서울특별시 구로구 고척로 62-11,구로구 오류동,37.49940021,126.842282,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
363,초등학교,개명초등학교,서울특별시 구로구 개봉로1다길 16-9,구로구 개봉동,37.48303805,126.8509816,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
364,초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,구로구 개봉동,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
365,초등학교,개웅초등학교,서울특별시 구로구 개봉로11길 98,구로구 개봉동,37.488569,126.8499801,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
366,초등학교,고산초등학교,서울특별시 구로구 중앙로 6,구로구 고척동,37.49897363,126.8647738,서울특별시 구로구청,구로경찰서,Y,,,2021-04-30,3160000,서울특별시 구로구
