,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
0,어린이집,구민회관어린이집,서울특별시 강남구 삼성로 154,강남구 대치동,37.493887,127.0642704,서울특별시 강남구청,수서경찰서,Y,1,30,2021-06-28,3220000,서울특별시 강남구
1,어린이집,신사어린이집,서울특별시 강남구 도산대로56길 14,강남구 청담동,37.52212074,127.0401134,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
2,어린이집,보미나어린이집,서울특별시 강남구 학동로20길 25,강남구 논현동,37.51150308,127.0285346,서울특별시 강남구청,강남경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
3,어린이집,청담어린이집,서울특별시 강남구 도산대로56길 14,강남구 청담동,37.52212074,127.0401134,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
4,어린이집,역삼어린이집,서울특별시 강남구 테헤란로22길 46,강남구 역삼동,37.497106,127.035679,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
5,어린이집,선우어린이집,서울특별시 강남구 도곡로18길 9,강남구 도곡동,37.490733,127.0385091,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
6,어린이집,수서어린이집,서울특별시 강남구 광평로 242,강남구 수서동,37.486135,127.099054,서울특별시 강남구청,수서경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
7,어린이집,일원어린이집,서울특별시 강남구 광평로3길 9,강남구 일원동,37.483221,127.078254,서울특별시 강남구청,수서경찰서,Y,2,8,2021-06-28,3220000,서울특별시 강남구
8,어린이집,압구정어린이집,서울특별시 강남구 언주로 157길 8,강남구 신사동,37.523923,127.0322635,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
9,어린이집,강남동산어린이집,서울특별시 강남구 개포로 257,강남구 개포동,37.47953691,127.0501412,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
10,특수학교,인강,서울특별시 도봉구 평화로15번길 9-25,도봉구 도봉동,37.6945202,127.0421215,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
11,어린이집,배다리어린이집,서울특별시 강서구 곰달래로15길 25(화곡동),강서구 화곡동,37.5312782399,126.8395428403,서울특별시 강서구청,강서경찰서,N,,6,2021-02-15,3150000,서울특별시 강서구
12,어린이집,버클리어린이집,서울특별시 강서구 강서로47바길 21(발산1동),강서구 내발산동,37.5524728625,126.8301226269,서울특별시 강서구청,강서경찰서,Y,1,6,2021-02-15,3150000,서울특별시 강서구
13,어린이집,해맑은,서울특별시 도봉구 우이천로 487-1,도봉구 쌍문동,37.6565427,127.0152830,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
14,어린이집,구립새하늘어린이집,서울특별시 강서구 강서로17다길 15-14(화곡동),강서구 화곡동,37.5333073893,126.8414154821,서울특별시 강서구청,강서경찰서,N,,6,2021-02-15,3150000,서울특별시 강서구
15,어린이집,꿈을여는어린이집,서울특별시 강서구 곰달래로53가길 6(화곡동),강서구 화곡동,37.5335337404,126.8592773413,서울특별시 강서구청,강서경찰서,N,,6,2021-02-15,3150000,서울특별시 강서구
16,학원,눈높이러닝센터,서울특별시 강서구 초록마을로40(화곡동),강서구 화곡동,37.5426205540,126.8471427290,서울특별시 강서구청,강서경찰서,N,,8,2021-02-15,3150000,서울특별시 강서구
17,어린이집,성산어린이집,서울특별시 강서구 개화동로23길 111(방화동),강서구 방화동,37.5652976414,126.8114272034,서울특별시 강서구청,강서경찰서,N,,10,2021-02-15,3150000,서울특별시 강서구
18,어린이집,구립엠밸리큰나무어린이집,서울특별시 강서구 마곡중앙8로1길 10(가양동),강서구 마곡동,37.5618618219,126.8360761252,서울특별시 강서구청,강서경찰서,N,,12,2021-02-15,3150000,서울특별시 강서구
19,어린이집,하늘숲어린이집,서울특별시 강서구 강서로45다길 102(화곡동),강서구 화곡동,37.5433686913,126.8344082107,서울특별시 강서구청,강서경찰서,N,,4,2021-02-15,3150000,서울특별시 강서구
20,학원,스터디플랜독서실,서울특별시 강서구 곰달래로49길 80(화곡동),강서구 화곡동,37.5349371679,126.8562350241,서울특별시 강서구청,강서경찰서,N,,6,2021-02-15,3150000,서울특별시 강서구
21,어린이집,쌍문삼성,서울특별시 도봉구 노해로 238,도봉구 쌍문동,37.6509601,127.0344914,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구
22,특수학교,서울정문학교,서울특별시 관악구 난향3길 31,관악구 신림동,37.461733,126.9169532,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
23,어린이집,구립선봉어린이집,서울특별시 관악구 봉천로27길 20,관악구 봉천동,37.485148,126.939675,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
24,어린이집,구립다원어린이집,서울특별시 관악구 미성길 123,관악구 신림동,37.47196653,126.9121893,서울특별시 관악구청,서울관악경찰서,Y,2,6,2021-03-10,3200000,서울특별시 관악구
25,어린이집,구립합실어린이집,서울특별시 관악구 광신길 113,관악구 신림동,37.464018,126.925415,서울특별시 관악구청,서울관악경찰서,Y,1,20,2021-03-10,3200000,서울특별시 관악구
26,어린이집,구립서원어린이집,서울특별시 관악구 서원3길 25,관악구 신림동,37.47692559,126.9342292,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
27,어린이집,예대어린이집,서울특별시 관악구 양녕로2가길 41,관악구 봉천동,37.4852990548,126.947208,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
28,어린이집,미라클어린이집,서울특별시 관악구 법원단지2길 15-4,관악구 신림동,37.473654,126.919802,서울특별시 관악구청,서울관악경찰서,Y,1,4~6,2021-03-10,3200000,서울특별시 관악구
29,유치원,예일유치원,서울특별시 관악구 낙성대역14길 6,관악구 봉천동,37.4739111,126.964244,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
30,유치원,신림유치원,서울특별시 관악구 난곡로 32길 12,관악구 신림동,37.472093,126.9202382,서울특별시 관악구청,서울관악경찰서,Y,2,4~6,2021-03-10,3200000,서울특별시 관악구
31,유치원,하늘유치원,서울특별시 관악구 양산길 18,관악구 신림동,37.47405927,126.9322556,서울특별시 관악구청,서울관악경찰서,Y,2,6~8,2021-03-10,3200000,서울특별시 관악구
32,유치원,한별유치원,서울특별시 관악구 남부순환로144길 65,관악구 신림동,37.47841871,126.9134662,서울특별시 관악구청,서울관악경찰서,Y,1,6,2021-03-10,3200000,서울특별시 관악구
33,유치원,은비유치원,서울특별시 관악구 청림5길 22,관악구 봉천동,37.489072,126.9601123,서울특별시 관악구청,서울관악경찰서,Y,1,12,2021-03-10,3200000,서울특별시 관악구
34,유치원,관악병설유치원,서울특별시 관악구 청룡4길 49,관악구 봉천동,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,2021-03-10,3200000,서울특별시 관악구
35,유치원,난곡병설유치원,서울특별시 관악구 난곡로35길 102,관악구 신림동,37.46912956,126.9163436,서울특별시 관악구청,서울관악경찰서,Y,1,4~8,2021-03-10,3200000,서울특별시 관악구
36,유치원,삼성병설유치원,서울특별시 관악구 대학7길 52,관악구 신림동,37.46852069,126.9404946,서울특별시 관악구청,서울관악경찰서,Y,1,6~8,2021-03-10,3200000,서울특별시 관악구
37,유치원,은천병설유치원,서울특별시 관악구 은천로 69,관악구 봉천동,37.4865852,126.9426783,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,2021-03-10,3200000,서울특별시 관악구
38,유치원,청룡병설유치원,서울특별시 관악구 관악로5길 61,관악구 봉천동,37.47672482,126.9512177,서울특별시 관악구청,서울관악경찰서,Y,1,5~8,2021-03-10,3200000,서울특별시 관악구
39,특수학교,새롬학교,서울특별시 관악구 보라매로 44,관악구 봉천동,37.493126,126.927367,서울특별시 관악구청,서울관악경찰서,Y,2,20,2021-03-10,3200000,서울특별시 관악구
40,유치원,명성유치원,서울특별시 관악구 문성로 234,관악구 신림동,37.4787987761,126.929357,서울특별시 관악구청,서울관악경찰서,Y,1,8,2021-03-10,3200000,서울특별시 관악구
41,유치원,새소슬유치원,서울특별시 관악구 구암길 46,관악구 봉천동,37.489742,126.9484065,서울특별시 관악구청,서울관악경찰서,Y,1,12,2021-03-10,3200000,서울특별시 관악구
42,초등학교,신림초등학교,서울특별시 관악구 문성로28길 31,관악구 신림동,37.4771503,126.9268759,서울특별시 관악구청,서울관악경찰서,Y,7,6~20,2021-03-10,3200000,서울특별시 관악구
43,초등학교,신성초등학교,서울특별시 관악구 신림로 114,관악구 신림동,37.47200385,126.9367522,서울특별시 관악구청,서울관악경찰서,Y,3,6~15,2021-03-10,3200000,서울특별시 관악구
44,초등학교,봉현초등학교,서울특별시 관악구 성현로 117,관악구 봉천동,37.49123996,126.9555881,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,2021-03-10,3200000,서울특별시 관악구
45,유치원,건영유치원,서울특별시 관악구 조원로 114,관악구 신림동,37.484844,126.914908,서울특별시 관악구청,서울관악경찰서,Y,3,6~12,2021-03-10,3200000,서울특별시 관악구
46,유치원,동원유치원,서울특별시 관악구 행운1길 96,관악구 봉천동,37.48282858,126.9566712375,서울특별시 관악구청,서울관악경찰서,Y,1,8,2021-03-10,3200000,서울특별시 관악구
47,초등학교,삼성초등학교,서울특별시 관악구 대학7길 52,관악구 신림동,37.46852069,126.9404946,서울특별시 관악구청,서울관악경찰서,Y,2,6~8,2021-03-10,3200000,서울특별시 관악구
48,초등학교,관악초등학교,서울특별시 관악구 청룡4길 49,관악구 봉천동,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,2021-03-10,3200000,서울특별시 관악구
49,초등학교,남부초등학교,서울특별시 관악구 남부순환로 163길 14,관악구 신림동,37.48512106,126.9221169,서울특별시 관악구청,서울관악경찰서,Y,6,6~12,2021-03-10,3200000,서울특별시 관악구
50,초등학교,당곡초등학교,서울특별시 관악구 보라매로2길 23,관악구 봉천동,37.4901682,126.9303685,서울특별시 관악구청,서울관악경찰서,Y,7,6~12,2021-03-10,3200000,서울특별시 관악구
51,초등학교,미성초등학교,서울특별시 관악구 문성로 79,관악구 신림동,37.47833862,126.9123944,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,2021-03-10,3200000,서울특별시 관악구
52,초등학교,신우초등학교,서울특별시 관악구 호암로 498,관악구 신림동,37.46326532,126.9325366,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,2021-03-10,3200000,서울특별시 관악구
53,초등학교,원당초등학교,서울특별시 관악구 봉천로 505,관악구 봉천동,37.48121389,126.9562493084,서울특별시 관악구청,서울관악경찰서,Y,4,6~25,2021-03-10,3200000,서울특별시 관악구
54,초등학교,인헌초등학교,서울특별시 관악구 낙성대로 23,관악구 봉천동,37.47675328,126.9598656,서울특별시 관악구청,서울관악경찰서,Y,3,6~30,2021-03-10,3200000,서울특별시 관악구
55,초등학교,청룡초등학교,서울특별시 관악구 관악로5길 61,관악구 봉천동,37.47672482,126.9512177,서울특별시 관악구청,서울관악경찰서,Y,3,5~8,2021-03-10,3200000,서울특별시 관악구
56,어린이집,GKL행복어린이집,서울특별시 강남구 봉은사로68길 27,강남구 삼성동,37.51043221,127.051243,서울특별시 강남구청,강남경찰서,Y,1,12,2021-06-28,3220000,서울특별시 강남구
57,어린이집,압구정아람어린이집,서울특별시 강남구 압구정로 311,강남구 압구정동,37.52934822,127.0356146,서울특별시 강남구청,강남경찰서,Y,3,30,2021-06-28,3220000,서울특별시 강남구
58,어린이집,예지어린이집,서울특별시 강남구 논현로2길 40,강남구 개포동,37.47352236,127.0535087,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
59,어린이집,강남어린이집,서울특별시 강남구 개포로109길 9,강남구 개포동,37.495751,127.075096,서울특별시 강남구청,수서경찰서,Y,1,20,2021-06-28,3220000,서울특별시 강남구
60,어린이집,방죽어린이집,서울특별시 강남구 밤고개로24길 75,강남구 율현동,37.4699202,127.104503,서울특별시 강남구청,수서경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
61,어린이집,푸른어린이집,서울특별시 강남구 자곡로7길 8-1,강남구 자곡동,37.47356078,127.0998275,서울특별시 강남구청,수서경찰서,Y,2,8,2021-06-28,3220000,서울특별시 강남구
62,어린이집,바롬어린이집,서울특별시 강남구 언주로164길 36,강남구 신사동,37.525305,127.036309,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
63,어린이집,역삼가애어린이집,서울특별시 강남구 도곡로37길 15,강남구 역삼동,37.494809,127.044725,서울특별시 강남구청,수서경찰서,Y,2,12,2021-06-28,3220000,서울특별시 강남구
64,어린이집,아이뜰어린이집,서울특별시 강남구 개포로22길 39-11,강남구 개포동,37.477164,127.050117,서울특별시 강남구청,수서경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
65,어린이집,해맑은어린이집,서울특별시 강남구 개포로36길 14,강남구 개포동,37.478521,127.0513054,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
66,어린이집,대청어린이집,서울특별시 강남구 양재대로37길 19,강남구 일원동,37.490853,127.083513,서울특별시 강남구청,수서경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
67,어린이집,충현어린이집,서울특별시 강남구 테헤란로27길 40,강남구 역삼동,37.50532685,127.0376163,서울특별시 강남구청,수서경찰서,Y,2,12,2021-06-28,3220000,서울특별시 강남구
68,어린이집,세곡햇빛어린이집,서울특별시 강남구 자곡로 260,강남구 자곡동,37.476549,127.111611,서울특별시 강남구청,수서경찰서,Y,13,8,2021-06-28,3220000,서울특별시 강남구
69,어린이집,한울어린이집,서울특별시 강남구 삼성로51길 25,강남구 대치동,37.49590698,127.0609998,서울특별시 강남구청,수서경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
70,어린이집,미담어린이집,서울특별시 강남구 일원로 115,강남구 일원동,37.48402087,127.0844599,서울특별시 강남구청,수서경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
71,어린이집,아이앤어린이집,서울특별시 강남구 봉은사로68길 35-2,강남구 삼성동,37.51002831,127.0518427,서울특별시 강남구청,강남경찰서,Y,1,8,2021-06-28,3220000,서울특별시 강남구
72,어린이집,보람어린이집,서울특별시 강남구 남부순환로397길 19,강남구 대치동,37.49438501,127.0613399644,서울특별시 강남구청,수서경찰서,Y,10,14,2021-06-28,3220000,서울특별시 강남구
73,어린이집,대치동학원가,서울특별시 강남구 도곡로 407-2,강남구 대치동,37.49708841,127.0548958,서울특별시 강남구청,수서경찰서,Y,4,36,2021-06-28,3220000,서울특별시 강남구
74,유치원,창동초병설,서울특별시 도봉구 해등로16길 81,도봉구 창동,37.6551924,127.0446861,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구
75,유치원,햇살,서울특별시 도봉구 우이천로32길 38,도봉구 쌍문동,37.6492018,127.0252286,도봉구청,도봉경찰서,Y,0,20`25,2019-09-05,3090000,서울특별시 도봉구
76,어린이집,쌍문2동,서울특별시 도봉구 해등로12길 40,도봉구 창동,37.6528547,127.0430751,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
77,유치원,한사랑,서울특별시 도봉구 노해로66길 21,도봉구 창동,37.6503906230,127.0473303600,도봉구청,도봉경찰서,Y,0,6~20,2019-09-05,3090000,서울특별시 도봉구
78,유치원,신창초병설,서울특별시 도봉구 덕릉로 60길 93,도봉구 창동,37.6361731,127.0421969,도봉구청,도봉경찰서,Y,0,6,2019-09-05,3090000,서울특별시 도봉구
79,유치원,도봉초병설,서울특별시 도봉구 도봉로173길 96,도봉구 도봉동,37.6793783,127.0382180,도봉구청,도봉경찰서,Y,0,8,2019-09-05,3090000,서울특별시 도봉구
80,어린이집,한내,서울특별시 도봉구 마들로13길 252,도봉구 창동,37.6614988112,127.045084329,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
81,어린이집,방아골,서울특별시 도봉구 시루봉로17길42,도봉구 방학동,37.6692804,127.0325810,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
82,어린이집,햇살마루,서울특별시 도봉구 도봉로 134길,도봉구 창동,37.6575017,127.0408123,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
83,어린이집,신세인,서울특별시 도봉구 도봉로134길 5,도봉구 창동,37.6575153,127.0405866,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
84,어린이집,이화,서울특별시 도봉구 도봉로 134길,도봉구 창동,37.6573827,127.0404858,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
85,유치원,청아,서울특별시 도봉구 노해로 69길 97,도봉구 창동,37.6568264215,127.0493335342,도봉구청,도봉경찰서,Y,1,6~12,2019-09-05,3090000,서울특별시 도봉구
86,유치원,돌샘유치원,서울특별시 강남구 개포로 516,강남구 개포동,37.48914032,127.0708698,서울특별시 강남구청,수서경찰서,Y,1,12.6,2021-06-28,3220000,서울특별시 강남구
87,유치원,신양유치원,서울특별시 강남구 선릉로10길 18-6,강남구 개포2동,37.483431,127.061678,서울특별시 강남구청,수서경찰서,Y,2,6,2021-06-28,3220000,서울특별시 강남구
88,유치원,이화유치원,서울특별시 강남구 개포로109길 9,강남구 개포동,37.495751,127.075096,서울특별시 강남구청,수서경찰서,Y,2,15,2021-06-28,3220000,서울특별시 강남구
89,유치원,영동제일유치원,서울특별시 강남구 삼성로120길 28,강남구 삼성동,37.517579,127.053437,서울특별시 강남구청,강남경찰서,Y,2,5.8,2021-06-28,3220000,서울특별시 강남구
90,유치원,소망유치원,서울특별시 강남구 광평로56길 11,강남구 수서동,37.48797908,127.1056314,서울특별시 강남구청,수서경찰서,Y,1,11,2021-06-28,3220000,서울특별시 강남구
91,유치원,묘동유치원,서울특별시 강남구 도곡로78길 8,강남구 대치동,37.49740739,127.058723,서울특별시 강남구청,수서경찰서,Y,5,5.5,2021-06-28,3220000,서울특별시 강남구
92,유치원,푸른유치원,서울특별시 강남구 일원로14길 25,강남구 일원동,37.48479809,127.0811005,서울특별시 강남구청,수서경찰서,Y,1,15.2,2021-06-28,3220000,서울특별시 강남구
93,유치원,성요셉유치원,서울특별시 강남구 도산대로83길 27,강남구 청담동,37.52627314,127.0482112,서울특별시 강남구청,강남경찰서,Y,2,5.9,2021-06-28,3220000,서울특별시 강남구
94,유치원,강남유치원,서울특별시 강남구 선릉로129길 31,강남구 논현동,37.515448,127.039009,서울특별시 강남구청,강남경찰서,Y,2,8.6,2021-06-28,3220000,서울특별시 강남구
95,유치원,반디유치원,서울특별시 강남구 광평로47길 17,강남구 수서동,37.48790982,127.0981867,서울특별시 강남구청,수서경찰서,Y,2,9.6,2021-06-28,3220000,서울특별시 강남구
96,유치원,초원유치원,서울특별시 강남구 논현로14길 17,강남구 개포동,37.475915,127.048578,서울특별시 강남구청,수서경찰서,Y,2,9.4,2021-06-28,3220000,서울특별시 강남구
97,유치원,성결유치원,서울특별시 강남구 언주로121길 5,강남구 논현동,37.511421,127.035354,서울특별시 강남구청,강남경찰서,Y,4,6,2021-06-28,3220000,서울특별시 강남구
98,유치원,도곡렉슬유치원,서울특별시 강남구 선릉로 217,강남구 도곡동,37.49432124,127.0535103,서울특별시 강남구청,수서경찰서,Y,2,25,2021-06-28,3220000,서울특별시 강남구
99,유치원,역삼초등학교병설유치원,서울특별시 강남구 강남대로66길 21,강남구 역삼동,37.49316115,127.032603,서울특별시 강남구청,수서경찰서,Y,1,11.8,2021-06-28,3220000,서울특별시 강남구
100,유치원,개포초등학교유치원,서울특별시 강남구 영동대로3길 45,강남구 개포2동,37.48680544,127.0699766,서울특별시 강남구청,수서경찰서,Y,1,15,2021-06-28,3220000,서울특별시 강남구
101,유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,강남구 대치동,37.50372276,127.063564,서울특별시 강남구청,수서경찰서,Y,1,5.5,2021-06-28,3220000,서울특별시 강남구
102,유치원,수서초등학교병설유치원,서울특별시 강남구 광평로51길 46,강남구 수서동,37.49115058,127.101549,서울특별시 강남구청,수서경찰서,Y,1,6.5,2021-06-28,3220000,서울특별시 강남구
103,유치원,유정유치원,서울특별시 강남구 광평로34길 17,강남구 수서동,37.48300739,127.0949421,서울특별시 강남구청,수서경찰서,Y,46,20,2021-06-28,3220000,서울특별시 강남구
104,유치원,아란유치원,서울특별시 강남구 압구정로 201,강남구 압구정동,37.53153399,127.0292754,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
105,유치원,은곡유치원,서울특별시 강남구 헌릉로569길 41,강남구 세곡동,37.46682003,127.096934,서울특별시 강남구청,수서경찰서,Y,1,20,2021-06-28,3220000,서울특별시 강남구
106,유치원,청담몬테소리유치원,서울특별시 강남구 학동로67길 15,강남구 청담동,37.519322,127.046511,서울특별시 강남구청,강남경찰서,Y,1,6,2021-06-28,3220000,서울특별시 강남구
107,초등학교,대곡초등학교,서울특별시 강남구 남부순환로 3022,강남구 대치동,37.49471191,127.0650265,서울특별시 강남구청,수서경찰서,Y,2,40,2021-06-28,3220000,서울특별시 강남구
108,유치원,유화,서울특별시 도봉구 시루봉로 101,도봉구 방학동,37.6598464251,127.0274579920,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구
109,유치원,사랑,서울특별시 도봉구 마들로 620,도봉구 방학동,37.6654300761,127.0466689346,도봉구청,도봉경찰서,Y,1,25,2019-09-05,3090000,서울특별시 도봉구
110,유치원,선아,서울특별시 도봉구 해등로4길 9,도봉구 창동,37.6485286,127.0440451,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구
111,유치원,신창,서울특별시 도봉구 덕릉로 272,도봉구 창동,37.6413368,127.0409612,도봉구청,도봉경찰서,Y,1,8~25,2019-09-05,3090000,서울특별시 도봉구
112,유치원,지현,서울특별시 도봉구 도봉산3길 21,도봉구 도봉동,37.6863357,127.0439410,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
113,유치원,현대,서울특별시 도봉구 삼양로 574-38,도봉구 쌍문동,37.6541520,127.0139500,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
114,유치원,선희,서울특별시 도봉구 해등로 241,도봉구 쌍문동,37.6575825684,127.0298869150,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구
115,유치원,한볕,서울특별시 도봉구 덕릉로 63가길 43,도봉구 창동,37.6429227880,127.0387778224,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
116,유치원,꿈밭,서울특별시 도봉구 해등로 264,도봉구 방학동,37.6583039096,127.0276070186,도봉구청,도봉경찰서,Y,1,20,2019-09-05,3090000,서울특별시 도봉구
117,유치원,삼풍,서울특별시 도봉구 노해로63가길 101,도봉구 창동,37.6567490,127.0456386,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구
118,유치원,천사,서울특별시 도봉구 해등로26길 20,도봉구 쌍문동,37.6586809094,127.0330968573,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
119,유치원,자연,서울특별시 도봉구 마들로 567,도봉구 창동,37.6608707801,127.0475002126,도봉구청,도봉경찰서,Y,2,6~8,2019-09-05,3090000,서울특별시 도봉구
120,유치원,정의,서울특별시 도봉구 노해로 49길 69,도봉구 쌍문동,37.6529105,127.0318063,도봉구청,도봉경찰서,Y,0,6~10,2019-09-05,3090000,서울특별시 도봉구
121,어린이집,예그린,서울특별시 도봉구 노해로 201-1,도봉구 쌍문동,37.6510868,127.0305925,도봉구청,도봉경찰서,Y,0,20,2019-09-05,3090000,서울특별시 도봉구
122,어린이집,신예원,서울특별시 도봉구 방학로2길 44,도봉구 방학동,37.6648067,127.0410685,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구
123,어린이집,예원키즈,서울특별시 도봉구 도봉로 145길,도봉구 방학동,37.6652429,127.0373617,도봉구청,도봉경찰서,Y,1,10,2019-09-05,3090000,서울특별시 도봉구
124,어린이집,리라,서울특별시도봉구방학로10길40,도봉구 방학동,37.6639090,127.0337501,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
125,어린이집,경일,서울특별시 도봉구 도당로13길 34-5,도봉구 방학동,37.6664179,127.0349032,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
126,어린이집,하늘빛,서울특별시 도봉구 도봉로167길 13,도봉구 도봉1동,37.6776560,127.0440422,도봉구청,도봉경찰서,Y,1,8~10,2019-09-05,3090000,서울특별시 도봉구
127,어린이집,창4동,서울특별시 도봉구 마들로 339-13,도봉구 창동,37.6421639,127.0532892,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
128,어린이집,푸른신창,서울특별시도봉구 덕릉로62길 30,도봉구 창동,37.6399528,127.0415218,도봉구청,도봉경찰서,Y,0,8,2019-09-05,3090000,서울특별시 도봉구
129,어린이집,신창,서울특별시 도봉구 덕릉로62길 26,도봉구 창동,37.6400934,127.0413047,도봉구청,도봉경찰서,Y,0,8,2019-09-05,3090000,서울특별시 도봉구
130,어린이집,행복둥지,서울특별시 도봉구 덕릉로62길 38,도봉구 창동,37.6397587,127.0418041,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
131,어린이집,세인,서울특별시 도봉구 방학로3길 100,도봉구 쌍문동,37.6588094,127.0389515,도봉구청,도봉경찰서,Y,1,6~8,2019-09-05,3090000,서울특별시 도봉구
132,어린이집,창3동,서울특별시 도봉구 덕릉로62길 57-7,도봉구 창동,37.6396519,127.0428491,도봉구청,도봉경찰서,Y,0,6~8,2019-09-05,3090000,서울특별시 도봉구
133,어린이집,방학3동,서울특별시 도봉구 방학로 11길,도봉구 쌍문동,37.6612213,127.0324535,도봉구청,도봉경찰서,Y,1,8,2019-09-05,3090000,서울특별시 도봉구
134,어린이집,쌍문1동,서울특별시 도봉구 노해로 149-5,도봉구 쌍문동,37.6482929,127.0259170,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
135,어린이집,창2동,서울특별시 도봉구 도봉로134길 6,도봉구 창동,37.6573644,127.0404264,도봉구청,도봉경찰서,Y,1,6,2019-09-05,3090000,서울특별시 도봉구
136,초등학교,가인초등학교,서울특별시 도봉구 도봉로136다길 4,도봉구 창동,37.6599068,127.0431592,도봉구청,도봉경찰서,Y,4,6~40,2019-09-05,3090000,서울특별시 도봉구
137,초등학교,누원초등학교,서울특별시 도봉구 마들로 859-44,도봉구 도봉동,37.6869304,127.0490694,도봉구청,도봉경찰서,Y,2,6~20,2019-09-05,3090000,서울특별시 도봉구
138,초등학교,도봉초교,서울특별시 도봉구 도봉로173길 96,도봉구 도봉동,37.6793783,127.0382180,도봉구청,도봉경찰서,Y,4,6~8,2019-09-05,3090000,서울특별시 도봉구
139,초등학교,방학초교,서울특별시 도봉구 도당로9길 34,도봉구 방학동,37.6640285,127.0321675,도봉구청,도봉경찰서,Y,3,6~8,2019-09-05,3090000,서울특별시 도봉구
