,시도명,시군구명,읍/면/동,설치유무,화재발생횟수
0,전라남도,신안군,지도읍,1,12
1,전라남도,신안군,압해읍,1,16
2,전라남도,신안군,증도면,0,1
3,전라남도,신안군,임자면,0,6
4,전라남도,신안군,자은면,0,4
5,전라남도,신안군,비금면,0,1
6,전라남도,신안군,도초면,1,4
7,전라남도,신안군,흑산면,0,3
8,전라남도,신안군,하의면,0,6
9,전라남도,신안군,신의면,0,1
10,전라남도,신안군,장산면,0,2
11,전라남도,신안군,안좌면,0,7
12,전라남도,신안군,팔금면,0,1
13,전라남도,신안군,암태면,1,2
