시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄비율
서울특별시,강남구,도곡동,0.0,56269.0,5.0,21.0,0.0,0.0026918258341964672
서울특별시,강남구,개포동,0.0,51732.0,15.0,45.0,0.0,0.0024747546988353633
서울특별시,강남구,일원동,0.0,57481.0,10.0,19.0,0.0,0.0027493281217093424
서울특별시,강남구,수서동,0.0,15299.0,7.0,10.0,0.0,0.000731716608601336
서울특별시,강남구,세곡동,0.0,44475.0,3.0,6.0,0.0,0.0021275846379763797
서울특별시,강남구,압구정동,0.0,27440.0,3.0,8.0,0.0,0.001312489712481375
서울특별시,강남구,청담동,0.0,27266.0,9.0,34.0,0.0,0.0013045831479483543
서울특별시,강동구,강일동,0.0,35778.0,8.0,14.0,0.0,0.0009883205666275413
서울특별시,강동구,상일동,0.0,33345.0,20.0,16.0,0.0,0.000921474157393824
서울특별시,강동구,명일동,0.0,43932.0,18.0,20.0,0.0,0.0012140170451155762
서울특별시,강동구,고덕동,0.0,48671.0,20.0,19.0,0.0,0.0013448347492073672
서울특별시,강동구,암사동,0.0,69655.0,28.0,35.0,0.0,0.001924170295899584
서울특별시,강동구,성내동,0.0,68993.0,18.0,54.0,0.0,0.0019062008310518105
서울특별시,강동구,둔촌동,0.0,26675.0,18.0,13.0,0.0,0.0007367480587587126
서울특별시,강동구,천호동,0.0,90081.0,28.0,66.0,0.0,0.002489130270713582
서울특별시,강동구,길동,0.0,46868.0,22.0,32.0,0.0,0.0012952390262275122
서울특별시,강북구,번동,0.0,53590.0,16.0,39.0,0.0,0.0014145562728167282
서울특별시,강북구,수유동,0.0,66970.0,28.0,71.0,0.0,0.0017674765624269993
서울특별시,강북구,삼양동,0.0,24742.0,0.0,0.0,0.0,0.0006526509632711327
서울특별시,강북구,미아동,0.0,22723.0,28.0,71.0,0.0,0.0005994613473217232
서울특별시,강북구,송중동,0.0,30934.0,0.0,0.0,0.0,0.0008165324826828268
서울특별시,강북구,송천동,0.0,27871.0,0.0,0.0,0.0,0.0007353105015708907
서울특별시,강북구,삼각산동,0.0,32118.0,0.0,0.0,0.0,0.0008474399622209972
서울특별시,강북구,우이동,0.0,21076.0,4.0,5.0,0.0,0.0005563346316870669
서울특별시,강북구,인수동,0.0,31545.0,0.0,0.0,0.0,0.0008323456117488676
서울특별시,강서구,염창동,0.0,42017.0,6.0,18.0,0.0,0.0013980243651567764
서울특별시,강서구,등촌동,0.0,77214.0,13.0,54.0,0.0,0.0025696334732316075
서울특별시,강서구,화곡동,0.0,201246.0,33.0,141.0,0.0,0.00669686015946822
서울특별시,강서구,가양동,1.0,64711.0,4.0,31.0,4.0,0.0021534606673571737
서울특별시,강서구,외발산동,0.0,37530.0,8.0,10.0,0.0,0.0012492371962172122
서울특별시,강서구,공항동,1.0,27627.0,3.0,13.0,0.0,0.0009193178216120911
서울특별시,강서구,방화동,1.0,91569.0,12.0,42.0,0.0,0.0030476212381823817
서울특별시,강서구,우장산동,0.0,43987.0,0.0,0.0,0.0,0.0014641519957965831
서울특별시,관악구,보라매동,0.0,25278.0,0.0,0.0,0.0,0.0008963169066069412
서울특별시,관악구,청림동,0.0,15711.0,0.0,0.0,0.0,0.0005570534102809779
서울특별시,관악구,행운동,0.0,29799.0,0.0,0.0,0.0,0.0010566045330490804
서울특별시,관악구,낙성대동,0.0,17579.0,0.0,0.0,0.0,0.0006231810409207842
서울특별시,관악구,중앙동,0.0,15758.0,0.0,0.0,0.0,0.0005584909674687997
서울특별시,관악구,인헌동,0.0,26500.0,0.0,0.0,0.0,0.0009394436222415974
서울특별시,관악구,남현동,0.0,18598.0,2.0,19.0,1.0,0.0006591199706163311
서울특별시,관악구,서원동,0.0,23565.0,0.0,0.0,0.0,0.0008352207261245112
서울특별시,관악구,신원동,0.0,19290.0,0.0,0.0,0.0,0.000684277221403214
서울특별시,관악구,서림동,0.0,24410.0,0.0,0.0,0.0,0.0008654094270687707
서울특별시,관악구,신사동,0.0,25426.0,0.0,0.0,0.0,0.0009013483567643176
서울특별시,관악구,신림동,0.0,22667.0,34.0,152.0,0.0,0.0008035944679924299
서울특별시,관악구,난향동,0.0,15915.0,0.0,0.0,0.0,0.0005642411962200872
서울특별시,관악구,조원동,0.0,19232.0,0.0,0.0,0.0,0.0006821208856214812
서울특별시,관악구,대학동,0.0,24907.0,0.0,0.0,0.0,0.0008833788919165441
서울특별시,관악구,은천동,0.0,34595.0,0.0,0.0,0.0,0.001226236281212062
서울특별시,관악구,성현동,0.0,30472.0,0.0,0.0,0.0,0.0010803242266481414
서울특별시,관악구,청룡동,0.0,36325.0,0.0,0.0,0.0,0.001288051240288403
서울특별시,관악구,난곡동,0.0,28054.0,0.0,0.0,0.0,0.0009947895739727398
서울특별시,관악구,삼성동,0.0,23935.0,0.0,0.0,0.0,0.0008488775194088192
서울특별시,관악구,미성동,0.0,31787.0,0.0,0.0,0.0,0.0011270448352523525
서울특별시,광진구,화양동,1.0,25541.0,6.0,31.0,0.0,0.0006878711143727688
서울특별시,광진구,군자동,1.0,21903.0,14.0,12.0,0.0,0.0005901172256008811
서울특별시,광진구,중곡동,1.0,85192.0,24.0,52.0,0.0,0.0022950600503576285
서울특별시,광진구,능동,1.0,11913.0,10.0,6.0,0.0,0.00032057525288427887
서울특별시,광진구,구의동,1.0,79732.0,36.0,32.0,0.0,0.002147710438605886
서울특별시,광진구,광장동,1.0,35619.0,20.0,13.0,0.0,0.0009595694228711037
서울특별시,광진구,자양동,1.0,100209.0,44.0,54.0,0.0,0.0026990136201355762
서울특별시,구로구,신도림동,0.0,36494.0,4.0,13.0,0.0,0.00117879689401394
서울특별시,구로구,구로동,0.0,137774.0,16.0,114.0,0.0,0.004449239496308713
서울특별시,구로구,고척동,0.0,51400.0,7.0,27.0,0.0,0.0016596597733403585
서울특별시,구로구,개봉동,0.0,88741.0,9.0,44.0,0.0,0.002865770253922914
서울특별시,구로구,오류동,0.0,63115.0,12.0,25.0,0.0,0.0020377373137375125
서울특별시,구로구,수궁동,0.0,24297.0,0.0,0.0,0.0,0.0007849062245507455
서울특별시,구로구,가리봉동,0.0,14263.0,2.0,19.0,0.0,0.000460737078696912
서울특별시,구로구,항동,0.0,16404.0,3.0,1.0,0.0,0.0005297398237123621
서울특별시,금천구,가산동,0.0,25973.0,8.0,32.0,0.0,0.0005527407387175122
서울특별시,금천구,독산동,0.0,110856.0,40.0,75.0,0.0,0.0023583125666217916
서울특별시,금천구,시흥동,0.0,111006.0,38.0,67.0,0.0,0.002361187680997435
서울특별시,노원구,월계동,0.0,81490.0,30.0,39.0,0.0,0.0023309989800531757
서울특별시,노원구,공릉동,0.0,78684.0,30.0,45.0,0.0,0.0022504957775351503
서울특별시,노원구,하계동,0.0,50688.0,24.0,25.0,0.0,0.0014497764239183642
서울특별시,노원구,중계동,0.0,108836.0,44.0,54.0,0.0,0.0031130300902282777
서울특별시,노원구,상계동,0.0,207334.0,80.0,116.0,0.0,0.005929923399765248
서울특별시,도봉구,쌍문동,0.0,77641.0,20.0,42.0,0.0,0.0011299199496279963
서울특별시,도봉구,방학동,0.0,77682.0,13.0,63.0,0.0,0.0011306387282219073
서울특별시,도봉구,창동,0.0,122308.0,30.0,59.0,0.0,0.001780414577117396
서울특별시,도봉구,도봉동,0.0,49730.0,6.0,28.0,0.0,0.0007238100440683157
서울특별시,동대문구,회기동,0.0,12663.0,6.0,7.0,0.0,0.00032129403147818976
서울특별시,동대문구,휘경동,0.0,40354.0,14.0,20.0,0.0,0.0010249782749169993
서울특별시,동대문구,청량리동,0.0,20432.0,2.0,14.0,0.0,0.000518958144803698
서울특별시,동대문구,용신동,0.0,32602.0,6.0,0.0,0.0,0.0008280329401854019
서울특별시,동대문구,제기동,0.0,27017.0,16.0,27.0,0.0,0.0006864335571849469
서울특별시,동대문구,전농동,0.0,50171.0,20.0,24.0,0.0,0.001274394447004095
서울특별시,동대문구,답십리동,0.0,58997.0,26.0,22.0,0.0,0.001497934589710397
서울특별시,동대문구,장안동,0.0,72626.0,38.0,46.0,0.0,0.0018443858719754697
서울특별시,동대문구,이문동,0.0,42152.0,18.0,19.0,0.0,0.0010702613263333883
서울특별시,동작구,노량진동,0.0,45899.0,8.0,31.0,0.0,0.0010415101825769508
서울특별시,동작구,상도1동,0.0,46840.0,8.0,4.0,0.0,0.001063073540394279
서울특별시,동작구,상도동,0.0,82884.0,32.0,57.0,0.0,0.001881043580264928
서울특별시,동작구,사당동,0.0,105944.0,28.0,53.0,0.0,0.0024043143966320916
서울특별시,동작구,대방동,0.0,39172.0,16.0,15.0,0.0,0.0008891291206678316
서울특별시,동작구,신대방동,0.0,46289.0,8.0,26.0,0.0,0.0010501355257038821
서울특별시,동작구,흑석동,0.0,34544.0,18.0,22.0,0.0,0.0007841874459568346
서울특별시,마포구,용강동,0.0,22257.0,0.0,1.0,0.0,0.0006972152360936109
서울특별시,마포구,대흥동,0.0,15863.0,4.0,11.0,0.0,0.000496676008392459
서울특별시,마포구,염리동,0.0,12864.0,6.0,3.0,0.0,0.0004032347911840369
서울특별시,마포구,신수동,0.0,23606.0,4.0,8.0,0.0,0.0007396231731343563
서울특별시,마포구,서교동,0.0,26981.0,4.0,44.0,0.0,0.0008452836264392643
서울특별시,마포구,합정동,0.0,18576.0,2.0,12.0,0.0,0.0005822106610678607
서울특별시,마포구,망원동,0.0,40329.0,6.0,17.0,0.0,0.001263612768095431
서울특별시,마포구,연남동,0.0,16682.0,4.0,11.0,0.0,0.0005225520377732528
서울특별시,마포구,성산동,0.0,60348.0,18.0,27.0,0.0,0.00189038770198577
서울특별시,마포구,상암동,0.0,31997.0,16.0,27.0,0.0,0.001001977359911849
서울특별시,마포구,도화동,0.0,21998.0,10.0,11.0,0.0,0.0006893086715605906
서울특별시,마포구,서강동,0.0,25386.0,0.0,0.0,0.0,0.0007949691248654987
서울특별시,마포구,공덕동,0.0,38750.0,4.0,6.0,0.0,0.0012140170451155762
서울특별시,마포구,아현동,0.0,26221.0,4.0,8.0,0.0,0.0008215639328402034
서울특별시,서대문구,천연동,0.0,18049.0,4.0,1.0,0.0,0.0003601080755493805
서울특별시,서대문구,홍제동,1.0,54921.0,24.0,22.0,0.0,0.0010954185771202712
서울특별시,서대문구,홍은동,0.0,51000.0,8.0,39.0,0.0,0.0010170717103839789
서울특별시,서대문구,남가좌동,0.0,47137.0,10.0,23.0,0.0,0.0009401624008355084
서울특별시,서대문구,북가좌동,0.0,51504.0,6.0,27.0,0.0,0.001027134610698732
서울특별시,서대문구,충현동,0.0,21229.0,0.0,0.0,0.0,0.0004233605918135431
서울특별시,서대문구,북아현동,0.0,16956.0,6.0,9.0,0.0,0.0003385447177320523
서울특별시,서대문구,신촌동,0.0,23051.0,0.0,4.0,0.0,0.00046001830010300107
서울특별시,서대문구,연희동,0.0,39105.0,2.0,27.0,0.0,0.0007798747743933689
서울특별시,서초구,서초동,0.0,171512.0,32.0,72.0,3.0,0.006088054690425655
서울특별시,서초구,잠원동,0.0,28532.0,14.0,11.0,1.0,0.0010127590388205132
서울특별시,서초구,반포동,0.0,103250.0,22.0,34.0,0.0,0.0036650520503518787
서울특별시,서초구,방배동,0.0,104555.0,34.0,59.0,0.0,0.0037117726589560897
서울특별시,서초구,양재동,0.0,67599.0,16.0,39.0,1.0,0.002400001725068626
서울특별시,서초구,내곡동,0.0,18146.0,6.0,9.0,1.0,0.0006440256201442015
서울특별시,성동구,왕십리2동,0.0,17416.0,10.0,0.0,0.0,0.00029829311647303975
서울특별시,성동구,마장동,0.0,23459.0,12.0,16.0,0.0,0.0004025160125901259
서울특별시,성동구,사근동,0.0,13512.0,8.0,10.0,0.0,0.00023144670723932242
서울특별시,성동구,행당동,0.0,38514.0,8.0,18.0,0.0,0.000660557527804153
서울특별시,성동구,응봉동,0.0,15824.0,4.0,7.0,0.0,0.0002709795299044241
서울특별시,성동구,금호동1가,0.0,15795.0,6.0,4.0,0.0,0.0002709795299044241
서울특별시,성동구,금호동4가,0.0,14842.0,8.0,11.0,0.0,0.00025444762224447246
서울특별시,성동구,성수동1가,0.0,30589.0,8.0,28.0,0.0,0.0005247083735549856
서울특별시,성동구,성수동2가,0.0,28603.0,6.0,63.0,0.0,0.0004902070010472605
서울특별시,성동구,송정동,0.0,11143.0,4.0,5.0,0.0,0.00019119510598030983
서울특별시,성동구,용답동,0.0,12724.0,6.0,10.0,0.0,0.00021778991395501453
서울특별시,성동구,왕십리도선동,0.0,27588.0,0.0,0.0,0.0,0.00047295631479339796
서울특별시,성동구,금호동2가,0.0,11792.0,4.0,3.0,0.0,0.0002019767848889739
서울특별시,성동구,금호동3가,0.0,11792.0,2.0,7.0,0.0,0.0002019767848889739
서울특별시,성동구,옥수동,0.0,26912.0,10.0,4.0,0.0,0.0004614558572908229
서울특별시,성북구,돈암동,0.0,40065.0,26.0,6.0,0.0,0.0007798747743933689
서울특별시,성북구,안암동,0.0,16580.0,8.0,0.0,0.0,0.0003227315886660117
서울특별시,성북구,보문동,0.0,16123.0,10.0,0.0,0.0,0.0003141062455390804
서울특별시,성북구,정릉동,0.0,85505.0,32.0,38.0,0.0,0.001663972444903824
서울특별시,성북구,길음동,0.0,53735.0,28.0,10.0,0.0,0.0010458228541404165
서울특별시,성북구,월곡동,0.0,47504.0,16.0,0.0,0.0,0.0009243492717694677
서울특별시,성북구,장위동,0.0,51914.0,22.0,28.0,0.0,0.0010106027030387804
서울특별시,성북구,성북동,0.0,17404.0,10.0,7.0,3.0,0.0003385447177320523
서울특별시,성북구,삼선동,0.0,24144.0,4.0,0.0,0.0,0.0004700812004177542
서울특별시,성북구,동선동,0.0,16246.0,14.0,0.0,0.0,0.00031626258132081325
서울특별시,성북구,종암동,0.0,41353.0,20.0,9.0,0.0,0.0008050320251802518
서울특별시,성북구,석관동,0.0,36483.0,10.0,13.0,0.0,0.0007101532507840079
서울특별시,송파구,풍납동,0.0,40288.0,18.0,18.0,0.0,0.0015748438992588677
서울특별시,송파구,거여동,0.0,32407.0,10.0,16.0,0.0,0.0012672066610649856
서울특별시,송파구,마천동,0.0,39628.0,18.0,26.0,0.0,0.001548967869878074
서울특별시,송파구,방이동,0.0,42973.0,6.0,35.0,0.0,0.0016797855739698647
서울특별시,송파구,오륜동,0.0,18495.0,6.0,0.0,0.0,0.0007230912654744048
서울특별시,송파구,오금동,0.0,39668.0,10.0,25.0,0.0,0.0015511242056598065
서울특별시,송파구,송파동,0.0,45990.0,16.0,17.0,0.0,0.0017976652633712588
서울특별시,송파구,석촌동,0.0,33166.0,10.0,21.0,0.0,0.0012966765834153341
서울특별시,송파구,삼전동,0.0,31839.0,2.0,11.0,0.0,0.0012449245246537466
서울특별시,송파구,가락동,0.0,88448.0,26.0,46.0,0.0,0.003458043815305528
서울특별시,송파구,문정동,0.0,50415.0,4.0,43.0,0.0,0.001970890904503795
서울특별시,송파구,잠실동,0.0,149873.0,38.0,41.0,0.0,0.005859483097561975
서울특별시,송파구,장지동,0.0,30370.0,14.0,13.0,0.0,0.0011874222371408714
서울특별시,송파구,위례동,0.0,30366.0,6.0,0.0,0.0,0.0011874222371408714
서울특별시,양천구,목동,0.0,153553.0,40.0,65.0,0.0,0.003415635878264783
서울특별시,양천구,신월동,0.0,125465.0,46.0,93.0,0.0,0.0027910172801561767
서울특별시,양천구,신정동,0.0,177372.0,50.0,86.0,0.0,0.003946094480571056
서울특별시,영등포구,여의동,0.0,34463.0,12.0,0.0,0.0,0.001357053985303853
서울특별시,영등포구,당산동,0.0,59208.0,14.0,3.0,0.0,0.0023309989800531757
서울특별시,영등포구,양평동,0.0,40305.0,18.0,2.0,0.0,0.0015870631353553535
서울특별시,영등포구,신길동,0.0,102288.0,40.0,44.0,0.0,0.004027316461682992
서울특별시,영등포구,대림동,0.0,64500.0,26.0,45.0,0.0,0.002539444772287348
서울특별시,영등포구,영등포동,0.0,52539.0,10.0,9.0,0.0,0.0020686447932756827
서울특별시,영등포구,도림동,0.0,20665.0,2.0,8.0,0.0,0.0008136573683071831
서울특별시,영등포구,문래동,0.0,33399.0,10.0,0.0,0.0,0.0013153648268570187
서울특별시,용산구,후암동,0.0,18202.0,6.0,7.0,0.0,0.0003989221196205712
서울특별시,용산구,용산동2가,0.0,11272.0,2.0,5.0,0.0,0.00024725983630536307
서울특별시,용산구,남영동,0.0,8116.0,0.0,3.0,0.0,0.00017753831269600197
서울특별시,용산구,원효로2가,0.0,14331.0,2.0,1.0,0.0,0.0003141062455390804
서울특별시,용산구,효창동,0.0,10326.0,2.0,5.0,0.0,0.0002264152570819458
서울특별시,용산구,용문동,0.0,12455.0,0.0,2.0,0.0,0.00027313586568615685
서울특별시,용산구,이촌동,0.0,37769.0,14.0,10.0,0.0,0.0008280329401854019
서울특별시,용산구,이태원동,0.0,19559.0,6.0,29.0,0.0,0.00042839204197091973
서울특별시,용산구,서빙고동,0.0,14000.0,2.0,2.0,0.0,0.000306918459599971
서울특별시,용산구,보광동,0.0,15531.0,2.0,9.0,0.0,0.00034070105351378515
서울특별시,용산구,청파동1가,0.0,6832.0,0.0,7.0,0.0,0.00014950594753347535
서울특별시,용산구,청파동2가,0.0,6832.0,2.0,1.0,0.0,0.00014950594753347535
서울특별시,용산구,청파동3가,0.0,6832.0,0.0,3.0,0.0,0.00014950594753347535
서울특별시,용산구,원효로1가,0.0,16730.0,0.0,8.0,0.0,0.00036657708289457893
서울특별시,용산구,한강로1가,0.0,7365.0,0.0,3.0,0.0,0.0001617251836299613
서울특별시,용산구,한강로2가,0.0,7366.0,2.0,8.0,0.0,0.0001617251836299613
서울특별시,용산구,한강로3가,0.0,7366.0,2.0,7.0,0.0,0.0001617251836299613
서울특별시,용산구,한남동,0.0,23761.0,10.0,21.0,0.0,0.0005203957019915199
서울특별시,은평구,녹번동,0.0,37815.0,8.0,12.0,0.0,0.001004133695693582
서울특별시,은평구,불광동,0.0,68762.0,12.0,24.0,0.0,0.0018264164071276963
서울특별시,은평구,갈현동,0.0,52635.0,7.0,21.0,0.0,0.0013980243651567764
서울특별시,은평구,구산동,0.0,32997.0,7.0,11.0,0.0,0.0008761911059774347
서울특별시,은평구,대조동,0.0,27579.0,2.0,8.0,0.0,0.0007324353871952469
서울특별시,은평구,응암동,0.0,84594.0,12.0,25.0,0.0,0.0022469018845655956
서울특별시,은평구,신사동,0.0,48721.0,9.0,16.0,0.0,0.0012938014690396904
서울특별시,은평구,증산동,0.0,15487.0,2.0,8.0,0.0,0.00041114135571705717
서울특별시,은평구,수색동,0.0,11258.0,3.0,5.0,0.0,0.0002990118950669507
서울특별시,은평구,진관동,0.0,57256.0,11.0,13.0,2.0,0.0015209355047155473
서울특별시,은평구,역촌동,0.0,46939.0,3.0,16.0,0.0,0.0012470808604354794
서울특별시,종로구,사직동,0.0,9806.0,2.0,3.0,0.0,0.0002551664008383834
서울특별시,종로구,삼청동,0.0,2909.0,0.0,3.0,0.0,7.547175236064862e-05
서울특별시,종로구,부암동,0.0,10333.0,2.0,8.0,0.0,0.00026882319412269124
서울특별시,종로구,평창동,0.0,18582.0,4.0,13.0,0.0,0.0004830192151081511
서울특별시,종로구,무악동,0.0,8592.0,2.0,8.0,0.0,0.00022354014270630206
서울특별시,종로구,교남동,0.0,10634.0,0.0,1.0,0.0,0.0002767297586557116
서울특별시,종로구,가회동,0.0,4418.0,2.0,0.0,0.0,0.00011500457502575027
서울특별시,종로구,종로1가,0.0,2112.0,0.0,0.0,0.0,5.4627173137231376e-05
서울특별시,종로구,종로2가,0.0,2112.0,0.0,3.0,0.0,5.4627173137231376e-05
서울특별시,종로구,종로3가,0.0,2112.0,0.0,3.0,0.0,5.4627173137231376e-05
서울특별시,종로구,종로4가,0.0,2113.0,0.0,3.0,0.0,5.4627173137231376e-05
서울특별시,종로구,종로5가,0.0,2845.0,0.0,4.0,0.0,7.403419517282673e-05
서울특별시,종로구,종로6가,0.0,2846.0,2.0,0.0,0.0,7.403419517282673e-05
서울특별시,종로구,이화동,0.0,8111.0,2.0,2.0,0.0,0.00021060212801590517
서울특별시,종로구,창신동,0.0,22574.0,10.0,24.0,0.0,0.0005872421112252372
서울특별시,종로구,숭인동,0.0,16566.0,6.0,19.0,0.0,0.00043054837775265256
서울특별시,종로구,청운동,0.0,12633.0,4.0,1.0,0.0,0.0003284818174172992
서울특별시,종로구,혜화동,0.0,19734.0,6.0,7.0,0.0,0.0005132079160524105
서울특별시,중구,소공동,0.0,3011.0,0.0,3.0,0.0,8.984732423886739e-05
서울특별시,중구,회현동1가,0.0,5757.0,2.0,2.0,0.0,0.0001710693053508035
서울특별시,중구,명동1가,0.0,1843.0,0.0,1.0,0.0,5.4627173137231376e-05
서울특별시,중구,명동2가,0.0,1842.0,2.0,2.0,0.0,5.4627173137231376e-05
서울특별시,중구,필동2가,0.0,2377.0,2.0,3.0,0.0,7.044030220327203e-05
서울특별시,중구,필동3가,0.0,2377.0,0.0,2.0,0.0,7.044030220327203e-05
서울특별시,중구,장충동1가,0.0,2734.0,0.0,3.0,0.0,8.122198111193612e-05
서울특별시,중구,장충동2가,0.0,2734.0,2.0,6.0,0.0,8.122198111193612e-05
서울특별시,중구,광희1가,0.0,3208.0,0.0,0.0,0.0,9.559755299015491e-05
서울특별시,중구,광희2가,0.0,3208.0,0.0,0.0,0.0,9.559755299015491e-05
서울특별시,중구,을지로1가,0.0,281.0,0.0,1.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로2가,0.0,281.0,0.0,2.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로3가,0.0,281.0,0.0,3.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로4가,0.0,281.0,0.0,2.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로5가,0.0,281.0,0.0,5.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로6가,0.0,281.0,0.0,1.0,0.0,8.62534312693127e-06
서울특별시,중구,을지로7가,0.0,281.0,0.0,2.0,0.0,8.62534312693127e-06
서울특별시,중구,황학동,0.0,13531.0,4.0,11.0,0.0,0.0004032347911840369
서울특별시,중구,중림동,0.0,12801.0,2.0,4.0,0.0,0.0003809526547727977
서울특별시,중구,신당동,0.0,20058.0,38.0,56.0,0.0,0.0005973050115399904
서울특별시,중구,다산동,0.0,14725.0,0.0,0.0,0.0,0.00043845494228567284
서울특별시,중구,약수동,0.0,17354.0,0.0,0.0,0.0,0.0005168018090219653
서울특별시,중구,청구동,0.0,14281.0,0.0,0.0,0.0,0.00042551692759527595
서울특별시,중구,동화동,0.0,10827.0,0.0,0.0,0.0,0.0003227315886660117
서울특별시,중랑구,상봉동,0.0,45126.0,8.0,25.0,0.0,0.0013433971920195453
서울특별시,중랑구,중화동,0.0,46473.0,12.0,28.0,0.0,0.0013829300146846468
서울특별시,중랑구,묵동,0.0,55260.0,10.0,18.0,0.0,0.0016445654228682287
서울특별시,중랑구,신내동,0.0,61133.0,14.0,17.0,1.0,0.0018192286211885869
서울특별시,중랑구,면목동,0.0,143278.0,28.0,72.0,1.0,0.004264513397673602
서울특별시,중랑구,망우동,0.0,48292.0,12.0,36.0,2.0,0.0014375571878218782
전라남도,신안군,지도읍,1.0,4798.0,2.0,0.0,0.0,0.0038598410493017434
전라남도,신안군,압해읍,1.0,6533.0,6.0,0.0,0.0,0.005255709078676787
전라남도,신안군,증도면,0.0,1948.0,2.0,0.0,0.0,0.0015669373347258473
전라남도,신안군,임자면,0.0,3290.0,2.0,0.0,1.0,0.0026465427827800777
전라남도,신안군,자은면,0.0,2331.0,2.0,0.0,0.0,0.0018752933515136401
전라남도,신안군,비금면,0.0,3638.0,2.0,0.0,0.0,0.002926866434405344
전라남도,신안군,도초면,1.0,2908.0,2.0,0.0,0.0,0.0023396243231801066
전라남도,신안군,흑산면,0.0,4194.0,2.0,0.0,0.0,0.003373946719817948
전라남도,신안군,하의면,0.0,1850.0,2.0,0.0,0.0,0.0014878716893956439
전라남도,신안군,신의면,0.0,1630.0,2.0,0.0,0.0,0.0013110521552935528
전라남도,신안군,장산면,0.0,1634.0,2.0,0.0,0.0,0.0013146460482631075
전라남도,신안군,안좌면,0.0,3163.0,2.0,0.0,0.0,0.0025444762224447245
전라남도,신안군,팔금면,0.0,1055.0,2.0,0.0,0.0,0.0008488775194088192
전라남도,신안군,암태면,1.0,2130.0,0.0,0.0,0.0,0.001713568167883679
전라북도,고창군,고창읍,1.0,21643.0,3.0,0.0,1.0,0.0029577739139435145
전라북도,고창군,고수면,1.0,2308.0,2.0,0.0,0.0,0.00031554380272690225
전라북도,고창군,아산면,1.0,2717.0,2.0,0.0,0.0,0.00037160853305195555
전라북도,고창군,무장면,1.0,2879.0,2.0,0.0,0.0,0.00039317189086928366
전라북도,고창군,공음면,1.0,2564.0,2.0,0.0,0.0,0.00035076395382853826
전라북도,고창군,상하면,1.0,2467.0,2.0,0.0,0.0,0.0003371071605442305
전라북도,고창군,해리면,1.0,2881.0,4.0,0.0,0.0,0.00039389066946319466
전라북도,고창군,성송면,1.0,1853.0,2.0,0.0,0.0,0.00025301006505665057
전라북도,고창군,대산면,0.0,3412.0,4.0,0.0,0.0,0.0004664873074481995
전라북도,고창군,심원면,1.0,2577.0,2.0,0.0,0.0,0.0003522015110163602
전라북도,고창군,흥덕면,1.0,3155.0,2.0,0.0,0.0,0.00043126715634656345
전라북도,고창군,성내면,1.0,1994.0,2.0,0.0,0.0,0.0002724170870922459
전라북도,고창군,신림면,1.0,2290.0,4.0,0.0,0.0,0.0003126686883512585
전라북도,고창군,부안면,1.0,2684.0,4.0,0.0,0.0,0.00036657708289457893
전라북도,무주군,무주읍,1.0,9551.0,3.0,0.0,0.0,0.0005606473032505325
전라북도,무주군,무풍면,1.0,2280.0,1.0,0.0,0.0,0.00013369281846743468
전라북도,무주군,설천면,1.0,4085.0,2.0,0.0,1.0,0.00024007205036625365
전라북도,무주군,적상면,1.0,2632.0,2.0,0.0,0.0,0.0001545373976908519
전라북도,무주군,안성면,1.0,4285.0,1.0,0.0,0.0,0.0002515725078688287
전라북도,무주군,부남면,1.0,1419.0,2.0,0.0,0.0,8.337831689366894e-05
전라북도,정읍시,신태인읍,0.0,5664.0,3.0,0.0,0.0,0.0018465422077572028
전라북도,정읍시,북면,0.0,4533.0,3.0,0.0,0.0,0.0014778087890808908
전라북도,정읍시,입암면,0.0,2883.0,2.0,0.0,0.0,0.0009401624008355084
전라북도,정읍시,소성면,0.0,2160.0,1.0,0.0,0.0,0.0007044030220327204
전라북도,정읍시,고부면,0.0,2888.0,1.0,0.0,0.0,0.0009415999580233303
전라북도,정읍시,영원면,0.0,1838.0,1.0,0.0,0.0,0.0005994613473217232
전라북도,정읍시,덕천면,0.0,1877.0,2.0,0.0,0.0,0.0006116805834182092
전라북도,정읍시,이평면,0.0,2139.0,1.0,0.0,0.0,0.0006972152360936109
전라북도,정읍시,정우면,0.0,2622.0,2.0,0.0,0.0,0.0008546277481601066
전라북도,정읍시,태인면,0.0,3577.0,2.0,0.0,0.0,0.0011665776579174543
전라북도,정읍시,감곡면,0.0,2874.0,1.0,0.0,0.0,0.0009372872864598646
전라북도,정읍시,옹동면,0.0,1736.0,1.0,0.0,0.0,0.0005656787534079091
전라북도,정읍시,칠보면,0.0,2380.0,2.0,0.0,0.0,0.0007762808814238143
전라북도,정읍시,산내면,0.0,1231.0,1.0,0.0,0.0,0.00040107845540230405
전라북도,정읍시,산외면,0.0,2152.0,1.0,0.0,0.0,0.0007015279076570765
전라북도,정읍시,수성동,0.0,18063.0,3.0,0.0,0.0,0.005888953019912325
전라북도,정읍시,장명동,0.0,3057.0,1.0,0.0,0.0,0.0009969459097544724
전라북도,정읍시,내장상동,0.0,20778.0,0.0,0.0,0.0,0.006774488247610602
