,시도명,시군구명,읍/면/동,설치유무,화재발생횟수
0,서울특별시,광진구,화양동,1.0,31
1,서울특별시,광진구,군자동,1.0,12
2,서울특별시,광진구,중곡동,1.0,52
3,서울특별시,광진구,능동,1.0,6
4,서울특별시,광진구,구의동,1.0,32
5,서울특별시,광진구,광장동,1.0,13
6,서울특별시,광진구,자양동,1.0,54
