,시도명,시군구명,읍/면/동,설치유무,화재발생횟수,화재발생비율,어린이보호구역수,어린이보호구역비율
408,서울특별시,성북구,동선동1가,0.0,2.0,0.0109289617486338,,
409,서울특별시,성북구,동선동3가,0.0,6.0,0.0327868852459016,,
410,서울특별시,성북구,동선동4가,0.0,3.0,0.0163934426229508,,
411,서울특별시,성북구,동소문동1가,0.0,3.0,0.0163934426229508,,
412,서울특별시,성북구,동소문동2가,0.0,1.0,0.0054644808743169,,
413,서울특별시,성북구,동소문동4가,0.0,2.0,0.0109289617486338,,
414,서울특별시,성북구,동소문동5가,0.0,1.0,0.0054644808743169,,
415,서울특별시,성북구,동소문동6가,0.0,1.0,0.0054644808743169,,
416,서울특별시,성북구,동소문동7가,0.0,1.0,0.0054644808743169,,
417,서울특별시,성북구,보문동1가,0.0,1.0,0.0054644808743169,,
418,서울특별시,성북구,보문동2가,0.0,1.0,0.0054644808743169,,
419,서울특별시,성북구,보문동4가,0.0,3.0,0.0163934426229508,,
420,서울특별시,성북구,보문동5가,0.0,2.0,0.0109289617486338,,
421,서울특별시,성북구,보문동6가,0.0,3.0,0.0163934426229508,,
422,서울특별시,성북구,보문동7가,0.0,1.0,0.0054644808743169,,
423,서울특별시,성북구,삼선동1가,0.0,7.0,0.0382513661202185,,
424,서울특별시,성북구,삼선동2가,0.0,1.0,0.0054644808743169,,
425,서울특별시,성북구,상월곡동,0.0,2.0,0.0109289617486338,,
426,서울특별시,성북구,석관동,0.0,13.0,0.0710382513661202,,
427,서울특별시,성북구,성북동,0.0,7.0,0.0382513661202185,,
428,서울특별시,성북구,안암동1가,0.0,2.0,0.0109289617486338,,
429,서울특별시,성북구,안암동2가,0.0,1.0,0.0054644808743169,,
430,서울특별시,성북구,안암동3가,0.0,1.0,0.0054644808743169,,
431,서울특별시,성북구,안암동4가,0.0,3.0,0.0163934426229508,,
432,서울특별시,성북구,안암동5가,0.0,9.0,0.0491803278688524,,
433,서울특별시,성북구,장위동,0.0,28.0,0.1530054644808743,,
434,서울특별시,성북구,정릉동,0.0,38.0,0.2076502732240437,,
435,서울특별시,성북구,종암동,0.0,9.0,0.0491803278688524,,
436,서울특별시,성북구,하월곡동,0.0,15.0,0.081967213114754,,
437,서울특별시,송파구,가락동,0.0,46.0,0.1446540880503144,,
438,서울특별시,송파구,거여동,0.0,16.0,0.050314465408805,,
439,서울특별시,송파구,마천동,0.0,26.0,0.0817610062893081,,
440,서울특별시,송파구,문정동,0.0,43.0,0.1352201257861635,,
441,서울특별시,송파구,방이동,0.0,35.0,0.110062893081761,,
442,서울특별시,송파구,삼전동,0.0,11.0,0.0345911949685534,,
443,서울특별시,송파구,석촌동,0.0,21.0,0.0660377358490566,,
444,서울특별시,송파구,송파동,0.0,17.0,0.0534591194968553,,
445,서울특별시,송파구,신천동,0.0,6.0,0.0188679245283018,,
446,서울특별시,송파구,오금동,0.0,25.0,0.0786163522012578,,
447,서울특별시,송파구,잠실동,0.0,41.0,0.1289308176100629,,
448,서울특별시,송파구,장지동,0.0,13.0,0.040880503144654,,
449,서울특별시,송파구,풍납동,0.0,18.0,0.0566037735849056,,
450,서울특별시,양천구,목동,0.0,65.0,0.2663934426229508,,
451,서울특별시,양천구,신월동,0.0,93.0,0.3811475409836065,,
452,서울특별시,양천구,신정동,0.0,86.0,0.3524590163934426,,
453,서울특별시,영등포구,당산동,0.0,3.0,0.0125523012552301,,
454,서울특별시,영등포구,당산동1가,0.0,6.0,0.0251046025104602,,
455,서울특별시,영등포구,당산동2가,0.0,1.0,0.00418410041841,,
456,서울특별시,영등포구,당산동3가,0.0,9.0,0.0376569037656903,,
457,서울특별시,영등포구,당산동4가,0.0,8.0,0.0334728033472803,,
458,서울특별시,영등포구,당산동6가,0.0,1.0,0.00418410041841,,
459,서울특별시,영등포구,대림동,0.0,45.0,0.1882845188284518,,
460,서울특별시,영등포구,도림동,0.0,8.0,0.0334728033472803,,
461,서울특별시,영등포구,문래동1가,0.0,3.0,0.0125523012552301,,
462,서울특별시,영등포구,문래동2가,0.0,2.0,0.00836820083682,,
463,서울특별시,영등포구,문래동3가,0.0,11.0,0.0460251046025104,,
464,서울특별시,영등포구,문래동4가,0.0,1.0,0.00418410041841,,
465,서울특별시,영등포구,문래동5가,0.0,3.0,0.0125523012552301,,
466,서울특별시,영등포구,문래동6가,0.0,5.0,0.0209205020920502,,
467,서울특별시,영등포구,신길동,0.0,44.0,0.1841004184100418,,
468,서울특별시,영등포구,양평동,0.0,2.0,0.00836820083682,,
469,서울특별시,영등포구,양평동1가,0.0,4.0,0.0167364016736401,,
470,서울특별시,영등포구,양평동2가,0.0,5.0,0.0209205020920502,,
471,서울특별시,영등포구,양평동3가,0.0,6.0,0.0251046025104602,,
472,서울특별시,영등포구,양평동4가,0.0,11.0,0.0460251046025104,,
473,서울특별시,영등포구,양평동5가,0.0,3.0,0.0125523012552301,,
474,서울특별시,영등포구,양평동6가,0.0,2.0,0.00836820083682,,
475,서울특별시,영등포구,여의도동,0.0,16.0,0.0669456066945606,,
476,서울특별시,영등포구,영등포동,0.0,9.0,0.0376569037656903,,
477,서울특별시,영등포구,영등포동1가,0.0,1.0,0.00418410041841,,
478,서울특별시,영등포구,영등포동2가,0.0,8.0,0.0334728033472803,,
479,서울특별시,영등포구,영등포동3가,0.0,11.0,0.0460251046025104,,
480,서울특별시,영등포구,영등포동4가,0.0,5.0,0.0209205020920502,,
481,서울특별시,영등포구,영등포동6가,0.0,3.0,0.0125523012552301,,
482,서울특별시,영등포구,영등포동7가,0.0,1.0,0.00418410041841,,
483,서울특별시,영등포구,영등포동8가,0.0,2.0,0.00836820083682,,
484,서울특별시,용산구,갈월동,0.0,4.0,0.0239520958083832,,
485,서울특별시,용산구,남영동,0.0,3.0,0.0179640718562874,,
486,서울특별시,용산구,동빙고동,0.0,1.0,0.0059880239520958,,
487,서울특별시,용산구,동자동,0.0,8.0,0.0479041916167664,,
488,서울특별시,용산구,문배동,0.0,2.0,0.0119760479041916,,
489,서울특별시,용산구,보광동,0.0,9.0,0.0538922155688622,,
490,서울특별시,용산구,산천동,0.0,1.0,0.0059880239520958,,
491,서울특별시,용산구,서계동,0.0,3.0,0.0179640718562874,,
492,서울특별시,용산구,서빙고동,0.0,2.0,0.0119760479041916,,
493,서울특별시,용산구,신계동,0.0,4.0,0.0239520958083832,,
494,서울특별시,용산구,용문동,0.0,2.0,0.0119760479041916,,
495,서울특별시,용산구,용산동2가,0.0,5.0,0.029940119760479,,
496,서울특별시,용산구,용산동4가,0.0,1.0,0.0059880239520958,,
497,서울특별시,용산구,용산동5가,0.0,1.0,0.0059880239520958,,
498,서울특별시,용산구,용산동6가,0.0,2.0,0.0119760479041916,,
499,서울특별시,용산구,원효로1가,0.0,8.0,0.0479041916167664,,
500,서울특별시,용산구,원효로2가,0.0,1.0,0.0059880239520958,,
501,서울특별시,용산구,원효로3가,0.0,3.0,0.0179640718562874,,
502,서울특별시,용산구,원효로4가,0.0,5.0,0.029940119760479,,
503,서울특별시,용산구,이촌동,0.0,10.0,0.059880239520958,,
504,서울특별시,용산구,이태원동,0.0,29.0,0.1736526946107784,,
505,서울특별시,용산구,청암동,0.0,1.0,0.0059880239520958,,
506,서울특별시,용산구,청파동1가,0.0,7.0,0.0419161676646706,,
507,서울특별시,용산구,청파동2가,0.0,1.0,0.0059880239520958,,
508,서울특별시,용산구,청파동3가,0.0,3.0,0.0179640718562874,,
509,서울특별시,용산구,한강로1가,0.0,3.0,0.0179640718562874,,
510,서울특별시,용산구,한강로2가,0.0,8.0,0.0479041916167664,,
511,서울특별시,용산구,한강로3가,0.0,7.0,0.0419161676646706,,
512,서울특별시,용산구,한남동,0.0,21.0,0.1257485029940119,,
513,서울특별시,용산구,효창동,0.0,5.0,0.029940119760479,,
514,서울특별시,용산구,후암동,0.0,7.0,0.0419161676646706,,
515,서울특별시,은평구,갈현동,0.0,21.0,0.1320754716981132,,
516,서울특별시,은평구,구산동,0.0,11.0,0.0691823899371069,,
517,서울특별시,은평구,녹번동,0.0,12.0,0.0754716981132075,,
518,서울특별시,은평구,대조동,0.0,8.0,0.050314465408805,,
519,서울특별시,은평구,불광동,0.0,24.0,0.1509433962264151,,
520,서울특별시,은평구,수색동,0.0,5.0,0.0314465408805031,,
521,서울특별시,은평구,신사동,0.0,16.0,0.10062893081761,,
522,서울특별시,은평구,역촌동,0.0,16.0,0.10062893081761,,
523,서울특별시,은평구,응암동,0.0,25.0,0.1572327044025157,,
524,서울특별시,은평구,증산동,0.0,8.0,0.050314465408805,,
525,서울특별시,은평구,진관동,0.0,13.0,0.0817610062893081,,
526,서울특별시,종로구,계동,0.0,1.0,0.0042735042735042,,
527,서울특별시,종로구,공평동,0.0,1.0,0.0042735042735042,,
528,서울특별시,종로구,관수동,0.0,1.0,0.0042735042735042,,
529,서울특별시,종로구,관철동,0.0,6.0,0.0256410256410256,,
530,서울특별시,종로구,관훈동,0.0,4.0,0.017094017094017,,
531,서울특별시,종로구,교남동,0.0,1.0,0.0042735042735042,,
532,서울특별시,종로구,교북동,0.0,1.0,0.0042735042735042,,
533,서울특별시,종로구,낙원동,0.0,6.0,0.0256410256410256,,
534,서울특별시,종로구,내수동,0.0,1.0,0.0042735042735042,,
535,서울특별시,종로구,내자동,0.0,1.0,0.0042735042735042,,
536,서울특별시,종로구,누상동,0.0,2.0,0.0085470085470085,,
537,서울특별시,종로구,누하동,0.0,2.0,0.0085470085470085,,
538,서울특별시,종로구,당주동,0.0,2.0,0.0085470085470085,,
539,서울특별시,종로구,도렴동,0.0,1.0,0.0042735042735042,,
540,서울특별시,종로구,돈의동,0.0,3.0,0.0128205128205128,,
541,서울특별시,종로구,동숭동,0.0,10.0,0.0427350427350427,,
542,서울특별시,종로구,명륜1가,0.0,4.0,0.017094017094017,,
543,서울특별시,종로구,명륜2가,0.0,7.0,0.0299145299145299,,
544,서울특별시,종로구,명륜3가,0.0,2.0,0.0085470085470085,,
545,서울특별시,종로구,명륜4가,0.0,6.0,0.0256410256410256,,
546,서울특별시,종로구,묘동,0.0,1.0,0.0042735042735042,,
547,서울특별시,종로구,무악동,0.0,8.0,0.0341880341880341,,
548,서울특별시,종로구,봉익동,0.0,3.0,0.0128205128205128,,
549,서울특별시,종로구,부암동,0.0,8.0,0.0341880341880341,,
550,서울특별시,종로구,사직동,0.0,3.0,0.0128205128205128,,
551,서울특별시,종로구,삼청동,0.0,3.0,0.0128205128205128,,
552,서울특별시,종로구,서린동,0.0,3.0,0.0128205128205128,,
553,서울특별시,종로구,세종로,0.0,5.0,0.0213675213675213,,
554,서울특별시,종로구,소격동,0.0,1.0,0.0042735042735042,,
555,서울특별시,종로구,송월동,0.0,1.0,0.0042735042735042,,
556,서울특별시,종로구,수송동,0.0,1.0,0.0042735042735042,,
557,서울특별시,종로구,숭인동,0.0,19.0,0.0811965811965812,,
558,서울특별시,종로구,신교동,0.0,1.0,0.0042735042735042,,
559,서울특별시,종로구,신문로1가,0.0,1.0,0.0042735042735042,,
560,서울특별시,종로구,신영동,0.0,3.0,0.0128205128205128,,
561,서울특별시,종로구,안국동,0.0,1.0,0.0042735042735042,,
562,서울특별시,종로구,연건동,0.0,3.0,0.0128205128205128,,
563,서울특별시,종로구,연지동,0.0,2.0,0.0085470085470085,,
564,서울특별시,종로구,옥인동,0.0,2.0,0.0085470085470085,,
565,서울특별시,종로구,원남동,0.0,1.0,0.0042735042735042,,
566,서울특별시,종로구,원서동,0.0,1.0,0.0042735042735042,,
567,서울특별시,종로구,이화동,0.0,2.0,0.0085470085470085,,
568,서울특별시,종로구,익선동,0.0,5.0,0.0213675213675213,,
569,서울특별시,종로구,인사동,0.0,5.0,0.0213675213675213,,
570,서울특별시,종로구,인의동,0.0,3.0,0.0128205128205128,,
571,서울특별시,종로구,장사동,0.0,2.0,0.0085470085470085,,
572,서울특별시,종로구,재동,0.0,2.0,0.0085470085470085,,
573,서울특별시,종로구,적선동,0.0,3.0,0.0128205128205128,,
574,서울특별시,종로구,종로2가,0.0,3.0,0.0128205128205128,,
575,서울특별시,종로구,종로3가,0.0,3.0,0.0128205128205128,,
576,서울특별시,종로구,종로4가,0.0,3.0,0.0128205128205128,,
577,서울특별시,종로구,종로5가,0.0,4.0,0.017094017094017,,
578,서울특별시,종로구,창성동,0.0,1.0,0.0042735042735042,,
579,서울특별시,종로구,창신동,0.0,24.0,0.1025641025641025,,
580,서울특별시,종로구,청운동,0.0,1.0,0.0042735042735042,,
581,서울특별시,종로구,청진동,0.0,1.0,0.0042735042735042,,
582,서울특별시,종로구,체부동,0.0,3.0,0.0128205128205128,,
583,서울특별시,종로구,충신동,0.0,3.0,0.0128205128205128,,
584,서울특별시,종로구,통의동,0.0,1.0,0.0042735042735042,,
585,서울특별시,종로구,통인동,0.0,1.0,0.0042735042735042,,
586,서울특별시,종로구,평창동,0.0,13.0,0.0555555555555555,,
587,서울특별시,종로구,필운동,0.0,4.0,0.017094017094017,,
588,서울특별시,종로구,행촌동,0.0,1.0,0.0042735042735042,,
589,서울특별시,종로구,혜화동,0.0,7.0,0.0299145299145299,,
590,서울특별시,종로구,홍지동,0.0,2.0,0.0085470085470085,,
591,서울특별시,종로구,홍파동,0.0,1.0,0.0042735042735042,,
592,서울특별시,종로구,화동,0.0,1.0,0.0042735042735042,,
593,서울특별시,종로구,효제동,0.0,1.0,0.0042735042735042,,
594,서울특별시,종로구,훈정동,0.0,1.0,0.0042735042735042,,
595,서울특별시,중구,광희동1가,0.0,2.0,0.0101010101010101,,
596,서울특별시,중구,광희동2가,0.0,2.0,0.0101010101010101,,
597,서울특별시,중구,남대문로1가,0.0,1.0,0.005050505050505,,
598,서울특별시,중구,남대문로3가,0.0,1.0,0.005050505050505,,
599,서울특별시,중구,남대문로5가,0.0,8.0,0.0404040404040404,,
600,서울특별시,중구,남산동2가,0.0,1.0,0.005050505050505,,
601,서울특별시,중구,남창동,0.0,2.0,0.0101010101010101,,
602,서울특별시,중구,다동,0.0,1.0,0.005050505050505,,
603,서울특별시,중구,명동1가,0.0,1.0,0.005050505050505,,
604,서울특별시,중구,명동2가,0.0,2.0,0.0101010101010101,,
605,서울특별시,중구,무교동,0.0,4.0,0.0202020202020202,,
606,서울특별시,중구,봉래동2가,0.0,2.0,0.0101010101010101,,
607,서울특별시,중구,북창동,0.0,3.0,0.0151515151515151,,
608,서울특별시,중구,산림동,0.0,2.0,0.0101010101010101,,
609,서울특별시,중구,서소문동,0.0,1.0,0.005050505050505,,
610,서울특별시,중구,소공동,0.0,3.0,0.0151515151515151,,
611,서울특별시,중구,수하동,0.0,1.0,0.005050505050505,,
612,서울특별시,중구,순화동,0.0,6.0,0.0303030303030303,,
613,서울특별시,중구,신당동,0.0,56.0,0.2828282828282828,,
614,서울특별시,중구,쌍림동,0.0,1.0,0.005050505050505,,
615,서울특별시,중구,예관동,0.0,2.0,0.0101010101010101,,
616,서울특별시,중구,예장동,0.0,1.0,0.005050505050505,,
617,서울특별시,중구,오장동,0.0,1.0,0.005050505050505,,
618,서울특별시,중구,을지로1가,0.0,1.0,0.005050505050505,,
619,서울특별시,중구,을지로2가,0.0,2.0,0.0101010101010101,,
620,서울특별시,중구,을지로3가,0.0,3.0,0.0151515151515151,,
621,서울특별시,중구,을지로4가,0.0,2.0,0.0101010101010101,,
622,서울특별시,중구,을지로5가,0.0,5.0,0.0252525252525252,,
623,서울특별시,중구,을지로6가,0.0,1.0,0.005050505050505,,
624,서울특별시,중구,을지로7가,0.0,2.0,0.0101010101010101,,
625,서울특별시,중구,의주로2가,0.0,1.0,0.005050505050505,,
626,서울특별시,중구,인현동1가,0.0,3.0,0.0151515151515151,,
627,서울특별시,중구,인현동2가,0.0,3.0,0.0151515151515151,,
628,서울특별시,중구,입정동,0.0,2.0,0.0101010101010101,,
629,서울특별시,중구,장충동1가,0.0,3.0,0.0151515151515151,,
630,서울특별시,중구,장충동2가,0.0,6.0,0.0303030303030303,,
631,서울특별시,중구,저동2가,0.0,2.0,0.0101010101010101,,
632,서울특별시,중구,정동,0.0,3.0,0.0151515151515151,,
633,서울특별시,중구,주교동,0.0,8.0,0.0404040404040404,,
634,서울특별시,중구,중림동,0.0,4.0,0.0202020202020202,,
635,서울특별시,중구,초동,0.0,3.0,0.0151515151515151,,
636,서울특별시,중구,충무로2가,0.0,2.0,0.0101010101010101,,
637,서울특별시,중구,충무로3가,0.0,4.0,0.0202020202020202,,
638,서울특별시,중구,충무로4가,0.0,8.0,0.0404040404040404,,
639,서울특별시,중구,충무로5가,0.0,1.0,0.005050505050505,,
640,서울특별시,중구,태평로1가,0.0,1.0,0.005050505050505,,
641,서울특별시,중구,태평로2가,0.0,4.0,0.0202020202020202,,
642,서울특별시,중구,필동2가,0.0,3.0,0.0151515151515151,,
643,서울특별시,중구,필동3가,0.0,2.0,0.0101010101010101,,
644,서울특별시,중구,황학동,0.0,11.0,0.0555555555555555,,
645,서울특별시,중구,회현동1가,0.0,2.0,0.0101010101010101,,
646,서울특별시,중구,흥인동,0.0,2.0,0.0101010101010101,,
647,서울특별시,중랑구,망우동,0.0,36.0,0.1836734693877551,,
648,서울특별시,중랑구,면목동,0.0,72.0,0.3673469387755102,,
649,서울특별시,중랑구,묵동,0.0,18.0,0.0918367346938775,,
650,서울특별시,중랑구,상봉동,0.0,25.0,0.1275510204081632,,
651,서울특별시,중랑구,신내동,0.0,17.0,0.086734693877551,,
652,서울특별시,중랑구,중화동,0.0,28.0,0.1428571428571428,,
653,전라남도,신안군,지도읍,1.0,12.0,0.1818181818181818,,
654,전라남도,신안군,압해읍,1.0,16.0,0.2424242424242424,,
655,전라남도,신안군,증도면,0.0,1.0,0.0151515151515151,,
656,전라남도,신안군,임자면,0.0,6.0,0.0909090909090909,,
657,전라남도,신안군,자은면,0.0,4.0,0.0606060606060606,,
658,전라남도,신안군,비금면,0.0,1.0,0.0151515151515151,,
659,전라남도,신안군,도초면,1.0,4.0,0.0606060606060606,,
660,전라남도,신안군,흑산면,0.0,3.0,0.0454545454545454,,
661,전라남도,신안군,하의면,0.0,6.0,0.0909090909090909,,
662,전라남도,신안군,신의면,0.0,1.0,0.0151515151515151,,
663,전라남도,신안군,장산면,0.0,2.0,0.0303030303030303,,
664,전라남도,신안군,안좌면,0.0,7.0,0.106060606060606,,
665,전라남도,신안군,팔금면,0.0,1.0,0.0151515151515151,,
666,전라남도,신안군,암태면,1.0,2.0,0.0303030303030303,,
667,전라북도,고창군,고창읍,1.0,24.0,0.1714285714285714,,
668,전라북도,고창군,고수면,1.0,9.0,0.0642857142857142,,
669,전라북도,고창군,아산면,1.0,10.0,0.0714285714285714,,
670,전라북도,고창군,무장면,1.0,13.0,0.0928571428571428,,
671,전라북도,고창군,공음면,1.0,8.0,0.0571428571428571,,
672,전라북도,고창군,상하면,1.0,9.0,0.0642857142857142,,
673,전라북도,고창군,해리면,1.0,8.0,0.0571428571428571,,
674,전라북도,고창군,성송면,1.0,8.0,0.0571428571428571,,
675,전라북도,고창군,대산면,0.0,12.0,0.0857142857142857,,
676,전라북도,고창군,심원면,1.0,4.0,0.0285714285714285,,
677,전라북도,고창군,흥덕면,1.0,13.0,0.0928571428571428,,
678,전라북도,고창군,성내면,1.0,7.0,0.05,,
679,전라북도,고창군,신림면,1.0,4.0,0.0285714285714285,,
680,전라북도,고창군,부안면,1.0,11.0,0.0785714285714285,,
681,전라북도,무주군,무주읍,1.0,9.0,0.2368421052631578,,
682,전라북도,무주군,무풍면,1.0,2.0,0.0526315789473684,,
683,전라북도,무주군,설천면,1.0,7.0,0.1842105263157894,,
684,전라북도,무주군,적상면,1.0,9.0,0.2368421052631578,,
685,전라북도,무주군,안성면,1.0,8.0,0.2105263157894736,,
686,전라북도,무주군,부남면,1.0,3.0,0.0789473684210526,,
687,전라북도,정읍시,신태인읍,0.0,11.0,0.0696202531645569,,
688,전라북도,정읍시,북면,0.0,10.0,0.0632911392405063,,
689,전라북도,정읍시,입암면,0.0,9.0,0.0569620253164556,,
690,전라북도,정읍시,소성면,0.0,8.0,0.050632911392405,,
691,전라북도,정읍시,고부면,0.0,12.0,0.0759493670886076,,
692,전라북도,정읍시,영원면,0.0,6.0,0.0379746835443038,,
693,전라북도,정읍시,덕천면,0.0,5.0,0.0316455696202531,,
694,전라북도,정읍시,이평면,0.0,8.0,0.050632911392405,,
695,전라북도,정읍시,정우면,0.0,10.0,0.0632911392405063,,
696,전라북도,정읍시,태인면,0.0,4.0,0.0253164556962025,,
697,전라북도,정읍시,감곡면,0.0,12.0,0.0759493670886076,,
698,전라북도,정읍시,옹동면,0.0,3.0,0.0189873417721519,,
699,전라북도,정읍시,칠보면,0.0,4.0,0.0253164556962025,,
700,전라북도,정읍시,산내면,0.0,4.0,0.0253164556962025,,
701,전라북도,정읍시,산외면,0.0,3.0,0.0189873417721519,,
702,전라북도,정읍시,수성동,0.0,8.0,0.050632911392405,,
703,전라북도,정읍시,장명동,0.0,0.0,0.0,,
704,전라북도,정읍시,내장상동,0.0,0.0,0.0,,
705,전라북도,정읍시,시기동,0.0,6.0,0.0379746835443038,,
706,전라북도,정읍시,초산동,0.0,0.0,0.0,,
707,전라북도,정읍시,연지동,0.0,5.0,0.0316455696202531,,
708,전라북도,정읍시,농소동,0.0,3.0,0.0189873417721519,,
709,전라북도,정읍시,상교동,0.0,0.0,0.0,,
710,전라북도,정읍시,공평동,0.0,2.0,0.0126582278481012,,
711,전라북도,정읍시,과교동,0.0,1.0,0.0063291139240506,,
712,전라북도,정읍시,교암동,0.0,1.0,0.0063291139240506,,
713,전라북도,정읍시,금붕동,0.0,1.0,0.0063291139240506,,
714,전라북도,정읍시,망제동,0.0,2.0,0.0126582278481012,,
715,전라북도,정읍시,부전동,0.0,2.0,0.0126582278481012,,
716,전라북도,정읍시,상동,0.0,3.0,0.0189873417721519,,
717,전라북도,정읍시,상평동,0.0,1.0,0.0063291139240506,,
718,전라북도,정읍시,신월동,0.0,3.0,0.0189873417721519,,
719,전라북도,정읍시,신정동,0.0,3.0,0.0189873417721519,,
720,전라북도,정읍시,쌍암동,0.0,2.0,0.0126582278481012,,
721,전라북도,정읍시,용계동,0.0,1.0,0.0063291139240506,,
722,전라북도,정읍시,하모동,0.0,1.0,0.0063291139240506,,
723,전라북도,정읍시,하북동,0.0,3.0,0.0189873417721519,,
724,전라북도,정읍시,흑암동,0.0,1.0,0.0063291139240506,,
725,충청남도,아산시,염치읍,0.0,10.0,0.0346020761245674,,
726,충청남도,아산시,배방읍,0.0,35.0,0.1211072664359861,,
727,충청남도,아산시,송악면,1.0,9.0,0.0311418685121107,,
728,충청남도,아산시,탕정면,0.0,18.0,0.0622837370242214,,
729,충청남도,아산시,음봉면,1.0,35.0,0.1211072664359861,,
730,충청남도,아산시,둔포면,1.0,28.0,0.0968858131487889,,
731,충청남도,아산시,영인면,1.0,26.0,0.0899653979238754,,
732,충청남도,아산시,인주면,1.0,15.0,0.0519031141868512,,
733,충청남도,아산시,선장면,1.0,8.0,0.0276816608996539,,
734,충청남도,아산시,도고면,1.0,12.0,0.0415224913494809,,
735,충청남도,아산시,신창면,0.0,28.0,0.0968858131487889,,
736,충청남도,아산시,온양동,0.0,0.0,0.0,,
737,충청남도,아산시,권곡동,0.0,9.0,0.0311418685121107,,
738,충청남도,아산시,득산동,0.0,8.0,0.0276816608996539,,
739,충청남도,아산시,모종동,0.0,7.0,0.0242214532871972,,
740,충청남도,아산시,방축동,0.0,2.0,0.0069204152249134,,
741,충청남도,아산시,배미동,0.0,1.0,0.0034602076124567,,
742,충청남도,아산시,법곡동,0.0,1.0,0.0034602076124567,,
743,충청남도,아산시,실옥동,0.0,1.0,0.0034602076124567,,
744,충청남도,아산시,온천동,0.0,18.0,0.0622837370242214,,
745,충청남도,아산시,용화동,0.0,8.0,0.0276816608996539,,
746,충청남도,아산시,장존동,0.0,2.0,0.0069204152249134,,
747,충청남도,아산시,점양동,0.0,1.0,0.0034602076124567,,
748,충청남도,아산시,좌부동,0.0,1.0,0.0034602076124567,,
749,충청남도,아산시,초사동,0.0,3.0,0.0103806228373702,,
750,충청남도,아산시,풍기동,0.0,3.0,0.0103806228373702,,
751,충청북도,진천군,진천읍,1.0,31.0,0.25,12.0,0.33
752,충청북도,진천군,덕산읍,1.0,0.0,0.0,5.0,0.14
753,충청북도,진천군,초평면,1.0,17.0,0.13,4.0,0.11
754,충청북도,진천군,문백면,1.0,16.0,0.13,4.0,0.11
755,충청북도,진천군,백곡면,1.0,7.0,0.06,2.0,0.06
756,충청북도,진천군,이월면,0.0,19.0,0.15,6.0,0.17
757,충청북도,진천군,광혜원면,1.0,11.0,0.09,3.0,0.08
758,충청북도,진천군,덕산면,0.0,25.0,0.2,0.0,0.0
