기간,자치구,동,세대,인구,인구.1,인구.2,인구.3,인구.4,인구.5,인구.6,인구.7,인구.8,세대당인구,65세이상고령자
기간,자치구,동,세대,합계,합계,합계,한국인,한국인,한국인,외국인,외국인,외국인,세대당인구,65세이상고령자
기간,자치구,동,세대,계,남자,여자,계,남자,여자,계,남자,여자,세대당인구,65세이상고령자
2021.1/4,강남구,도곡2동,"11,778","33,877","15,775","18,102","33,777","15,717","18,060",100,58,42,2.87,"4,767"
2021.1/4,강남구,개포1동,"2,593","6,560","3,200","3,360","6,538","3,190","3,348",22,10,12,2.52,"1,571"
2021.1/4,강남구,개포4동,"9,906","23,868","11,582","12,286","23,705","11,516","12,189",163,66,97,2.39,"3,117"
2021.1/4,강남구,일원본동,"8,100","23,695","11,681","12,014","23,665","11,667","11,998",30,14,16,2.92,"2,939"
2021.1/4,강남구,일원1동,"7,447","15,632","7,637","7,995","15,486","7,582","7,904",146,55,91,2.08,"3,196"
2021.1/4,강남구,일원2동,"7,479","17,989","8,704","9,285","17,928","8,685","9,243",61,19,42,2.4,"3,281"
2021.1/4,강남구,수서동,"7,783","15,112","6,866","8,246","15,049","6,847","8,202",63,19,44,1.93,"4,489"
2021.1/4,강남구,세곡동,"17,917","44,157","20,917","23,240","43,973","20,842","23,131",184,75,109,2.45,"6,383"
2021.1/4,강남구,압구정동,"10,483","27,064","12,518","14,546","26,904","12,425","14,479",160,93,67,2.57,"5,081"
2021.1/4,강남구,청담동,"11,651","26,985","12,652","14,333","26,738","12,533","14,205",247,119,128,2.29,"3,776"
2021.1/4,강남구,대치2동,"12,805","36,906","18,735","18,171","36,753","18,640","18,113",153,95,58,2.87,"4,750"
2021.1/4,강남구,개포2동,"8,045","22,166","10,669","11,497","22,107","10,644","11,463",59,25,34,2.75,"3,200"
2021.1/4,송파구,소계,"280,237","667,115","321,658","345,457","661,411","319,047","342,364","5,704","2,611","3,093",2.36,"94,145"
2021.1/4,송파구,풍납1동,"6,199","14,139","6,917","7,222","13,524","6,627","6,897",615,290,325,2.18,"2,759"
2021.1/4,송파구,풍납2동,"11,099","25,533","12,122","13,411","25,358","12,040","13,318",175,82,93,2.28,"3,749"
2021.1/4,송파구,거여1동,"5,623","12,855","6,491","6,364","12,769","6,463","6,306",86,28,58,2.27,"2,324"
2021.1/4,송파구,거여2동,"8,143","19,128","9,373","9,755","19,045","9,342","9,703",83,31,52,2.34,"3,451"
2021.1/4,송파구,마천1동,"8,858","19,515","9,947","9,568","19,334","9,872","9,462",181,75,106,2.18,"4,125"
2021.1/4,송파구,마천2동,"8,735","19,362","9,818","9,544","19,215","9,760","9,455",147,58,89,2.2,"4,018"
2021.1/4,송파구,방이1동,"6,265","16,107","7,769","8,338","16,004","7,716","8,288",103,53,50,2.55,"2,152"
2021.1/4,송파구,방이2동,"14,682","26,619","12,491","14,128","26,116","12,254","13,862",503,237,266,1.78,"3,434"
2021.1/4,송파구,오륜동,"5,938","18,350","9,029","9,321","18,341","9,025","9,316",9,4,5,3.09,"2,681"
2021.1/4,송파구,오금동,"15,632","39,213","18,980","20,233","39,052","18,908","20,144",161,72,89,2.5,"6,155"
2021.1/4,송파구,송파1동,"12,373","24,860","11,649","13,211","24,506","11,465","13,041",354,184,170,1.98,"3,408"
2021.1/4,송파구,송파2동,"7,358","19,920","9,553","10,367","19,772","9,479","10,293",148,74,74,2.69,"2,803"
2021.1/4,송파구,석촌동,"16,910","32,701","15,586","17,115","32,095","15,310","16,785",606,276,330,1.9,"4,452"
2021.1/4,송파구,삼전동,"16,237","31,428","14,811","16,617","31,059","14,658","16,401",369,153,216,1.91,"3,960"
2021.1/4,송파구,가락본동,"11,969","27,128","13,436","13,692","26,836","13,308","13,528",292,128,164,2.24,"3,671"
2021.1/4,송파구,가락1동,"9,772","27,403","13,287","14,116","27,327","13,253","14,074",76,34,42,2.8,"3,178"
2021.1/4,송파구,가락2동,"12,362","32,971","16,208","16,763","32,786","16,126","16,660",185,82,103,2.65,"4,171"
2021.1/4,송파구,문정1동,"8,525","20,642","10,178","10,464","20,469","10,110","10,359",173,68,105,2.4,"2,926"
2021.1/4,송파구,문정2동,"15,598","29,388","13,572","15,816","29,209","13,499","15,710",179,73,106,1.87,"3,867"
2021.1/4,송파구,잠실본동,"15,349","28,780","13,588","15,192","28,278","13,362","14,916",502,226,276,1.84,"3,670"
2021.1/4,송파구,잠실4동,"7,276","21,478","10,318","11,160","21,397","10,278","11,119",81,40,41,2.94,"2,680"
2021.1/4,송파구,잠실6동,"5,904","17,124","8,121","9,003","16,982","8,044","8,938",142,77,65,2.88,"2,741"
2021.1/4,송파구,잠실7동,"3,417","9,762","4,565","5,197","9,747","4,557","5,190",15,8,7,2.85,"2,113"
2021.1/4,송파구,잠실2동,"11,657","35,690","17,116","18,574","35,585","17,052","18,533",105,64,41,3.05,"3,445"
2021.1/4,송파구,잠실3동,"11,970","34,963","16,649","18,314","34,802","16,567","18,235",161,82,79,2.91,"5,473"
2021.1/4,송파구,장지동,"12,060","29,993","14,506","15,487","29,816","14,418","15,398",177,88,89,2.47,"4,179"
2021.1/4,송파구,위례동,"10,326","32,063","15,578","16,485","31,987","15,554","16,433",76,24,52,3.1,"2,560"
2021.1/4,강동구,소계,"199,088","468,815","230,366","238,449","464,900","228,609","236,291","3,915","1,757","2,158",2.34,"71,203"
2021.1/4,강동구,강일동,"15,307","40,855","19,589","21,266","40,642","19,511","21,131",213,78,135,2.66,"6,077"
2021.1/4,강동구,상일동,"13,090","37,989","18,748","19,241","37,880","18,692","19,188",109,56,53,2.89,"4,074"
2021.1/4,강동구,명일1동,"10,073","26,123","12,725","13,398","26,036","12,695","13,341",87,30,57,2.58,"3,872"
2021.1/4,강동구,명일2동,"6,208","17,495","8,650","8,845","17,455","8,635","8,820",40,15,25,2.81,"2,492"
2021.1/4,강동구,고덕1동,"8,668","25,500","12,986","12,514","25,370","12,893","12,477",130,93,37,2.93,"2,820"
2021.1/4,강동구,고덕2동,"8,776","22,657","11,429","11,228","22,540","11,371","11,169",117,58,59,2.57,"2,824"
2021.1/4,강동구,암사2동,"6,321","15,406","7,452","7,954","15,343","7,429","7,914",63,23,40,2.43,"2,318"
2021.1/4,강동구,암사3동,"6,292","18,178","8,903","9,275","18,130","8,878","9,252",48,25,23,2.88,"2,540"
2021.1/4,강동구,천호1동,"12,837","27,405","13,444","13,961","27,174","13,367","13,807",231,77,154,2.12,"5,037"
2021.1/4,강동구,천호3동,"13,929","26,897","13,169","13,728","26,428","12,937","13,491",469,232,237,1.9,"4,578"
2021.1/4,강동구,성내1동,"8,295","20,309","9,828","10,481","20,191","9,782","10,409",118,46,72,2.43,"2,988"
2021.1/4,강동구,성내2동,"12,891","24,668","12,125","12,543","24,057","11,813","12,244",611,312,299,1.87,"4,253"
2021.1/4,강동구,성내3동,"10,632","23,626","11,582","12,044","23,364","11,477","11,887",262,105,157,2.2,"3,711"
2021.1/4,강동구,둔촌1동,81,146,81,65,134,76,58,12,5,7,1.65,33
2021.1/4,강동구,둔촌2동,"10,648","25,309","12,473","12,836","25,188","12,424","12,764",121,49,72,2.37,"4,059"
2021.1/4,강동구,암사1동,"15,932","35,245","17,477","17,768","34,959","17,359","17,600",286,118,168,2.19,"5,913"
2021.1/4,강동구,천호2동,"17,480","34,526","17,046","17,480","33,849","16,723","17,126",677,323,354,1.94,"5,922"
2021.1/4,강동구,길동,"21,628","46,481","22,659","23,822","46,160","22,547","23,613",321,112,209,2.13,"7,692"
