시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,성북구,길음동,14
서울특별시,성북구,돈암동,13
서울특별시,성북구,동선동5가,1
서울특별시,성북구,동소문동1가,2
서울특별시,성북구,동소문동6가,2
서울특별시,성북구,동소문동7가,2
서울특별시,성북구,보문동,1
서울특별시,성북구,보문동2가,1
서울특별시,성북구,보문동3가,3
서울특별시,성북구,보문동7가,1
서울특별시,성북구,삼선동3가,2
서울특별시,성북구,상월곡동,1
서울특별시,성북구,석관동,5
서울특별시,성북구,성북동,4
서울특별시,성북구,성북동1가,1
서울특별시,성북구,안암동2가,2
서울특별시,성북구,안암동3가,1
서울특별시,성북구,안암동5가,1
서울특별시,성북구,장위동,11
서울특별시,성북구,정릉동,16
서울특별시,성북구,종암동,10
서울특별시,성북구,하월곡동,8
