시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,은평구,갈현동,7
서울특별시,은평구,구산동,7
서울특별시,은평구,녹번동,8
서울특별시,은평구,대조동,2
서울특별시,은평구,불광동,12
서울특별시,은평구,수색동,3
서울특별시,은평구,신사동,9
서울특별시,은평구,역촌동,3
서울특별시,은평구,응암동,12
서울특별시,은평구,증산동,2
서울특별시,은평구,진관동,11
