시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,중랑구,망우3동,2
서울특별시,중랑구,망우동,1
서울특별시,중랑구,망우본동,3
서울특별시,중랑구,면목2동,4
서울특별시,중랑구,면목3.8동,1
서울특별시,중랑구,면목4동,4
서울특별시,중랑구,면목7동,2
서울특별시,중랑구,면목본동,3
서울특별시,중랑구,묵1동,2
서울특별시,중랑구,묵2동,3
서울특별시,중랑구,상봉1동,3
서울특별시,중랑구,상봉2동,1
서울특별시,중랑구,신내1동,2
서울특별시,중랑구,신내2동,5
서울특별시,중랑구,중화1동,3
서울특별시,중랑구,중화2동,3
