시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,서대문구,남가좌동,5
서울특별시,서대문구,대신동,3
서울특별시,서대문구,대현동,2
서울특별시,서대문구,미근동,1
서울특별시,서대문구,북가좌동,3
서울특별시,서대문구,북아현동,3
서울특별시,서대문구,연희동,1
서울특별시,서대문구,영천동,1
서울특별시,서대문구,창천동,2
서울특별시,서대문구,천연동,2
서울특별시,서대문구,충정로2가,1
서울특별시,서대문구,홍은동,4
서울특별시,서대문구,홍제동,12
