시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,양천구,목1동,3
서울특별시,양천구,목2동,4
서울특별시,양천구,목3동,3
서울특별시,양천구,목4동,2
서울특별시,양천구,목5동,7
서울특별시,양천구,목동,1
서울특별시,양천구,신월1동,4
서울특별시,양천구,신월2동,3
서울특별시,양천구,신월3동,4
서울특별시,양천구,신월4동,2
서울특별시,양천구,신월5동,2
서울특별시,양천구,신월6동,1
서울특별시,양천구,신월7동,5
서울특별시,양천구,신월동,2
서울특별시,양천구,신정1동,2
서울특별시,양천구,신정2동,4
서울특별시,양천구,신정3동,7
서울특별시,양천구,신정4동,8
서울특별시,양천구,신정6동,1
서울특별시,양천구,신정7동,3
