시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
서울특별시,양천구,목동,153553,0.015394862,40
서울특별시,양천구,신월동,125465,0.012578825,46
서울특별시,양천구,신정동,177372,0.017782898,50
