시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
서울특별시,송파구,가락동,88448,0.008867588,26
서울특별시,송파구,거여동,32407,0.003249049,10
서울특별시,송파구,마천동,39628,0.00397301,18
서울특별시,송파구,문정동,50415,0.005054489,4
서울특별시,송파구,방이동,42973,0.004308372,6
서울특별시,송파구,삼전동,31839,0.003192103,2
서울특별시,송파구,석촌동,33166,0.003325145,10
서울특별시,송파구,송파동,45990,0.004610849,16
서울특별시,송파구,오금동,39668,0.00397702,10
서울특별시,송파구,오륜동,18495,0.001854265,6
서울특별시,송파구,위례동,30366,0.003044424,6
서울특별시,송파구,잠실동,149873,0.015025914,38
서울특별시,송파구,장지동,30370,0.003044825,14
서울특별시,송파구,풍납동,40288,0.00403918,18
