,시도명,시군구명,읍/면/동,등록인구수,인구밀도,범죄총계(구),범죄발생비율
409,강원도,정선군,남면,3442.0,0.0,126.0,0.28
410,강원도,정선군,북평면,2606.0,0.0,126.0,0.21
411,강원도,정선군,임계면,3693.0,0.0,126.0,0.3
412,강원도,정선군,화암면,1702.0,0.0,126.0,0.14
413,강원도,정선군,여량면,2061.0,0.0,126.0,0.17
414,강원도,철원군,철원읍,5244.0,0.0,458.0,1.54
415,강원도,철원군,김화읍,3947.0,0.0,458.0,1.16
416,강원도,철원군,갈말읍,12813.0,0.01,458.0,3.76
417,강원도,철원군,동송읍,16361.0,0.01,458.0,4.8
418,강원도,철원군,서면,6183.0,0.0,458.0,1.81
419,강원도,철원군,근남면,2477.0,0.0,458.0,0.73
420,강원도,철원군,근북면,113.0,0.0,458.0,0.03
421,강원도,화천군,화천읍,8664.0,0.01,596.0,3.31
422,강원도,화천군,간동면,2827.0,0.0,596.0,1.08
423,강원도,화천군,하남면,2875.0,0.0,596.0,1.1
424,강원도,화천군,상서면,4236.0,0.0,596.0,1.62
425,강원도,화천군,사내면,6740.0,0.0,596.0,2.57
426,강원도,양구군,양구읍,15009.0,0.01,1303.0,12.53
427,강원도,양구군,남면,3565.0,0.0,1303.0,2.98
428,강원도,양구군,동면,2265.0,0.0,1303.0,1.89
429,강원도,양구군,방산면,1465.0,0.0,1303.0,1.22
430,강원도,양구군,해안면,1362.0,0.0,1303.0,1.14
431,강원도,인제군,인제읍,9716.0,0.01,3109.0,19.35
432,강원도,인제군,남면,4283.0,0.0,3109.0,8.53
433,강원도,인제군,북면,8740.0,0.01,3109.0,17.4
434,강원도,인제군,기린면,5180.0,0.0,3109.0,10.31
435,강원도,인제군,서화면,2984.0,0.0,3109.0,5.94
436,강원도,인제군,상남면,1552.0,0.0,3109.0,3.09
437,강원도,고성군,간성읍,7408.0,0.0,2114.0,10.03
438,강원도,고성군,거진읍,6911.0,0.0,2114.0,9.36
439,강원도,고성군,현내면,2528.0,0.0,2114.0,3.42
440,강원도,고성군,죽왕면,4004.0,0.0,2114.0,5.42
441,강원도,고성군,토성면,8267.0,0.01,2114.0,11.19
442,강원도,양양군,양양읍,11944.0,0.01,150.0,1.15
443,강원도,양양군,서면,3017.0,0.0,150.0,0.29
444,강원도,양양군,손양면,2485.0,0.0,150.0,0.24
445,강원도,양양군,현북면,2648.0,0.0,150.0,0.25
446,강원도,양양군,현남면,3135.0,0.0,150.0,0.3
447,강원도,양양군,강현면,4423.0,0.0,150.0,0.42
448,광주광역시,동구,충장동,4502.0,0.0,1581.0,4.81
449,광주광역시,동구,동명동,4066.0,0.0,1581.0,4.34
450,광주광역시,동구,계림1동,6108.0,0.0,1581.0,6.52
451,광주광역시,동구,계림2동,8271.0,0.01,1581.0,8.83
452,광주광역시,동구,산수1동,8900.0,0.01,1581.0,9.51
453,광주광역시,동구,산수2동,10764.0,0.01,1581.0,11.5
454,광주광역시,동구,지산1동,4818.0,0.0,1581.0,5.15
455,광주광역시,동구,지산2동,5086.0,0.0,1581.0,5.43
456,광주광역시,동구,서남동,3787.0,0.0,1581.0,4.04
457,광주광역시,동구,학동,8629.0,0.01,1581.0,9.22
458,광주광역시,동구,학운동,12387.0,0.01,1581.0,13.23
459,광주광역시,동구,지원1동,8266.0,0.01,1581.0,8.83
460,광주광역시,동구,지원2동,14920.0,0.01,1581.0,15.94
461,광주광역시,서구,양동,4214.0,0.0,3451.0,9.82
462,광주광역시,서구,양3동,4905.0,0.0,3451.0,11.44
463,광주광역시,서구,농성1동,11049.0,0.01,3451.0,25.76
464,광주광역시,서구,농성2동,5338.0,0.0,3451.0,12.44
465,광주광역시,서구,광천동,8600.0,0.01,3451.0,20.05
466,광주광역시,서구,유덕동,11155.0,0.01,3451.0,26.01
467,광주광역시,서구,치평동,31302.0,0.02,3451.0,72.97
468,광주광역시,서구,상무1동,25407.0,0.02,3451.0,59.23
469,광주광역시,서구,상무2동,24698.0,0.02,3451.0,57.58
470,광주광역시,서구,화정1동,15626.0,0.01,3451.0,36.43
471,광주광역시,서구,화정2동,21373.0,0.01,3451.0,49.83
472,광주광역시,서구,화정3동,10675.0,0.01,3451.0,24.89
473,광주광역시,서구,화정4동,16243.0,0.01,3451.0,37.87
474,광주광역시,서구,서창동,5321.0,0.0,3451.0,12.4
475,광주광역시,서구,금호1동,21383.0,0.01,3451.0,49.85
476,광주광역시,서구,금호2동,29651.0,0.02,3451.0,69.13
477,광주광역시,서구,풍암동,38587.0,0.03,3451.0,89.96
478,광주광역시,서구,동천동,17139.0,0.01,3451.0,39.96
479,광주광역시,남구,양림동,7592.0,0.01,1627.0,8.34
480,광주광역시,남구,방림1동,7274.0,0.0,1627.0,7.99
481,광주광역시,남구,방림2동,9421.0,0.01,1627.0,10.35
482,광주광역시,남구,봉선1동,15122.0,0.01,1627.0,16.62
483,광주광역시,남구,봉선2동,29602.0,0.02,1627.0,32.54
484,광주광역시,남구,사직동,5669.0,0.0,1627.0,6.23
485,광주광역시,남구,월산동,8005.0,0.01,1627.0,8.8
486,광주광역시,남구,월산4동,9225.0,0.01,1627.0,10.14
487,광주광역시,남구,월산5동,6830.0,0.0,1627.0,7.51
488,광주광역시,남구,백운1동,13019.0,0.01,1627.0,14.31
489,광주광역시,남구,백운2동,6311.0,0.0,1627.0,6.94
490,광주광역시,남구,주월1동,20184.0,0.01,1627.0,22.18
491,광주광역시,남구,주월2동,8698.0,0.01,1627.0,9.56
492,광주광역시,남구,효덕동,47590.0,0.03,1627.0,52.31
493,광주광역시,남구,송암동,19302.0,0.01,1627.0,21.21
494,광주광역시,남구,대촌동,5769.0,0.0,1627.0,6.34
495,광주광역시,북구,중흥1동,4978.0,0.0,3785.0,12.73
496,광주광역시,북구,중흥2동,7074.0,0.0,3785.0,18.09
497,광주광역시,북구,중흥3동,4814.0,0.0,3785.0,12.31
498,광주광역시,북구,중앙동,3387.0,0.0,3785.0,8.66
499,광주광역시,북구,임동,8362.0,0.01,3785.0,21.38
500,광주광역시,북구,신안동,11009.0,0.01,3785.0,28.15
501,광주광역시,북구,용봉동,40651.0,0.03,3785.0,103.94
502,광주광역시,북구,운암1동,20146.0,0.01,3785.0,51.51
503,광주광역시,북구,운암2동,12985.0,0.01,3785.0,33.2
504,광주광역시,북구,운암3동,15042.0,0.01,3785.0,38.46
505,광주광역시,북구,동림동,22990.0,0.02,3785.0,58.78
506,광주광역시,북구,우산동,11272.0,0.01,3785.0,28.82
507,광주광역시,북구,풍향동,6190.0,0.0,3785.0,15.83
508,광주광역시,북구,문화동,19346.0,0.01,3785.0,49.47
509,광주광역시,북구,문흥1동,17010.0,0.01,3785.0,43.49
510,광주광역시,북구,문흥2동,16835.0,0.01,3785.0,43.05
511,광주광역시,북구,두암1동,8228.0,0.01,3785.0,21.04
512,광주광역시,북구,두암2동,17055.0,0.01,3785.0,43.61
513,광주광역시,북구,두암3동,14476.0,0.01,3785.0,37.01
514,광주광역시,북구,삼각동,14801.0,0.01,3785.0,37.85
515,광주광역시,북구,일곡동,31397.0,0.02,3785.0,80.28
516,광주광역시,북구,매곡동,14558.0,0.01,3785.0,37.22
517,광주광역시,북구,오치1동,12203.0,0.01,3785.0,31.2
518,광주광역시,북구,오치2동,13113.0,0.01,3785.0,33.53
519,광주광역시,북구,석곡동,2767.0,0.0,3785.0,7.08
520,광주광역시,북구,건국동,51598.0,0.03,3785.0,131.93
521,광주광역시,북구,양산동,36447.0,0.02,3785.0,93.19
522,광주광역시,광산구,송정1동,11615.0,0.01,3201.0,25.12
523,광주광역시,광산구,송정2동,6870.0,0.0,3201.0,14.86
524,광주광역시,광산구,도산동,16382.0,0.01,3201.0,35.42
525,광주광역시,광산구,신흥동,4972.0,0.0,3201.0,10.75
526,광주광역시,광산구,어룡동,34436.0,0.02,3201.0,74.46
527,광주광역시,광산구,우산동,24767.0,0.02,3201.0,53.56
528,광주광역시,광산구,월곡1동,13198.0,0.01,3201.0,28.54
529,광주광역시,광산구,월곡2동,20417.0,0.01,3201.0,44.15
530,광주광역시,광산구,비아동,7905.0,0.01,3201.0,17.09
531,광주광역시,광산구,첨단1동,26073.0,0.02,3201.0,56.38
532,광주광역시,광산구,첨단2동,44762.0,0.03,3201.0,96.79
533,광주광역시,광산구,신가동,22049.0,0.01,3201.0,47.68
534,광주광역시,광산구,운남동,31745.0,0.02,3201.0,68.65
535,광주광역시,광산구,신창동,34769.0,0.02,3201.0,75.18
536,광주광역시,광산구,수완동,79513.0,0.05,3201.0,171.94
537,광주광역시,광산구,하남동,25118.0,0.02,3201.0,54.32
538,광주광역시,광산구,임곡동,2239.0,0.0,3201.0,4.84
539,광주광역시,광산구,동곡동,2063.0,0.0,3201.0,4.46
540,광주광역시,광산구,평동,5412.0,0.0,3201.0,11.7
541,광주광역시,광산구,삼도동,2354.0,0.0,3201.0,5.09
542,광주광역시,광산구,본량동,2117.0,0.0,3201.0,4.58
543,경기도,가평군,가평읍,10052.0,0.31,1584.0,490.02
544,경기도,가평군,설악면,5002.0,0.15,1584.0,243.84
545,경기도,가평군,청평면(외서면),7270.0,0.22,1584.0,354.4
546,경기도,가평군,상면,2903.0,0.09,1584.0,141.52
547,경기도,가평군,조종면,5204.0,0.16,1584.0,253.69
548,경기도,가평군,북면,2062.0,0.06,1584.0,100.52
549,부산광역시,서구,동대신1동,4769.0,0.04,1207.0,51.11
550,부산광역시,서구,동대신2동,8225.0,0.07,1207.0,88.15
551,부산광역시,서구,동대신3동,6956.0,0.06,1207.0,74.55
552,부산광역시,서구,서대신1동,12051.0,0.11,1207.0,129.15
553,부산광역시,서구,서대신3동,8991.0,0.08,1207.0,96.36
554,부산광역시,서구,서대신4동,8250.0,0.07,1207.0,88.42
555,부산광역시,서구,부민동,8337.0,0.07,1207.0,89.35
556,부산광역시,서구,아미동,8071.0,0.07,1207.0,86.5
557,부산광역시,서구,초장동,5109.0,0.05,1207.0,54.76
558,부산광역시,서구,충무동,10435.0,0.09,1207.0,111.84
559,부산광역시,서구,남부민1동,5412.0,0.05,1207.0,58.0
560,부산광역시,서구,남부민2동,10544.0,0.09,1207.0,113.0
561,부산광역시,서구,암남동,15471.0,0.14,1207.0,165.81
562,전라남도,신안군,지도읍,4798.0,0.12,460.0,53.7
563,전라남도,신안군,압해읍,6533.0,0.16,460.0,73.12
564,전라남도,신안군,증도면,1948.0,0.05,460.0,21.8
565,전라남도,신안군,임자면,3290.0,0.08,460.0,36.82
566,전라남도,신안군,자은면,2331.0,0.06,460.0,26.09
567,전라남도,신안군,비금면,3638.0,0.09,460.0,40.72
568,전라남도,신안군,도초면,2908.0,0.07,460.0,32.55
569,전라남도,신안군,흑산면,4194.0,0.1,460.0,46.94
570,전라남도,신안군,하의면,1850.0,0.05,460.0,20.7
571,전라남도,신안군,신의면,1630.0,0.04,460.0,18.24
572,전라남도,신안군,장산면,1634.0,0.04,460.0,18.29
573,전라남도,신안군,안좌면,3163.0,0.08,460.0,35.4
574,전라남도,신안군,팔금면,1055.0,0.03,460.0,11.81
575,전라남도,신안군,암태면,2130.0,0.05,460.0,23.84
576,전라북도,고창군,고창읍,21643.0,0.11,363.0,41.15
577,전라북도,고창군,고수면,2308.0,0.01,363.0,4.39
578,전라북도,고창군,아산면,2717.0,0.01,363.0,5.17
579,전라북도,고창군,무장면,2879.0,0.02,363.0,5.47
580,전라북도,고창군,공음면,2564.0,0.01,363.0,4.88
581,전라북도,고창군,상하면,2467.0,0.01,363.0,4.69
582,전라북도,고창군,해리면,2881.0,0.02,363.0,5.48
583,전라북도,고창군,성송면,1853.0,0.01,363.0,3.52
584,전라북도,고창군,대산면,3412.0,0.02,363.0,6.49
585,전라북도,고창군,심원면,2577.0,0.01,363.0,4.9
586,전라북도,고창군,흥덕면,3155.0,0.02,363.0,6.0
587,전라북도,고창군,성내면,1994.0,0.01,363.0,3.79
588,전라북도,고창군,신림면,2290.0,0.01,363.0,4.35
589,전라북도,고창군,부안면,2684.0,0.01,363.0,5.1
590,전라북도,무주군,무주읍,9551.0,0.05,156.0,7.8
591,전라북도,무주군,무풍면,2280.0,0.01,156.0,1.86
592,전라북도,무주군,설천면,4085.0,0.02,156.0,3.34
593,전라북도,무주군,적상면,2632.0,0.01,156.0,2.15
594,전라북도,무주군,안성면,4285.0,0.02,156.0,3.5
595,전라북도,무주군,부남면,1419.0,0.01,156.0,1.16
596,전라북도,정읍시,신태인읍,5664.0,0.03,866.0,25.69
597,전라북도,정읍시,북면,4533.0,0.02,866.0,20.56
598,전라북도,정읍시,입암면,2883.0,0.02,866.0,13.08
599,전라북도,정읍시,소성면,2160.0,0.01,866.0,9.8
600,전라북도,정읍시,고부면,2888.0,0.02,866.0,13.1
601,전라북도,정읍시,영원면,1838.0,0.01,866.0,8.34
602,전라북도,정읍시,덕천면,1877.0,0.01,866.0,8.51
603,전라북도,정읍시,이평면,2139.0,0.01,866.0,9.7
604,전라북도,정읍시,정우면,2622.0,0.01,866.0,11.89
605,전라북도,정읍시,태인면,3577.0,0.02,866.0,16.23
606,전라북도,정읍시,감곡면,2874.0,0.02,866.0,13.04
607,전라북도,정읍시,옹동면,1736.0,0.01,866.0,7.87
608,전라북도,정읍시,칠보면,2380.0,0.01,866.0,10.8
609,전라북도,정읍시,산내면,1231.0,0.01,866.0,5.58
610,전라북도,정읍시,산외면,2152.0,0.01,866.0,9.76
611,전라북도,정읍시,수성동,18063.0,0.09,866.0,81.93
612,전라북도,정읍시,장명동,3057.0,0.02,866.0,13.87
613,전라북도,정읍시,내장상동,20778.0,0.11,866.0,94.25
614,전라북도,정읍시,시기동,3471.0,0.02,866.0,15.74
615,전라북도,정읍시,초산동,11030.0,0.06,866.0,50.03
616,전라북도,정읍시,연지동,6130.0,0.03,866.0,27.81
617,전라북도,정읍시,농소동,4189.0,0.02,866.0,19.0
618,전라북도,정읍시,상교동,3967.0,0.02,866.0,17.99
619,충청남도,아산시,염치읍,6980.0,0.02,1463.0,30.66
620,충청남도,아산시,배방읍,74906.0,0.22,1463.0,329.02
621,충청남도,아산시,송악면,4355.0,0.01,1463.0,19.13
622,충청남도,아산시,탕정면,21879.0,0.07,1463.0,96.1
623,충청남도,아산시,음봉면,20996.0,0.06,1463.0,92.22
624,충청남도,아산시,둔포면,25135.0,0.08,1463.0,110.4
625,충청남도,아산시,영인면,6397.0,0.02,1463.0,28.1
626,충청남도,아산시,인주면,7478.0,0.02,1463.0,32.85
627,충청남도,아산시,선장면,3664.0,0.01,1463.0,16.09
628,충청남도,아산시,도고면,4630.0,0.01,1463.0,20.34
629,충청남도,아산시,신창면,25247.0,0.08,1463.0,110.9
630,충청남도,아산시,온양1동,10085.0,0.03,1463.0,44.3
631,충청남도,아산시,온양2동,7869.0,0.02,1463.0,34.56
632,충청남도,아산시,온양3동,37848.0,0.11,1463.0,166.24
633,충청남도,아산시,온양4동,19078.0,0.06,1463.0,83.8
634,충청남도,아산시,온양5동,26973.0,0.08,1463.0,118.48
635,충청남도,아산시,온양6동,29554.0,0.09,1463.0,129.81
636,충청북도,진천군,진천읍,31917.0,0.38,980.0,371.19
637,충청북도,진천군,덕산면,22439.0,0.27,980.0,260.97
638,충청북도,진천군,초평면,3508.0,0.04,980.0,40.8
639,충청북도,진천군,문백면,4147.0,0.05,980.0,48.23
640,충청북도,진천군,백곡면,2167.0,0.03,980.0,25.2
641,충청북도,진천군,이월면,8078.0,0.1,980.0,93.95
642,충청북도,진천군,광혜원면,12009.0,0.14,980.0,139.66
