동,인구
동,합계
합계,333074
염치읍,6980
배방읍,74906
송악면,4355
탕정면,21879
음봉면,20996
둔포면,25135
영인면,6397
인주면,7478
선장면,3664
도고면,4630
신창면,25247
온양1동,10085
온양2동,7869
온양3동,37848
온양4동,19078
온양5동,26973
온양6동,29554
