시도명,시군구명,읍/면/동,설치유무,등록인구수
광주광역시,서구,양동,0,4214
광주광역시,서구,양3동,0,4905
광주광역시,서구,농성1동,0,11049
광주광역시,서구,농성2동,0,5338
광주광역시,서구,광천동,0,8600
광주광역시,서구,유덕동,0,11155
광주광역시,서구,치평동,0,31302
광주광역시,서구,상무1동,0,25407
광주광역시,서구,상무2동,0,24698
광주광역시,서구,화정1동,0,15626
광주광역시,서구,화정2동,0,21373
광주광역시,서구,화정3동,0,10675
광주광역시,서구,화정4동,0,16243
광주광역시,서구,서창동,0,5321
광주광역시,서구,금호1동,0,21383
광주광역시,서구,금호2동,0,29651
광주광역시,서구,풍암동,0,38587
광주광역시,서구,동천동,0,17139
