시도명,시군구명,읍/면/동,설치유무,등록인구수
강원도,속초시,영랑동,0,5026
강원도,속초시,동명동,0,4312
강원도,속초시,금호동,0,6862
강원도,속초시,교동,0,10357
강원도,속초시,노학동,0,22790
강원도,속초시,조양동,0,25042
강원도,속초시,청호동,0,4879
강원도,속초시,대포동,0,3426
