시도명,시군구명,읍/면/동,설치유무,등록인구수
서울특별시,중랑구,상봉동,0,45126
서울특별시,중랑구,중화동,0,46473
서울특별시,중랑구,묵동,0,55260
서울특별시,중랑구,신내동,0,61133
서울특별시,중랑구,면목동,0,143278
서울특별시,중랑구,망우동,0,48292
