시도명,시군구명,읍/면/동,설치유무,등록인구수
강원도,정선군,정선읍,0,11066
강원도,정선군,고한읍,0,4527
강원도,정선군,사북읍,0,5141
강원도,정선군,신동읍,0,3727
강원도,정선군,남면,0,3442
강원도,정선군,북평면,0,2606
강원도,정선군,임계면,0,3693
강원도,정선군,화암면,0,1702
강원도,정선군,여량면,0,2061
