시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,예상범죄비율
강원도,양양군,현남면,0.0,0.014583464031155145,0.037500000000000006,0.0,2.1563357817328173e-05
강원도,양양군,강현면,0.0,0.02079905028930466,0.025,0.0,3.0188700944259442e-05
강원도,영월군,영월읍,0.0,0.10449713108227449,0.1125,0.0,0.0001782570912899129
강원도,영월군,상동읍,0.0,0.004970538700228259,0.025,0.0,9.344121720842209e-06
강원도,영월군,중동면,0.0,0.0069056707573074165,0.037500000000000006,0.0,1.2938014690396905e-05
강원도,영월군,김삿갓면,0.0,0.008145892549500293,0.0,0.0,1.5094350472129721e-05
강원도,영월군,북면,0.0,0.010385047847467197,0.025,0.0,1.8688243441684418e-05
강원도,영월군,남면,0.0,0.010631161899614421,0.025,0.0,1.8688243441684418e-05
강원도,영월군,한반도면,0.0,0.014602767094068653,0.05,0.0,2.587602938079381e-05
강원도,영월군,주천면,0.0,0.018588849585708014,0.037500000000000006,0.0,3.234503672599226e-05
강원도,영월군,수주면,0.0,0.00938611434169317,0.025,0.0,1.6531907659951602e-05
강원도,원주시,문막읍,0.0,0.09465739476211389,0.08750000000000001,0.0,0.0001868824344168442
강원도,원주시,소초면,0.0,0.04491340163400428,0.05,0.0,8.912854564495645e-05
강원도,원주시,호저면,0.0,0.01918241877029838,0.05,0.0,3.881404407119071e-05
강원도,원주시,지정면,0.0,0.045965418562790454,0.0625,0.0,9.128488142668927e-05
강원도,원주시,부론면,0.0,0.010993094329242694,0.0125,0.0,2.300091500515005e-05
강원도,원주시,귀래면,0.0,0.010114804966678088,0.0125,0.0,2.0844579223417235e-05
강원도,원주시,흥업면,0.0,0.0462694418036782,0.025,0.0,9.20036600206002e-05
강원도,원주시,판부면,0.0,0.03620772026001226,0.05,0.0,7.187785939109391e-05
강원도,원주시,신림면,0.0,0.017811901303439327,0.025,0.0,3.5938929695546954e-05
강원도,원주시,중앙동,0.0,0.013999546378021534,0.0,0.0,2.8751143756437567e-05
강원도,원주시,원인동,0.0,0.027781933298266108,0.0,0.0,5.5345951731142314e-05
강원도,원주시,개운동,0.0,0.06646527137693574,0.037500000000000006,0.0,0.00013153648268570187
강원도,원주시,명륜1동,0.0,0.045270508297904175,0.0,0.0,8.984732423886739e-05
강원도,원주시,명륜2동,0.0,0.08218279035425947,0.0,0.0,0.00016244396222387224
강원도,원주시,단구동,0.0,0.2214688665724034,0.1,0.0,0.00043629860650394006
강원도,원주시,일산동,0.0,0.040164848157281365,0.037500000000000006,0.0,7.978442392411424e-05
강원도,원주시,학성동,0.0,0.025369050434077632,0.025,0.0,5.1033280167676674e-05
강원도,원주시,단계동,0.0,0.12704310856525158,0.1,0.0,0.0002508537292749178
강원도,원주시,우산동,0.0,0.07061060413761154,0.025,0.0,0.00014016182581263312
강원도,원주시,태장1동,0.0,0.05070432050805662,0.0,0.0,0.00010062900314753147
강원도,원주시,태장2동,0.0,0.11604036270455216,0.0,0.0,0.0002292903714575896
강원도,원주시,봉산동,0.0,0.0431713002060602,0.05,0.0,8.625343126931269e-05
강원도,원주시,행구동,0.0,0.03818628420864681,0.0125,0.0,7.619053095455955e-05
강원도,원주시,무실동,0.0,0.16858812572084875,0.1,0.0,0.00033207571038685387
강원도,원주시,반곡관설동,0.0,0.199777049623349,0.0,0.0,0.00039389066946319466
강원도,인제군,인제읍,1.0,0.046341828289603856,0.07500000000000001,0.0,0.0013908365792176672
강원도,인제군,남면,1.0,0.020123443087331886,0.0625,0.0,0.000613118140606031
강원도,인제군,북면,1.0,0.041631880938707955,0.07500000000000001,0.0,0.001250674753405034
강원도,인제군,기린면,1.0,0.02445215494568601,0.025,0.0,0.0007410607303221783
강원도,인제군,서화면,1.0,0.013854773406170225,0.037500000000000006,0.0,0.0004269544847830979
강원도,인제군,상남면,1.0,0.006944276883134432,0.037500000000000006,0.0,0.00022210258551848017
강원도,정선군,정선읍,0.0,0.05285661202291274,0.05,0.0,6.397129485807359e-05
강원도,정선군,고한읍,0.0,0.02130092992505586,0.025,0.0,2.6594807974704747e-05
강원도,정선군,사북읍,0.0,0.024263950082279308,0.025,0.0,2.94699223503485e-05
강원도,정선군,신동읍,0.0,0.0174403173423543,0.0125,0.0,2.1563357817328173e-05
강원도,정선군,남면,0.0,0.01606497410976687,0.025,0.0,2.0125800629506297e-05
강원도,정선군,북평면,0.0,0.012030633960843737,0.025,0.0,1.5094350472129721e-05
강원도,정선군,임계면,0.0,0.017276241307589486,0.0,0.0,2.1563357817328173e-05
강원도,정선군,화암면,0.0,0.007668141742390975,0.025,0.0,1.0062900314753149e-05
강원도,정선군,여량면,0.0,0.009400591638878299,0.0125,0.0,1.2219236096485967e-05
강원도,철원군,철원읍,0.0,0.024761003952302137,0.037500000000000006,0.0,0.00011069190346228463
강원도,철원군,김화읍,0.0,0.01850198580259723,0.037500000000000006,0.0,8.337831689366894e-05
강원도,철원군,갈말읍,0.0,0.061287224750387274,0.08750000000000001,0.0,0.0002702607513105131
강원도,철원군,동송읍,0.0,0.0784090415546687,0.08750000000000001,0.0,0.00034501372507725076
강원도,철원군,서면,0.0,0.02929239797124809,0.0625,0.0,0.00013009892549787998
강원도,철원군,근남면,0.0,0.011408110181883112,0.0125,0.0,5.2470837355498556e-05
강원도,철원군,근북면,0.0,0.0,0.0,0.0,2.1563357817328174e-06
강원도,춘천시,신북읍,1.0,0.03844687555797917,0.125,0.0,6.828396642153921e-05
강원도,춘천시,동면,1.0,0.09654909492763765,0.1,0.0,0.00017035052675689257
강원도,춘천시,동산면,1.0,0.0069828830089614475,0.0125,0.0,1.2938014690396905e-05
강원도,춘천시,신동면,1.0,0.011972724772103214,0.037500000000000006,0.0,2.2282136411239114e-05
강원도,춘천시,남면,0.0,0.00487402338566072,0.0,0.0,9.344121720842209e-06
강원도,춘천시,서면,1.0,0.019100380752915973,0.07500000000000001,0.0,3.450137250772508e-05
강원도,춘천시,사북면,1.0,0.01235878603037337,0.05,0.0,2.300091500515005e-05
강원도,춘천시,북산면,0.0,0.00424184807524334,0.025,0.0,8.62534312693127e-06
강원도,춘천시,동내면,1.0,0.0858407207763692,0.07500000000000001,0.0,0.00015166228331520815
강원도,춘천시,남산면,0.0,0.017512703828279956,0.07500000000000001,0.0,3.162625813208132e-05
강원도,춘천시,교동,1.0,0.020538458939972304,0.025,0.0,3.66577082894579e-05
강원도,춘천시,조운동,0.0,0.015046737541079332,0.0,0.0,2.7313586568615688e-05
강원도,춘천시,약사명동,0.0,0.012764150351557034,0.025,0.0,2.3719693599060993e-05
강원도,춘천시,근화동,1.0,0.04383243011084784,0.0125,0.0,7.762808814238142e-05
강원도,춘천시,소양동,0.0,0.052205133649581854,0.0125,0.0,9.272243861451115e-05
강원도,춘천시,후평1동,0.0,0.062252377896062666,0.037500000000000006,0.0,0.00010997312486837368
강원도,춘천시,후평2동,0.0,0.07536398338006284,0.05,0.0,0.00013297403987352373
강원도,춘천시,후평3동,0.0,0.08769864058179433,0.05,0.0,0.0001545373976908519
강원도,춘천시,효자1동,0.0,0.023935798012749677,0.025,0.0,4.3126715634656345e-05
강원도,춘천시,효자2동,0.0,0.061793930151866856,0.025,0.0,0.00010925434627446275
강원도,춘천시,효자3동,0.0,0.025200148633584437,0.025,0.0,4.5283051416389165e-05
강원도,춘천시,석사동,1.0,0.18307990020316475,0.07500000000000001,0.0,0.00032201281007210075
강원도,춘천시,퇴계동,1.0,0.21392136897322184,0.1125,0.0,0.0003766399832093321
강원도,춘천시,강남동,0.0,0.08604822870268941,0.0,0.0,0.00015166228331520815
강원도,춘천시,신사우동,0.0,0.10015876769246361,0.0,0.0,0.00017681953410209102
강원도,태백시,황지동,0.0,0.03207203903079322,0.05,0.0,0.000731716608601336
강원도,태백시,황연동,0.0,0.022739008112112193,0.0,0.0,0.0005225520377732528
강원도,태백시,삼수동,0.0,0.03016586156808432,0.0,0.0,0.0006885898929666796
강원도,태백시,상장동,0.0,0.06843900955984192,0.0,0.0,0.001547530312690252
강원도,태백시,문곡소도동,0.0,0.01901351696980519,0.0125,0.0,0.00043845494228567284
강원도,태백시,장성동,0.0,0.01663924023144373,0.037500000000000006,0.0,0.0003852653263362634
강원도,태백시,구문소동,0.0,0.01353144710236897,0.0,0.0,0.00031554380272690225
강원도,태백시,철암동,0.0,0.010737328745638715,0.0125,0.0,0.00025301006505665057
강원도,평창군,평창읍,0.0,0.04208550291717539,0.05,0.0,0.00015885006925431754
강원도,평창군,미탄면,0.0,0.007885301200167937,0.0125,0.0,3.162625813208132e-05
강원도,평창군,방림면,0.0,0.011577011982376303,0.025,0.0,4.5283051416389165e-05
강원도,평창군,대화면,0.0,0.026174953310716582,0.05,0.0,9.91914459597096e-05
강원도,평창군,봉평면,0.0,0.028003918521771445,0.0125,0.0,0.00010637923189881899
강원도,평창군,용평면,0.0,0.015191510512930639,0.05,0.0,5.822106610678607e-05
강원도,평창군,진부면,0.0,0.04422814290057475,0.05,0.0,0.00016675663378733788
강원도,평창군,대관령면,0.0,0.028100433836338985,0.037500000000000006,0.0,0.00010637923189881899
강원도,홍천군,홍천읍,0.0,0.1727913676702651,0.17500000000000002,0.0,0.0003787963189910649
강원도,홍천군,화촌면,0.0,0.022309514962286645,0.037500000000000006,0.0,4.95957229798548e-05
강원도,홍천군,두촌면,0.0,0.01115717036400751,0.0125,0.0,2.587602938079381e-05
강원도,홍천군,내촌면,0.0,0.011263337210031803,0.025,0.0,2.587602938079381e-05
강원도,홍천군,서석면,0.0,0.018492334271140477,0.025,0.0,4.168915844683447e-05
강원도,홍천군,동면,0.0,0.018140053372968958,0.025,0.0,4.0970379852923525e-05
강원도,홍천군,남면,0.0,0.029224837251050816,0.025,0.0,6.469007345198452e-05
강원도,홍천군,서면,0.0,0.018207614093166236,0.05,0.0,4.0970379852923525e-05
강원도,홍천군,북방면,0.0,0.018825312106398488,0.0125,0.0,4.240793704074541e-05
강원도,홍천군,내면,0.0,0.01627248203608708,0.037500000000000006,0.0,3.66577082894579e-05
강원도,화천군,화천읍,0.0,0.041265122743351305,0.05,0.0,0.00023791571458452084
강원도,화천군,간동면,0.0,0.013097128186815044,0.05,0.0,7.762808814238142e-05
강원도,화천군,하남면,0.0,0.013328764941777137,0.0625,0.0,7.906564533020331e-05
강원도,화천군,상서면,0.0,0.01989663209809817,0.1,0.0,0.00011644213221357214
강원도,화천군,사내면,0.0,0.03198034948195405,0.08750000000000001,0.0,0.00018472609863511136
강원도,횡성군,횡성읍,0.0,0.10211320281245628,0.07500000000000001,0.0,0.0001250674753405034
강원도,횡성군,우천면,0.0,0.022150264693250207,0.037500000000000006,0.0,2.8032365162526626e-05
강원도,횡성군,안흥면,0.0,0.01467032781426593,0.025,0.0,1.8688243441684418e-05
강원도,횡성군,둔내면,0.0,0.02779158482972286,0.0125,0.0,3.450137250772508e-05
강원도,횡성군,갑천면,0.0,0.010853147123119761,0.0125,0.0,1.3656793284307844e-05
강원도,횡성군,청일면,0.0,0.011186124958377772,0.0125,0.0,1.4375571878218783e-05
강원도,횡성군,공근면,0.0,0.01695291500378823,0.025,0.0,2.1563357817328173e-05
강원도,횡성군,서원면,0.0,0.009902471274629503,0.025,0.0,1.2938014690396905e-05
강원도,횡성군,강림면,0.0,0.007923907325994952,0.0125,0.0,1.0062900314753149e-05
경기도,가평군,가평읍,1.0,0.047963285574338516,0.07500000000000001,0.0,0.03522158865882384
경기도,가평군,설악면,1.0,0.023593168646034914,0.05,0.0,0.01752669723392434
경기도,가평군,청평면(외서면),0.0,0.034538005317993836,0.05,0.0,0.025473513368203683
경기도,가평군,상면,1.0,0.013463886382171691,0.037500000000000006,0.0,0.010172154661027612
경기도,가평군,조종면,1.0,0.024567973323167056,0.0125,0.0,0.018234694148926613
경기도,가평군,북면,1.0,0.009405417404606677,0.025,0.0,0.0072251624259927595
광주광역시,광산구,송정1동,0.0,0.05550595740779169,0.025,0.0,0.0018055718279042792
광주광역시,광산구,송정2동,0.0,0.03260769902664306,0.037500000000000006,0.0,0.0010681049905516555
광주광역시,광산구,도산동,1.0,0.07851038263496461,0.17500000000000002,0.0,0.0025459137796325464
광주광역시,광산구,신흥동,0.0,0.023448395674183605,0.0,0.0,0.0007726869884542596
광주광역시,광산구,어룡동,0.0,0.16563475709508207,0.0,0.0,0.005352025410260852
광주광역시,광산구,우산동,1.0,0.11897442826740534,0.1,0.0,0.00384977814898699
광주광역시,광산구,월곡1동,0.0,0.0631451445558124,0.08750000000000001,0.0,0.00205139410702182
광주광역시,광산구,월곡2동,0.0,0.0979823473489656,0.1,0.0,0.003173407492116796
광주광역시,광산구,비아동,1.0,0.0376023665555132,0.1375,0.0,0.001228392616993795
광주광역시,광산구,첨단1동,0.0,0.12527687830866563,0.0,0.0,0.004052473712469875
광주광역시,광산구,첨단2동,0.0,0.21546561400630246,0.0,0.0,0.00695705801046398
광주광역시,광산구,신가동,1.0,0.10585799701767679,0.225,0.0,0.003427136335767358
광주광역시,광산구,운남동,1.0,0.15264862152001968,0.2625,0.0,0.004934415047198598
광주광역시,광산구,신창동,1.0,0.1672417370826316,0.1875,0.0,0.005403777469022441
광주광역시,광산구,수완동,0.0,0.3831657988331299,0.1625,0.0,0.012358679143704688
광주광역시,광산구,하남동,0.0,0.12066827203806565,0.05,0.0,0.0039044053221242215
광주광역시,광산구,임곡동,0.0,0.010259577938529397,0.025,0.0,0.00034788883945289454
광주광역시,광산구,동곡동,0.0,0.009410243170335054,0.0,0.0,0.00032057525288427887
광주광역시,광산구,평동,0.0,0.025571732594669463,0.0,0.0,0.0008409709548757987
광주광역시,광산구,삼도동,0.0,0.010814540997292746,0.0125,0.0,0.000365858304300668
광주광역시,광산구,본량동,0.0,0.00967083451966741,0.0,0.0,0.00032920059601121015
광주광역시,남구,양림동,0.0,0.03609190188253122,0.025,0.0,0.0005994613473217232
광주광역시,남구,방림1동,0.0,0.03455730838090734,0.025,0.0,0.0005743040965348403
광주광역시,남구,방림2동,0.0,0.044918227399732655,0.037500000000000006,0.0,0.0007439358446978219
광주광역시,남구,봉선1동,0.0,0.07242991781720966,0.07500000000000001,0.0,0.0011946100230799809
광주광역시,남구,봉선2동,0.0,0.14230700556410789,0.07500000000000001,0.0,0.0023389055445861956
광주광역시,남구,사직동,1.0,0.02681195438686234,0.0,0.0,0.0004477990640065151
광주광역시,남구,월산동,0.0,0.038084943128350895,0.0125,0.0,0.0006325251626416265
광주광역시,남구,월산4동,0.0,0.043972377316970776,0.0125,0.0,0.0007288414942256923
광주광역시,남구,월산5동,0.0,0.03241466839750798,0.0125,0.0,0.0005398027240271153
광주광역시,남구,백운1동,0.0,0.062281332490432925,0.0125,0.0,0.001028572167886554
광주광역시,남구,백운2동,0.0,0.029910095984480342,0.025,0.0,0.0004988323441741918
광주광역시,남구,주월1동,0.0,0.09685794393425377,0.07500000000000001,0.0,0.001594250921294463
광주광역시,남구,주월2동,0.0,0.04142919877811612,0.07500000000000001,0.0,0.0006871523357788579
광주광역시,남구,효덕동,1.0,0.22911287948615247,0.0,0.0,0.0037599308247481225
광주광역시,남구,송암동,0.0,0.0926016185618253,0.0,0.0,0.001524529397685102
광주광역시,남구,대촌동,1.0,0.027294530959700036,0.0,0.0,0.0004557056285395354
광주광역시,동구,충장동,0.0,0.02118028578184644,0.0,0.0,0.0003457325036711617
광주광역시,동구,동명동,0.0,0.019076251924274087,0.0125,0.0,0.0003119499097573476
광주광역시,동구,계림1동,0.0,0.02893046554161982,0.05,0.0,0.0004686436432299323
광주광역시,동구,계림2동,0.0,0.039368596812099164,0.05,0.0,0.0006346814984233592
광주광역시,동구,산수1동,0.0,0.042404003455248265,0.0625,0.0,0.0006835584428093031
광주광역시,동구,산수2동,0.0,0.0513992307729429,0.0625,0.0,0.00082659538299758
광주광역시,동구,지산1동,0.0,0.022705227752013554,0.025,0.0,0.00037017097586413366
광주광역시,동구,지산2동,0.0,0.023998532967218576,0.025,0.0,0.00039029677649363994
광주광역시,동구,서남동,0.0,0.01772986328605692,0.0,0.0,0.0002903865519400194
광주광역시,동구,학동,0.0,0.041096220942858114,0.037500000000000006,0.0,0.000662713863585886
광주광역시,동구,학운동,0.0,0.059231448550098695,0.0,0.0,0.0009509440797441725
광주광역시,동구,지원1동,0.0,0.03934446798345728,0.0,0.0,0.0006346814984233592
광주광역시,동구,지원2동,0.0,0.0714551131400775,0.0,0.0,0.0011457330786940369
광주광역시,북구,중흥1동,0.0,0.023477350268553868,0.025,0.0,0.0009150051500486255
광주광역시,북구,중흥2동,0.0,0.03359215523523196,0.025,0.0,0.0013002704763848889
광주광역시,북구,중흥3동,0.0,0.022685924689100048,0.037500000000000006,0.0,0.0008848164491043661
광주광역시,북구,중앙동,0.0,0.015799556994706136,0.0,0.0,0.0006224622623268733
광주광역시,북구,임동,0.0,0.03980774149338147,0.05,0.0,0.0015367486337815879
광주광역시,북구,신안동,0.0,0.05258154337639526,0.025,0.0,0.0020233617418592936
광주광역시,북구,용봉동,0.0,0.1956268910969448,0.1625,0.0,0.007470984705110301
광주광역시,북구,운암1동,0.0,0.09667456483657545,0.05,0.0,0.0037024285372352474
광주광역시,북구,운암2동,0.0,0.06211725645566811,0.05,0.0,0.002386344931784318
광주광역시,북구,운암3동,0.0,0.0720438565589395,0.0625,0.0,0.0027644224721814718
광주광역시,북구,동림동,0.0,0.1103990425680795,0.07500000000000001,0.0,0.004224980575008501
광주광역시,북구,우산동,0.0,0.053850719762958396,0.05,0.0,0.0020715199076513265
광주광역시,북구,풍향동,0.0,0.02932617833134673,0.037500000000000006,0.0,0.0011378265141610167
광주광역시,북구,문화동,0.0,0.0928139522538739,0.0,0.0,0.0035557977040774156
광주광역시,북구,문흥1동,0.0,0.08154096351238534,0.1,0.0,0.0031259681049186742
광주광역시,북구,문흥2동,0.0,0.08069645450991937,0.1,0.0,0.0030943418467865927
광주광역시,북구,두암1동,0.0,0.039161088885778954,0.05,0.0,0.0015123101615886158
광주광역시,북구,두암2동,0.0,0.0817581229701623,0.05,0.0,0.0031345934480456056
광주광역시,북구,두암3동,0.0,0.06931247315667814,0.0625,0.0,0.0026601995760643857
광주광역시,북구,삼각동,0.0,0.07088084701840065,0.125,0.0,0.0027205769779529046
광주광역시,북구,일곡동,0.0,0.15096925504654451,0.2,0.0,0.005770354551917019
광주광역시,북구,매곡동,0.0,0.06970818594640506,0.1,0.0,0.0026752939265365155
광주광역시,북구,오치1동,0.0,0.058343507656077334,0.125,0.0,0.00224258921300213
광주광역시,북구,오치2동,0.0,0.06273495446890036,0.125,0.0,0.002410064625383379
광주광역시,북구,석곡동,0.0,0.012807582243112427,0.0,0.0,0.0005088952444889449
광주광역시,북구,건국동,0.0,0.2484545485254873,0.0,0.0,0.00948284598946702
광주광역시,북구,양산동,0.0,0.1753393719748481,0.1625,0.0,0.0066982977166560416
광주광역시,서구,양동,0.0,0.019790465252073876,0.037500000000000006,0.0,0.0007058405792205422
광주광역시,서구,양3동,0.0,0.023125069370382348,0.0,0.0,0.0008222827114341143
광주광역시,서구,농성1동,0.0,0.05277457400553033,0.025,0.0,0.0018515736579145794
광주광역시,서구,농성2동,0.0,0.02521462593076957,0.025,0.0,0.0008941605708252082
광주광역시,서구,광천동,0.0,0.04095627373673518,0.05,0.0,0.001441151080791433
광주광역시,서구,유덕동,0.0,0.05328610517273829,0.0,0.0,0.0018695431227623528
광주광역시,서구,치평동,0.0,0.1505108073023487,0.07500000000000001,0.0,0.005244927399768123
광주광역시,서구,상무1동,0.0,0.1220629183335666,0.0,0.0,0.004257325611734492
광주광역시,서구,상무2동,0.0,0.11864145043214733,0.0,0.0,0.004138727143739187
광주광역시,서구,화정1동,0.0,0.07486210374431164,0.05,0.0,0.0026185104176175513
광주광역시,서구,화정2동,0.0,0.10259577938529398,0.05,0.0,0.0035816737334582096
광주광역시,서구,화정3동,0.0,0.05096973762311736,0.0625,0.0,0.0017890399202443274
광주광역시,서구,화정4동,0.0,0.07783960119872022,0.0625,0.0,0.0027220145351407265
광주광역시,서구,서창동,0.0,0.02513258791338716,0.0,0.0,0.0008912854564495646
광주광역시,서구,금호1동,0.0,0.10264403704257774,0.125,0.0,0.0035831112906460315
광주광역시,서구,금호2동,0.0,0.14254346808479837,0.1375,0.0,0.004968916419706322
광주광역시,서구,풍암동,0.0,0.18566651063357478,0.1375,0.0,0.006466132230822808
광주광역시,서구,동천동,0.0,0.08216348729134597,0.037500000000000006,0.0,0.002872239261268113
부산광역시,서구,동대신1동,1.0,0.022468765231323084,0.0125,0.0,0.0036736773934788096
부산광역시,서구,동대신2동,1.0,0.039146611588593824,0.0,0.0,0.006336033305324929
부산광역시,서구,동대신3동,1.0,0.033022714879283474,0.025,0.0,0.0053584944176060505
부산광역시,서구,서대신1동,1.0,0.057609991265364036,0.0125,0.0,0.00928302554035978
부산광역시,서구,서대신3동,1.0,0.04284314813653057,0.05,0.0,0.006926150530925809
부산광역시,서구,서대신4동,0.0,0.03926725573180325,0.0,0.0,0.006355440327360524
부산광역시,서구,부민동,1.0,0.03968709735017204,0.05,0.0,0.006422286736594241
부산광역시,서구,아미동,1.0,0.03840344366642377,0.025,0.0,0.006217434837329623
부산광역시,서구,초장동,1.0,0.024109525578971246,0.0,0.0,0.003936031580256303
부산광역시,서구,충무동,1.0,0.049811553848306885,0.0,0.0,0.008038819794299943
부산광역시,서구,남부민1동,0.0,0.025571732594669463,0.025,0.0,0.004168915844683447
부산광역시,서구,남부민2동,0.0,0.05033756231269997,0.0625,0.0,0.008122198111193612
부산광역시,서구,암남동,1.0,0.0741141100564132,0.037500000000000006,0.0,0.011918067865637282
