시도명,시군구명,읍/면/동,설치유무,등록인구수
전라남도,신안군,지도읍,1,4798
전라남도,신안군,압해읍,1,6533
전라남도,신안군,증도면,0,1948
전라남도,신안군,임자면,0,3290
전라남도,신안군,자은면,0,2331
전라남도,신안군,비금면,0,3638
전라남도,신안군,도초면,1,2908
전라남도,신안군,흑산면,0,4194
전라남도,신안군,하의면,0,1850
전라남도,신안군,신의면,0,1630
전라남도,신안군,장산면,0,1634
전라남도,신안군,안좌면,0,3163
전라남도,신안군,팔금면,0,1055
전라남도,신안군,암태면,1,2130
