시도명,시군구명,읍/면/동,설치유무,등록인구수
강원도,태백시,황지동,0,6759
강원도,태백시,황연동,0,4825
강원도,태백시,삼수동,0,6364
강원도,태백시,상장동,0,14295
강원도,태백시,문곡소도동,0,4053
강원도,태백시,장성동,0,3561
강원도,태백시,구문소동,0,2917
강원도,태백시,철암동,0,2338
