시도명,시군구명,읍/면/동,위도,경도,설치유무
부산광역시,서구,동대신2동,35.112921,129.021214,1
부산광역시,서구,동대신2동,35.110784,129.019508,1
부산광역시,서구,동대신2동,35.111164,129.017454,1
부산광역시,서구,동대신2동,35.116136,129.022807,1
부산광역시,서구,동대신2동,35.111666,129.020326,1
부산광역시,서구,동대신2동,35.112894,129.020797,1
부산광역시,서구,동대신2동,35.112586,129.020925,1
부산광역시,서구,동대신2동,35.111998,129.023011,1
부산광역시,서구,동대신2동,35.114439,129.025815,1
부산광역시,서구,동대신1동,35.109841,129.022368,1
부산광역시,서구,동대신1동,35.111313,129.022116,1
부산광역시,서구,동대신1동,35.111572,129.022669,1
부산광역시,서구,동대신1동,35.109209,129.021631,1
부산광역시,서구,동대신1동,35.109669,129.022729,1
부산광역시,서구,동대신1동,35.108733,129.020085,1
부산광역시,서구,동대신1동,35.109183,129.018706,1
부산광역시,서구,동대신1동,35.111648,129.025281,1
부산광역시,서구,남부민동,35.088448,129.021118,1
부산광역시,서구,남부민동,35.083032,129.019702,1
부산광역시,서구,남부민동,35.090691,129.024045,1
부산광역시,서구,남부민동,35.086278,129.024773,1
부산광역시,서구,남부민동,35.087185,129.024671,1
부산광역시,서구,남부민동,35.093367,129.025087,1
부산광역시,서구,남부민동,35.085064,129.024665,1
부산광역시,서구,남부민동,35.081643,129.025131,1
부산광역시,서구,남부민동,35.082583,129.024956,1
부산광역시,서구,남부민동,35.082483,129.024935,1
부산광역시,서구,남부민동,35.083948,129.019739,1
부산광역시,서구,남부민동,35.08237741,129.018266,1
부산광역시,서구,남부민동,35.083935,129.017139,1
부산광역시,서구,남부민동,35.083494,129.018022,1
부산광역시,서구,서대신동,35.108219,129.017283,1
부산광역시,서구,서대신동,35.103422,129.016361,1
부산광역시,서구,서대신동,35.095447,129.022257,1
부산광역시,서구,서대신동,35.119257,129.017596,1
부산광역시,서구,서대신동,35.072091,129.015731,1
부산광역시,서구,서대신동,35.095525,129.018484,1
부산광역시,서구,서대신동,35.090112,129.021699,1
부산광역시,서구,서대신동,35.111084,129.008916,1
부산광역시,서구,서대신동,35.099837,129.012443,1
부산광역시,서구,서대신동,35.098997,129.015112,1
부산광역시,서구,서대신동,35.094018,129.019714,1
부산광역시,서구,서대신동,35.084615,129.025595,1
부산광역시,서구,서대신동,35.111809,129.011945,1
부산광역시,서구,서대신동,35.090969,129.022719,1
부산광역시,서구,서대신동,35.094704,129.022097,1
부산광역시,서구,서대신동,35.107788,129.022156,1
부산광역시,서구,서대신동,35.099777,129.021833,1
부산광역시,서구,서대신동,35.102067,129.011081,1
부산광역시,서구,서대신동,35.099706,129.019043,1
부산광역시,서구,서대신동,35.112904,129.016115,1
부산광역시,서구,서대신동,35.102463,129.019788,1
부산광역시,서구,서대신동,35.097973,129.020444,1
부산광역시,서구,서대신동,35.111243,129.011942,1
부산광역시,서구,서대신동,35.109512,129.014727,1
부산광역시,서구,서대신동,35.109227,129.015826,1
부산광역시,서구,서대신1동,35.093393,129.022057,1
부산광역시,서구,서대신1동,35.107772,129.016741,1
부산광역시,서구,서대신1동,35.110561,129.018084,1
부산광역시,서구,서대신1동,35.119345,129.016173,1
