시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,도봉구,도봉1동,1
서울특별시,도봉구,도봉동,6
서울특별시,도봉구,방학동,13
서울특별시,도봉구,쌍문동,20
서울특별시,도봉구,창동,30
