시도명,시군구명,읍/면/동,위도,경도,설치유무
강원도,강릉시,안현동,37.805803,128.907394,1
강원도,강릉시,견소동,37.7725856,128.947294,1
강원도,강릉시,강동면,37.66579185,129.053418,1
강원도,강릉시,강동면정동,37.686027,129.040439,1
강원도,강릉시,강문동,37.7964859,128.915885,1
강원도,강릉시,강문동,37.800647,128.911907,1
강원도,강릉시,안현동,37.808455,128.903011,1
강원도,강릉시,주문진읍,37.9087699,128.821297,1
