동,인구
동,합계
합계,112621
동대신1동,4769
동대신2동,8225
동대신3동,6956
서대신1동,12051
서대신3동,8991
서대신4동,8250
부민동,8337
아미동,8071
초장동,5109
충무동,10435
남부민1동,5412
남부민2동,10544
암남동,15471
