시도명,시군구명,읍/면/동,설치유무,화재발생횟수,화재발생비율
전라북도,무주군,무주읍,1.0,9,0.24
전라북도,무주군,무풍면,1.0,2,0.05
전라북도,무주군,설천면,1.0,7,0.18
전라북도,무주군,적상면,1.0,9,0.24
전라북도,무주군,안성면,1.0,8,0.21
전라북도,무주군,부남면,1.0,3,0.08
