"읍면동별(1)",읍면동별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"읍면동별(1)",읍면동별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),65세이상 고령자 (명)
"읍면동별(1)",읍면동별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계
"강릉시",교1동,11078,27236,13274,13962,27054,13200,13854,182,74,108,3744
"강릉시",교2동,3756,8284,4088,4196,8199,4043,4156,85,45,40,1706
"강릉시",포남1동,5288,11184,5525,5659,11106,5499,5607,78,26,52,2345
"강릉시",포남2동,6464,14191,6980,7211,14142,6967,7175,49,13,36,2338
"강릉시",초당동,2332,5146,2536,2610,5123,2529,2594,23,7,16,791
"강릉시",송정동,2858,7093,3458,3635,7046,3432,3614,47,26,21,1108
"강릉시",내곡동,7064,16059,7980,8079,15579,7722,7857,480,258,222,2081
"강릉시",강남동,8319,19111,9586,9525,19010,9555,9455,101,31,70,4221
"강릉시",성덕동,11415,29100,14377,14723,29005,14347,14658,95,30,65,3598
"강릉시",경포동,3643,7746,3964,3782,7421,3802,3619,325,162,163,1227
"동해시",소계,40784,92137,46756,45381,91272,46212,45060,865,544,321,16526
"동해시",천곡동,12750,30768,15274,15494,30600,15218,15382,168,56,112,3958
"동해시",송정동,2406,4575,2555,2020,4408,2418,1990,167,137,30,1069
"동해시",북삼동,8100,20554,10588,9966,20459,10545,9914,95,43,52,2345
"동해시",부곡동,2792,5691,2781,2910,5666,2773,2893,25,8,17,1422
"동해시",동호동,2466,4982,2520,2462,4948,2505,2443,34,15,19,1187
"동해시",발한동,2160,4019,1981,2038,3989,1969,2020,30,12,18,1294
"동해시",묵호동,1914,3668,1886,1782,3507,1737,1770,161,149,12,1233
"동해시",북평동,4649,10651,5499,5152,10500,5386,5114,151,113,38,1913
"동해시",망상동,1962,4035,2009,2026,4012,2003,2009,23,6,17,1189
"동해시",삼화동,1585,3194,1663,1531,3183,1658,1525,11,5,6,916
"태백시",소계,21832,45112,22694,22418,44858,22612,22246,254,82,172,9940
"태백시",황지동,3069,6759,3317,3442,6719,3309,3410,40,8,32,1377
"태백시",황연동,2532,4825,2460,2365,4801,2454,2347,24,6,18,1281
"태백시",삼수동,3083,6364,3190,3174,6310,3169,3141,54,21,33,1540
"태백시",상장동,6378,14295,7168,7127,14219,7146,7073,76,22,54,1912
"태백시",문곡소도동,2014,4053,2034,2019,4035,2028,2007,18,6,12,1023
"태백시",장성동,1769,3561,1751,1810,3551,1746,1805,10,5,5,970
"태백시",구문소동,1614,2917,1544,1373,2897,1537,1360,20,7,13,969
"태백시",철암동,1373,2338,1230,1108,2326,1223,1103,12,7,5,868
"속초시",소계,37993,82694,40867,41827,81682,40248,41434,1012,619,393,13952
"속초시",영랑동,2633,5026,2624,2402,4968,2598,2370,58,26,32,1141
"속초시",동명동,2177,4312,2145,2167,4288,2138,2150,24,7,17,937
"속초시",금호동,3365,6862,3372,3490,6750,3293,3457,112,79,33,1617
"속초시",교동,4824,10357,5036,5321,10257,4978,5279,100,58,42,1796
