시도명,시군구명,읍/면/동,등록인구수,인구밀도,관광지개수
서울특별시,양천구,목동,153553.0,0.0153948617156368,
서울특별시,양천구,신월동,125465.0,0.0125788250646511,
서울특별시,양천구,신정동,177372.0,0.0177828984925461,
