설치유무,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄발생횟수
0.0,0.07500000000000001,0.0,0.0,0.08701941568406847
0.0,0.07500000000000001,0.0,0.0,0.03728674276322688
1.0,0.0,0.0,0.0,0.205683322533153
0.0,0.0,0.0,0.0,0.08320048676919974
1.0,0.0,0.0,0.0,0.024604608078815864
0.0,0.0,0.0,0.0,0.041015892621054324
0.0,0.0125,0.0,0.0,0.03700742395104685
0.0,0.05,0.0,0.0,0.055781031804613974
0.0,0.05,0.0,0.0,0.075667081651463
0.0,0.0625,0.0,0.0,0.08144994126943252
0.0,0.0625,0.0,0.0,0.09858706420726263
0.0,0.025,0.0,0.0,0.04392111303326158
0.0,0.025,0.0,0.0,0.04638503414234874
0.0,0.0,0.0,0.0,0.03444237175166132
0.0,0.037500000000000006,0.0,0.0,0.07895843895390034
0.0,0.0,0.0,0.0,0.11350849689401064
0.0,0.0,0.0,0.0,0.07562111297405465
0.0,0.0,0.0,0.0,0.13679622886907705
0.0,0.025,0.0,0.0,0.024725073851312573
0.0,0.025,0.0,0.0,0.03529323316446203
0.0,0.037500000000000006,0.0,0.0,0.02389817588978752
0.0,0.0,0.0,0.0,0.016703155212371357
0.0,0.05,0.0,0.0,0.0417874073988783
0.0,0.025,0.0,0.0,0.0551337421803223
0.0,0.1625,0.0,0.0,0.2045905066652346
0.0,0.05,0.0,0.0,0.10120305117089794
0.0,0.05,0.0,0.0,0.06509685420455097
0.0,0.0625,0.0,0.0,0.07546837314880118
0.0,0.07500000000000001,0.0,0.0,0.1155426719183202
0.0,0.05,0.0,0.0,0.056459804155206975
0.0,0.037500000000000006,0.0,0.0,0.030836051469412356
0.0,0.0,0.0,0.0,0.09716940257809283
0.0,0.1,0.0,0.0,0.08539114868710182
0.0,0.1,0.0,0.0,0.08450878805742569
0.0,0.05,0.0,0.0,0.041111771259583436
0.0,0.05,0.0,0.0,0.08561804142044711
0.0,0.0625,0.0,0.0,0.07261456676939156
0.0,0.125,0.0,0.0,0.07425323651021865
0.0,0.2,0.0,0.0,0.1579312765679612
0.0,0.1,0.0,0.0,0.07302801575015408
0.0,0.125,0.0,0.0,0.061153962705083956
0.0,0.125,0.0,0.0,0.06574223797939979
0.0,0.0,0.0,0.0,0.013577077552947377
0.0,0.0,0.0,0.0,0.2597859455970319
0.0,0.1625,0.0,0.0,0.1833936833100436
0.0,0.037500000000000006,0.0,0.0,0.027707132899233707
0.0,0.0,0.0,0.0,0.03231184890656781
0.0,0.025,0.0,0.0,0.07325450469392052
0.0,0.025,0.0,0.0,0.03519729323533144
0.0,0.05,0.0,0.0,0.05693475143493179
0.0,0.0,0.0,0.0,0.07396087212775179
0.0,0.07500000000000001,0.0,0.0,0.20821733146170282
0.0,0.0,0.0,0.0,0.16893397275948208
0.0,0.0,0.0,0.0,0.164209307565271
0.0,0.05,0.0,0.0,0.10375491737925797
0.0,0.05,0.0,0.0,0.1420520272116011
0.0,0.0625,0.0,0.0,0.07076222714436486
0.0,0.0625,0.0,0.0,0.10786650895165326
0.0,0.0,0.0,0.0,0.03508400789216982
0.0,0.125,0.0,0.0,0.142118665648755
0.0,0.1375,0.0,0.0,0.19721532548759488
0.0,0.1375,0.0,0.0,0.2567634329283149
0.0,0.037500000000000006,0.0,0.0,0.11383731292064221
1.0,0.0125,0.0,0.0,0.029497309870900566
1.0,0.0,0.0,0.0,0.05114467815062941
1.0,0.025,0.0,0.0,0.043196035110416475
1.0,0.0125,0.0,0.0,0.07510961768715792
1.0,0.05,0.0,0.6000000000000001,0.055942677022814684
0.0,0.0,0.0,0.0,0.051301270803115875
1.0,0.05,0.0,0.2,0.05184621323376877
1.0,0.025,0.0,0.0,0.0501800674113128
1.0,0.0,0.0,0.0,0.03162696994471648
1.0,0.0,0.0,0.0,0.06498746863043285
0.0,0.025,0.0,0.2,0.033524872892852435
0.0,0.0625,0.0,0.2,0.06567021259527385
1.0,0.037500000000000006,0.0,1.0,0.09653149254730625
0.0,0.037500000000000006,0.30921052631578944,0.0,0.1202359543197533
0.0,0.08750000000000001,0.506578947368421,0.0,0.32572406055782516
0.0,0.125,0.3355263157894737,0.0,0.31315246978509664
0.0,0.2,0.3684210526315789,0.0,0.5944623143591999
0.0,0.07500000000000001,0.7960526315789473,0.0,0.5277466006498132
0.0,0.0625,0.1381578947368421,0.0,0.40086837341262627
0.0,0.1875,0.29605263157894735,0.0,0.36851595858796954
0.0,0.125,0.125,0.0,0.40951089639421845
0.0,0.08750000000000001,0.06578947368421052,0.0,0.10871972113883627
0.0,0.037500000000000006,0.039473684210526314,0.0,0.31676778261650523
0.0,0.037500000000000006,0.05263157894736842,0.0,0.19529469764008314
0.0,0.1125,0.22368421052631576,0.0,0.19405393939025062
0.0,0.1,0.09210526315789473,0.0,0.17240651945136493
0.0,0.25,0.10526315789473684,0.0,0.16065695981370917
0.0,0.225,0.13157894736842105,0.0,0.21178420514205334
0.0,0.25,0.125,0.0,0.23467000996032322
0.0,0.35000000000000003,0.23026315789473684,0.0,0.3360069435552958
0.0,0.225,0.35526315789473684,0.0,0.33280998158237013
0.0,0.225,0.08552631578947367,0.0,0.12844587769979063
0.0,0.35000000000000003,0.43421052631578944,0.0,0.4346491569374397
0.0,0.275,0.21052631578947367,0.0,0.2259628763694094
0.0,0.2,0.256578947368421,0.0,0.36774732660786585
0.0,0.35000000000000003,0.4671052631578947,0.0,0.4596575229963019
0.0,0.0,0.0,0.0,0.16958399735423324
0.0,0.35000000000000003,0.4671052631578947,0.0,0.15571503722656116
0.0,0.0,0.0,0.0,0.21211822276807452
0.0,0.0,0.0,0.0,0.19107779440202222
0.0,0.0,0.0,0.0,0.22025138214953252
0.0,0.05,0.03289473684210526,0.0,0.1444014278504958
0.0,0.0,0.0,0.0,0.21631531768536408
0.0,0.07500000000000001,0.11842105263157894,0.0,0.19317793962392538
0.0,0.1625,0.35526315789473684,0.0,0.3553137022210371
0.0,0.41250000000000003,0.9276315789473684,0.0,0.9266698662817512
1.0,0.05,0.20394736842105263,0.8,0.2977183548973536
0.0,0.1,0.06578947368421052,0.0,0.17250847442026482
1.0,0.037500000000000006,0.08552631578947367,0.0,0.12689008487004189
1.0,0.15000000000000002,0.2763157894736842,0.0,0.42144032869720094
0.0,0.0,0.0,0.0,0.20225278839843203
0.0,0.0,0.0,0.0,0.14220250973106563
0.0,0.0,0.0,0.0,0.08824126351240762
0.0,0.0,0.0,0.0,0.167702540477857
0.0,0.0,0.0,0.0,0.09877744078181842
0.0,0.0,0.0,0.0,0.08850636004970008
0.0,0.0,0.0,0.0,0.1490950197006695
0.0,0.025,0.125,0.2,0.10452495932439315
0.0,0.0,0.0,0.0,0.13254058699953422
0.0,0.0,0.0,0.0,0.10842808280963527
0.0,0.0,0.0,0.0,0.13730668431894114
0.0,0.0,0.0,0.0,0.14303728180594402
0.0,0.42500000000000004,1.0,0.0,0.12747555103169111
0.0,0.0,0.0,0.0,0.08939189529129402
0.0,0.0,0.0,0.0,0.10810094240191266
0.0,0.0,0.0,0.0,0.14010993919201242
0.0,0.0,0.0,0.0,0.19475366798540206
0.0,0.0,0.0,0.0,0.17149849727781064
0.0,0.0,0.0,0.0,0.20451147669850736
0.0,0.0,0.0,0.0,0.15786012648689238
0.0,0.0,0.0,0.0,0.13462751718673013
0.0,0.0,0.0,0.0,0.17891555997014214
1.0,0.07500000000000001,0.20394736842105263,0.0,0.15457395403940444
1.0,0.17500000000000002,0.07894736842105263,0.0,0.13250348833212136
1.0,0.30000000000000004,0.3421052631578947,0.0,0.5164555785322974
1.0,0.125,0.039473684210526314,0.0,0.07189767403422187
1.0,0.45,0.21052631578947367,0.0,0.48333168002713917
1.0,0.25,0.08552631578947367,0.0,0.2157136333681563
1.0,0.55,0.35526315789473684,0.0,0.6075584327176384
0.0,0.05,0.08552631578947367,0.0,0.22061223990216394
0.0,0.2,0.75,0.0,0.8339053077712711
0.0,0.08750000000000001,0.17763157894736842,0.0,0.31087434959466903
0.0,0.1125,0.2894736842105263,0.0,0.536989835843685
0.0,0.15000000000000002,0.1644736842105263,0.0,0.38181360996282254
0.0,0.0,0.0,0.0,0.14675426647404882
0.0,0.025,0.125,0.0,0.08599416928804347
0.0,0.037500000000000006,0.006578947368421052,0.0,0.09895882626185626
0.0,0.1,0.21052631578947367,0.0,0.18043439022229243
0.0,0.5,0.4934210526315789,0.0,0.7713397317535283
0.0,0.47500000000000003,0.4407894736842105,0.0,0.7723839432120028
0.0,0.375,0.256578947368421,0.0,0.3582931020821251
0.0,0.375,0.29605263157894735,0.0,0.3459428659437239
0.0,0.30000000000000004,0.1644736842105263,0.0,0.2227221920553843
0.0,0.55,0.35526315789473684,0.0,0.4786528873425386
0.0,1.0,0.763157894736842,0.0,0.9121787459171088
0.0,0.25,0.2763157894736842,0.0,0.2796263407740706
0.0,0.1625,0.41447368421052627,0.0,0.2797742011372415
0.0,0.375,0.3881578947368421,0.0,0.4407111905729513
0.0,0.07500000000000001,0.18421052631578946,0.0,0.17896949695790748
0.0,0.07500000000000001,0.046052631578947366,0.0,0.07267746509187371
0.0,0.17500000000000002,0.13157894736842105,0.0,0.23242448809202218
0.0,0.025,0.09210526315789473,0.0,0.11749616509144589
0.0,0.07500000000000001,0.0,0.0,0.18770385964605957
0.0,0.2,0.17763157894736842,0.0,0.15548446982785766
0.0,0.25,0.15789473684210525,0.0,0.2890579258440881
0.0,0.325,0.14473684210526316,0.0,0.3399743689122081
0.0,0.47500000000000003,0.3026315789473684,0.0,0.41859891033248986
0.0,0.225,0.125,0.0,0.2427969971149635
0.0,0.1,0.20394736842105263,0.0,0.20998219819083452
0.0,0.1,0.02631578947368421,0.0,0.2142948295999821
0.0,0.4,0.375,0.0,0.37948556978203907
0.0,0.35000000000000003,0.34868421052631576,0.0,0.485170245972202
0.0,0.2,0.09868421052631579,0.0,0.17915215410014823
0.0,0.1,0.17105263157894735,0.0,0.21176957996508272
0.0,0.225,0.14473684210526316,0.0,0.15794189037906953
0.0,0.0,0.006578947368421052,0.0,0.14770618911634198
0.0,0.05,0.07236842105263158,0.0,0.10516556476021773
0.0,0.07500000000000001,0.019736842105263157,0.0,0.0852125881502683
0.0,0.05,0.05263157894736842,0.0,0.15668136932535223
0.0,0.05,0.2894736842105263,0.0,0.17913595287272782
0.0,0.025,0.07894736842105263,0.0,0.12321572332733768
0.0,0.07500000000000001,0.11184210526315788,0.0,0.26794299915135567
0.0,0.05,0.07236842105263158,0.0,0.11061454370104752
0.0,0.225,0.17763157894736842,0.0,0.4011336089394775
0.0,0.2,0.17763157894736842,0.0,0.21250845393158288
0.0,0.125,0.07236842105263158,0.0,0.14598300774189155
0.0,0.0,0.0,0.0,0.16852408301848662
0.0,0.05,0.039473684210526314,0.0,0.25743758065615385
0.0,0.05,0.05263157894736842,0.0,0.17407951331835583
0.0,0.05,0.006578947368421052,0.0,0.09003741590258502
1.0,0.30000000000000004,0.14473684210526316,0.0,0.27473800625808004
0.0,0.1,0.256578947368421,0.0,0.25509678758852333
0.0,0.125,0.1513157894736842,0.0,0.23574610467077337
0.0,0.07500000000000001,0.17763157894736842,0.0,0.25762144308698204
0.0,0.0,0.0,0.0,0.10596678988095547
0.0,0.07500000000000001,0.05921052631578947,0.0,0.08456231975215772
0.0,0.0,0.02631578947368421,0.0,0.1150936198773677
0.0,0.025,0.17763157894736842,0.0,0.19551191228263776
0.0,0.4,0.47368421052631576,0.6000000000000001,1.0
0.0,0.17500000000000002,0.07236842105263158,0.2,0.1660436700644833
0.0,0.275,0.22368421052631576,0.0,0.6018497202821498
0.0,0.42500000000000004,0.3881578947368421,0.0,0.6094613653413596
0.0,0.2,0.256578947368421,0.2,0.39390890954966185
0.0,0.07500000000000001,0.05921052631578947,0.2,0.10546547421394284
0.0,0.125,0.0,0.0,0.08020706361421402
0.0,0.15000000000000002,0.10526315789473684,0.0,0.10816716970168812
0.0,0.1,0.06578947368421052,0.0,0.062143807919112455
0.0,0.1,0.11842105263157894,0.0,0.17782452484762928
0.0,0.05,0.046052631578947366,0.0,0.07284110483690825
0.0,0.07500000000000001,0.02631578947368421,0.0,0.07270692593958296
0.0,0.1,0.07236842105263158,0.0,0.06829752976196211
0.0,0.1,0.18421052631578946,0.0,0.14115667100959647
0.0,0.07500000000000001,0.41447368421052627,0.0,0.13196772997207812
0.0,0.05,0.03289473684210526,0.0,0.051182780065194514
0.0,0.07500000000000001,0.06578947368421052,0.0,0.058497843398687244
0.0,0.0,0.0,0.0,0.12727146856569285
0.0,0.05,0.019736842105263157,0.0,0.054185611250164016
0.0,0.025,0.046052631578947366,0.0,0.054185611250164016
0.0,0.125,0.02631578947368421,0.0,0.12414371220045496
0.0,0.325,0.039473684210526314,0.0,0.14109795319906848
0.0,0.1,0.0,0.0,0.05817081049417217
0.0,0.125,0.0,0.0,0.05655711220947396
0.0,0.4,0.25,0.0,0.3015497038701559
0.0,0.35000000000000003,0.06578947368421052,0.0,0.1893676590017482
0.0,0.2,0.0,0.0,0.16736557144823705
0.0,0.275,0.18421052631578946,0.0,0.18293758334215202
0.0,0.125,0.046052631578947366,0.6000000000000001,0.06108041090246831
0.0,0.05,0.0,0.0,0.08487981230042449
0.0,0.17500000000000002,0.0,0.0,0.05699143362964438
0.0,0.25,0.05921052631578947,0.0,0.14564596937125954
0.0,0.125,0.08552631578947367,0.0,0.12844966598727636
0.0,0.225,0.11842105263157894,0.0,0.18916824601356008
0.0,0.125,0.10526315789473684,0.0,0.15209058416053606
0.0,0.225,0.17105263157894735,0.0,0.18606315061665668
0.0,0.07500000000000001,0.23026315789473684,0.0,0.20180033865096267
0.0,0.07500000000000001,0.0,0.0,0.08663893694580808
0.0,0.125,0.1644736842105263,0.0,0.186251338216469
0.0,0.2,0.11184210526315788,0.0,0.21599438836680757
0.0,0.125,0.1381578947368421,0.0,0.15566144386697497
0.0,0.025,0.07236842105263158,0.0,0.14941832024320098
0.0,0.325,0.3026315789473684,0.0,0.4157461161876039
0.0,0.05,0.28289473684210525,0.0,0.2368126415960464
0.0,0.47500000000000003,0.26973684210526316,0.0,0.7047316991494111
0.0,0.17500000000000002,0.08552631578947367,0.0,0.14250713064009318
0.0,0.07500000000000001,0.0,0.0,0.142488311880112
0.0,0.5,0.4276315789473684,0.0,0.6066447114588822
0.0,0.5750000000000001,0.6118421052631579,0.0,0.49560845608945087
0.0,0.625,0.5657894736842105,0.0,0.7008049423989452
0.0,0.15000000000000002,0.0,0.0,0.26978591906960114
0.0,0.17500000000000002,0.019736842105263157,0.0,0.4637653965573641
0.0,0.225,0.013157894736842105,0.0,0.31558216507822956
0.0,0.5,0.2894736842105263,0.0,0.8014754749640252
0.0,0.325,0.29605263157894735,0.0,0.505250116495341
0.0,0.125,0.05921052631578947,0.0,0.41148618316613794
0.0,0.025,0.05263157894736842,0.0,0.16162148866442222
0.0,0.125,0.0,0.0,0.2614450759074682
0.0,0.07500000000000001,0.046052631578947366,0.0,0.13185955292645127
0.0,0.025,0.03289473684210526,0.0,0.08151450116917128
0.0,0.0,0.019736842105263157,0.0,0.058586797944643804
0.0,0.025,0.006578947368421052,0.0,0.10373751896506153
0.0,0.025,0.03289473684210526,0.0,0.07464200204039974
0.0,0.0,0.013157894736842105,0.0,0.09010875747925241
0.0,0.17500000000000002,0.06578947368421052,0.0,0.27400985995887506
0.0,0.07500000000000001,0.1907894736842105,0.0,0.1417178841291394
0.0,0.025,0.013157894736842105,0.0,0.10133287074981483
0.0,0.025,0.05921052631578947,0.0,0.11245527684510999
0.0,0.0,0.046052631578947366,0.0,0.049258797012991934
0.0,0.025,0.006578947368421052,0.0,0.049258797012991934
0.0,0.0,0.019736842105263157,0.0,0.049258797012991934
