시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄발생횟수
강원도,정선군,고한읍,0.0,4527.0,2.0,0.0,0.0,0.36533481755419955
강원도,정선군,사북읍,0.0,5141.0,2.0,0.0,0.0,0.4148854201559841
강원도,정선군,신동읍,0.0,3727.0,1.0,0.0,0.0,0.30077377181897547
강원도,정선군,남면,0.0,3442.0,2.0,0.0,0.0,0.2777738992758018
강원도,정선군,북평면,0.0,2606.0,2.0,0.0,0.0,0.2103076064824926
강원도,정선군,임계면,0.0,3693.0,0.0,0.0,0.0,0.29802992737522843
강원도,정선군,화암면,0.0,1702.0,2.0,0.0,1.0,0.13735362480168933
강원도,정선군,여량면,0.0,2061.0,1.0,0.0,1.0,0.1663253940753712
강원도,철원군,철원읍,0.0,5244.0,3.0,0.0,0.0,1.5382898880621632
강원도,철원군,김화읍,0.0,3947.0,3.0,0.0,0.0,1.1578242159003351
강원도,철원군,갈말읍,0.0,12813.0,7.0,0.0,1.0,3.758601894687356
강원도,철원군,동송읍,0.0,16361.0,7.0,0.0,1.0,4.799382314756875
강원도,철원군,서면,0.0,6183.0,5.0,0.0,0.0,1.8137388211076189
강원도,철원군,근남면,0.0,2477.0,1.0,0.0,0.0,0.726610231260484
강원도,철원군,근북면,0.0,113.0,0.0,0.0,0.0,0.033147741676396725
강원도,춘천시,신북읍,1.0,8080.0,10.0,0.0,0.0,0.9522241856693693
강원도,춘천시,동면,1.0,20120.0,8.0,0.0,0.0,2.371132501939073
강원도,춘천시,동산면,1.0,1560.0,1.0,0.0,0.0,0.18384526356982872
강원도,춘천시,신동면,1.0,2594.0,3.0,0.0,0.0,0.30570167544880494
강원도,춘천시,남면,0.0,1123.0,0.0,0.0,0.0,0.13234501986469083
강원도,춘천시,서면,1.0,4071.0,6.0,0.0,1.0,0.47976542820049534
강원도,춘천시,사북면,1.0,2674.0,4.0,0.0,0.0,0.31512963768315516
강원도,춘천시,북산면,0.0,992.0,2.0,0.0,1.0,0.11690673170594236
강원도,춘천시,동내면,1.0,17901.0,6.0,0.0,0.0,2.109624399463785
강원도,춘천시,남산면,0.0,3742.0,6.0,0.0,1.0,0.44099293351173013
강원도,춘천시,교동,1.0,4369.0,2.0,0.0,0.0,0.5148845875234498
강원도,춘천시,조운동,0.0,3231.0,0.0,0.0,0.0,0.38077182473981835
강원도,춘천시,약사명동,0.0,2758.0,2.0,0.0,0.0,0.32502899802922286
강원도,춘천시,근화동,1.0,9196.0,1.0,0.0,0.0,1.0837442588385544
강원도,춘천시,소양동,0.0,10931.0,1.0,0.0,0.0,1.2882131897960243
강원도,춘천시,후평1동,0.0,13013.0,3.0,0.0,0.0,1.5335759069449881
강원도,춘천시,후평2동,0.0,15730.0,4.0,0.0,0.0,1.8537730743291063
강원도,춘천시,후평3동,0.0,18286.0,4.0,0.0,0.0,2.154996467716595
강원도,춘천시,효자1동,0.0,5073.0,2.0,0.0,0.0,0.5978506551857314
강원도,춘천시,효자2동,0.0,12918.0,2.0,0.0,0.0,1.5223802017916972
강원도,춘천시,효자3동,0.0,5335.0,2.0,0.0,0.0,0.6287272315032284
강원도,춘천시,석사동,1.0,38051.0,6.0,0.0,0.0,4.484292387240739
강원도,춘천시,퇴계동,1.0,44442.0,9.0,0.0,0.0,5.23746872023739
강원도,춘천시,강남동,0.0,17944.0,0.0,0.0,0.0,2.114691929164748
강원도,춘천시,신사우동,0.0,20868.0,0.0,0.0,0.0,2.4592839488302474
강원도,태백시,황지동,0.0,6759.0,4.0,0.0,0.0,10.177593474210488
강원도,태백시,황연동,0.0,4825.0,0.0,0.0,0.0,7.265407384681995
강원도,태백시,삼수동,0.0,6364.0,0.0,0.0,0.0,9.582808828210617
강원도,태백시,상장동,0.0,14295.0,0.0,0.0,0.0,21.525181049539714
강원도,태백시,문곡소도동,0.0,4053.0,1.0,0.0,0.0,6.1029422031328755
강원도,태백시,장성동,0.0,3561.0,3.0,0.0,0.0,5.362096517482401
강원도,태백시,구문소동,0.0,2917.0,0.0,0.0,0.0,4.392371676915519
강원도,태백시,철암동,0.0,2338.0,1.0,0.0,0.0,3.52052279075368
강원도,평창군,평창읍,0.0,8834.0,4.0,0.0,0.0,2.206642742358515
강원도,평창군,미탄면,0.0,1747.0,1.0,0.0,2.0,0.4363827112180581
강원도,평창군,방림면,0.0,2512.0,2.0,0.0,0.0,0.6274718778361547
강원도,평창군,대화면,0.0,5537.0,4.0,0.0,0.0,1.383085902698562
강원도,평창군,봉평면,0.0,5916.0,1.0,0.0,2.0,1.4777562218466125
강원도,평창군,용평면,0.0,3261.0,4.0,0.0,0.0,0.8145644082896896
강원도,평창군,진부면,0.0,9278.0,4.0,0.0,0.0,2.3175493959250963
강원도,평창군,대관령면,0.0,5936.0,3.0,0.0,2.0,1.4827520170523143
강원도,홍천군,홍천읍,0.0,35919.0,14.0,0.0,0.0,5.2682908551968755
강원도,홍천군,화촌면,0.0,4736.0,3.0,0.0,0.0,0.6946358609708624
강원도,홍천군,두촌면,0.0,2425.0,1.0,0.0,0.0,0.35567820161620384
강원도,홍천군,내촌면,0.0,2447.0,2.0,0.0,0.0,0.3589049729298353
강원도,홍천군,서석면,0.0,3945.0,2.0,0.0,0.0,0.5786187651034738
강원도,홍천군,동면,0.0,3872.0,2.0,0.0,0.0,0.567911751199151
강원도,홍천군,남면,0.0,6169.0,2.0,0.0,0.0,0.9048160106269532
강원도,홍천군,서면,0.0,3886.0,4.0,0.0,2.0,0.5699651511260074
강원도,홍천군,북방면,0.0,4014.0,1.0,0.0,0.0,0.5887390933144091
강원도,홍천군,내면,0.0,3485.0,3.0,0.0,0.0,0.5111499103639052
강원도,화천군,화천읍,0.0,8664.0,4.0,0.0,0.0,3.3073086562399725
강원도,화천군,간동면,0.0,2827.0,4.0,0.0,0.0,1.079150689195568
강원도,화천군,하남면,0.0,2875.0,5.0,0.0,0.0,1.0974737288423269
강원도,화천군,상서면,0.0,4236.0,8.0,0.0,0.0,1.6170082488264683
강원도,화천군,사내면,0.0,6740.0,7.0,0.0,0.0,2.5728601503990554
강원도,횡성군,횡성읍,0.0,21273.0,6.0,0.0,0.0,1.744009048794188
