,시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
0,서울특별시,도봉구,쌍문동,77641.0,0.007784103589404,20
1,서울특별시,도봉구,방학동,77682.0,0.0077882141527296,13
2,서울특별시,도봉구,창동,122308.0,0.0122623116885773,30
3,서울특별시,도봉구,도봉동,49730.0,0.004985812541068,6
