,Column1,시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
0,0,충청북도,진천군,진천읍,31917,0.378769359,12
1,1,충청북도,진천군,덕산면,22439,0.266290868,5
2,2,충청북도,진천군,초평면,3508,0.04163057,4
3,3,충청북도,진천군,문백면,4147,0.04921379,4
4,4,충청북도,진천군,백곡면,2167,0.02571649,2
5,5,충청북도,진천군,이월면,8078,0.095864238,6
6,6,충청북도,진천군,광혜원면,12009,0.142514686,3
