시도명,시군구명,읍/면/동,등록인구수,인구밀도,관광지개수
경기도,가평군,가평읍,10052.0,0.3093589388483673,
경기도,가평군,설악면,5002.0,0.1539408487982027,
경기도,가평군,청평면(외서면),7270.0,0.2237404979534053,1.0
경기도,가평군,상면,2903.0,0.0893423198842827,1.0
경기도,가평군,조종면,5204.0,0.1601575724002092,
경기도,가평군,북면,2062.0,0.0634598221155325,
