시도명,시군구명,읍/면/동,어린이보호구역총계
서울특별시,성동구,금호동1가,3
서울특별시,성동구,금호동2가,2
서울특별시,성동구,금호동3가,1
서울특별시,성동구,금호동4가,4
서울특별시,성동구,마장동,6
서울특별시,성동구,사근동,4
서울특별시,성동구,상왕십리동,1
서울특별시,성동구,성수동1가,4
서울특별시,성동구,성수동2가,3
서울특별시,성동구,송정동,2
서울특별시,성동구,옥수동,5
서울특별시,성동구,용답동,3
서울특별시,성동구,응봉동,2
서울특별시,성동구,하왕십리동,5
서울특별시,성동구,행당동,4
서울특별시,성동구,홍익동,2
