시도명,시군구명,읍/면/동,어린이보호구역총계
전라남도,신안군,도초면,2
전라남도,신안군,비금면,2
전라남도,신안군,신의면상태동,2
전라남도,신안군,안좌면읍동,2
전라남도,신안군,압해읍,6
전라남도,신안군,임자면,2
전라남도,신안군,자은면,2
전라남도,신안군,장산면,2
전라남도,신안군,증도면증동,2
전라남도,신안군,지도읍,2
전라남도,신안군,팔금면,2
전라남도,신안군,하의면,2
전라남도,신안군,흑산면,2
