시도명,시군구명,읍/면/동,어린이보호구역총계
전라북도,무주군,무주읍,3
전라북도,무주군,무풍면,1
전라북도,무주군,부남면,2
전라북도,무주군,설천면,2
전라북도,무주군,안성면,1
전라북도,무주군,적상면,2
