설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수
0.0,0.13103401682261934,0.1125,0.22368421052631576,0.0
0.0,0.17211093470256394,0.1,0.09210526315789473,0.0
0.0,0.1603698466854228,0.25,0.10526315789473684,0.0
0.0,0.21146022845174958,0.225,0.13157894736842105,0.0
0.0,0.23432953223852795,0.25,0.125,0.0
0.0,0.3355934002827899,0.35000000000000003,0.23026315789473684,0.0
0.0,0.3323987433706044,0.225,0.35526315789473684,0.0
0.0,0.12818198927714855,0.225,0.08552631578947367,0.0
0.0,0.4341644910506175,0.35000000000000003,0.43421052631578944,0.0
0.0,0.2256286766302643,0.275,0.21052631578947367,0.0
0.0,0.2580674738564142,0.2,0.256578947368421,0.0
0.0,0.3226362193020978,0.35000000000000003,0.4671052631578947,0.0
0.0,0.11885378412419592,0.0,0.0,0.0
0.0,0.10911056311860286,0.35000000000000003,0.4671052631578947,0.0
0.0,0.14873492551430598,0.0,0.0,0.0
0.0,0.13395360508828738,0.0,0.0,0.0
0.0,0.1544486321367043,0.0,0.0,0.0
0.0,0.10116252696396602,0.05,0.03289473684210526,0.0
0.0,0.1516834683743443,0.0,0.0,0.0
0.0,0.20221888708190772,0.07500000000000001,0.11842105263157894,0.0
0.0,0.37207136342359126,0.1625,0.35526315789473684,0.0
0.0,0.9706207382456412,0.41250000000000003,0.9276315789473684,0.0
1.0,0.31173481452169427,0.05,0.20394736842105263,0.8
0.0,0.18056567625868036,0.1,0.06578947368421052,0.0
1.0,0.1327761182505634,0.037500000000000006,0.08552631578947367,0.0
1.0,0.4413452304544424,0.15000000000000002,0.2763157894736842,0.0
0.0,0.2117256455668103,0.0,0.0,0.0
0.0,0.12144039455460597,0.0,0.0,0.0
0.0,0.07527229383122368,0.0,0.0,0.0
0.0,0.14325768141259815,0.0,0.0,0.0
0.0,0.08428682421183183,0.0,0.0,0.0
0.0,0.0754991048204574,0.0,0.0,0.0
0.0,0.12733748027468259,0.0,0.0,0.0
0.0,0.08920427948904794,0.025,0.125,0.2
0.0,0.11317385786189625,0.0,0.0,0.0
0.0,0.09254370937308479,0.0,0.0,0.0
0.0,0.11725162990237477,0.0,0.0,0.0
0.0,0.12215460788240576,0.0,0.0,0.0
0.0,0.10884032023781375,0.42500000000000004,1.0,0.0
0.0,0.07625675003981258,0.0,0.0,0.0
0.0,0.09226381496083892,0.0,0.0,0.0
0.0,0.11965003546937812,0.0,0.0,0.0
0.0,0.166402053845894,0.0,0.0,0.0
0.0,0.14650542174779582,0.0,0.0,0.0
0.0,0.17475062855598614,0.0,0.0,0.0
0.0,0.13483672021658036,0.0,0.0,0.0
0.0,0.11495939118139573,0.0,0.0,0.0
0.0,0.15285130368061153,0.0,0.0,0.0
1.0,0.1227095709411691,0.07500000000000001,0.20394736842105263,0.0
1.0,0.10515343522133376,0.17500000000000002,0.07894736842105263,0.0
1.0,0.4105713224045826,0.30000000000000004,0.3421052631578947,0.0
1.0,0.05694403559484802,0.125,0.039473684210526314,0.0
1.0,0.38422264152764446,0.45,0.21052631578947367,0.0
1.0,0.171343637951752,0.25,0.08552631578947367,0.0
1.0,0.48303984634761926,0.55,0.35526315789473684,0.0
0.0,0.17556618296408183,0.05,0.08552631578947367,0.0
0.0,0.6643197359340993,0.2,0.75,0.0
0.0,0.24749904691126864,0.08750000000000001,0.17763157894736842,0.0
0.0,0.4276979649745924,0.1125,0.2894736842105263,0.0
0.0,0.30403289241920467,0.15000000000000002,0.1644736842105263,0.0
0.0,0.11670631837506817,0.0,0.0,0.0
0.0,0.06828458505653386,0.025,0.125,0.0
0.0,0.07861654948098891,0.037500000000000006,0.006578947368421052,0.0
0.0,0.12479430173582794,0.1,0.21052631578947367,0.0
0.0,0.5344197740576486,0.5,0.4934210526315789,0.0
0.0,0.5351436389169052,0.47500000000000003,0.4407894736842105,0.0
0.0,0.3927063376781311,0.375,0.256578947368421,0.0
0.0,0.3791652390443054,0.375,0.29605263157894735,0.0
0.0,0.24406310171266427,0.30000000000000004,0.1644736842105263,0.0
0.0,0.5246717272863272,0.55,0.35526315789473684,0.0
0.0,1.0,1.0,0.763157894736842,0.0
0.0,0.37413196538960825,0.25,0.2763157894736842,0.0
0.0,0.3743298217844717,0.1625,0.41447368421052627,0.0
0.0,0.5896844431790215,0.375,0.3881578947368421,0.0
0.0,0.23944001814487914,0.07500000000000001,0.18421052631578946,0.0
0.0,0.06056335989113073,0.07500000000000001,0.046052631578947366,0.0
0.0,0.19419363867561687,0.17500000000000002,0.13157894736842105,0.0
0.0,0.09805473383489126,0.025,0.09210526315789473,0.0
0.0,0.15678430274923874,0.07500000000000001,0.0,0.0
0.0,0.12983240115625347,0.2,0.17763157894736842,0.0
0.0,0.24156818083109338,0.25,0.15789473684210525,0.0
0.0,0.2841603891497484,0.325,0.14473684210526316,0.0
0.0,0.3499307502617978,0.47500000000000003,0.3026315789473684,0.0
0.0,0.20287036545523862,0.225,0.125,0.0
0.0,0.22095250963946705,0.1,0.20394736842105263,0.0
0.0,0.22549355518986977,0.1,0.02631578947368421,0.0
0.0,0.3994334551034886,0.4,0.375,0.0
0.0,0.510715612799861,0.35000000000000003,0.34868421052631576,0.0
0.0,0.1884895835846753,0.2,0.09868421052631579,0.0
0.0,0.22283455827353407,0.1,0.17105263157894735,0.0
0.0,0.16615593979374677,0.225,0.14473684210526316,0.0
0.0,0.1068617562891792,0.0,0.006578947368421052,0.0
0.0,0.07600581022193698,0.05,0.07236842105263158,0.0
0.0,0.0615333388025345,0.07500000000000001,0.019736842105263157,0.0
0.0,0.11337171425675971,0.05,0.05263157894736842,0.0
0.0,0.1296586735900319,0.05,0.2894736842105263,0.0
0.0,0.08909811264302364,0.025,0.07894736842105263,0.0
0.0,0.19407299453240742,0.07500000000000001,0.11184210526315788,0.0
0.0,0.0799581123534777,0.05,0.07236842105263158,0.0
0.0,0.29067999864878563,0.225,0.17763157894736842,0.0
0.0,0.15386471448357067,0.2,0.17763157894736842,0.0
0.0,0.10561188296552956,0.125,0.07236842105263158,0.0
0.0,0.12196157725327067,0.0,0.0,0.0
0.0,0.18645311044730023,0.05,0.039473684210526314,0.0
0.0,0.1259910916364654,0.05,0.05263157894736842,0.0
0.0,0.08655493410416899,0.05,0.006578947368421052,0.0
1.0,0.26449056804088394,0.30000000000000004,0.14473684210526316,0.0
0.0,0.24556874061991787,0.1,0.256578947368421,0.0
0.0,0.2269268076111977,0.125,0.1513157894736842,0.0
0.0,0.24800092654701986,0.07500000000000001,0.17763157894736842,0.0
0.0,0.10190086912040769,0.0,0.0,0.0
0.0,0.08128037216305298,0.07500000000000001,0.05921052631578947,0.0
0.0,0.11069341427751049,0.0,0.02631578947368421,0.0
0.0,0.18816625728087405,0.025,0.17763157894736842,0.0
0.0,0.8271314200780809,0.4,0.47368421052631576,0.6000000000000001
0.0,0.13714343623474454,0.17500000000000002,0.07236842105263158,0.2
0.0,0.4977149999276136,0.275,0.22368421052631576,0.0
0.0,0.5040126242031454,0.42500000000000004,0.3881578947368421,0.0
0.0,0.3256716259452469,0.2,0.256578947368421,0.2
0.0,0.08702303337982155,0.07500000000000001,0.05921052631578947,0.2
0.0,0.08350022439810638,0.125,0.0,0.0
0.0,0.11266232669468829,0.15000000000000002,0.10526315789473684,0.0
0.0,0.06466043499452276,0.1,0.06578947368421052,0.0
0.0,0.18531422973540326,0.1,0.11842105263157894,0.0
0.0,0.07581760535853027,0.05,0.046052631578947366,0.0
0.0,0.07567765815240735,0.07500000000000001,0.02631578947368421,0.0
0.0,0.07107870341326411,0.1,0.07236842105263158,0.0
0.0,0.14707003633801594,0.1,0.18421052631578946,0.0
0.0,0.13748606560145932,0.07500000000000001,0.41447368421052627,0.0
0.0,0.053228195983997764,0.05,0.03289473684210526,0.0
0.0,0.060857731600561724,0.07500000000000001,0.06578947368421052,0.0
0.0,0.1325879133871567,0.0,0.0,0.0
0.0,0.05636011794171441,0.05,0.019736842105263157,0.0
0.0,0.05636011794171441,0.025,0.046052631578947366,0.0
0.0,0.1293256957547739,0.125,0.02631578947368421,0.0
0.0,0.1927989923801159,0.325,0.039473684210526314,0.0
0.0,0.07946588424918324,0.1,0.0,0.0
0.0,0.07726050931131498,0.125,0.0,0.0
0.0,0.4120817870775646,0.4,0.25,0.0
0.0,0.25876720988702884,0.35000000000000003,0.06578947368421052,0.0
0.0,0.22869786363351205,0.2,0.0,0.0
0.0,0.2499794904956544,0.275,0.18421052631578946,0.0
0.0,0.08344231520936586,0.125,0.046052631578947366,0.6000000000000001
0.0,0.1159679762186265,0.05,0.0,0.0
0.0,0.07785407849590535,0.17500000000000002,0.0,0.0
0.0,0.19901457863826544,0.25,0.05921052631578947,0.0
0.0,0.1755130995410697,0.125,0.08552631578947367,0.0
0.0,0.19387513813754398,0.225,0.11842105263157894,0.0
0.0,0.15584327843220522,0.125,0.10526315789473684,0.0
0.0,0.19069013275681518,0.225,0.17105263157894735,0.0
0.0,0.2068323191182361,0.07500000000000001,0.23026315789473684,0.0
0.0,0.08870722561902511,0.07500000000000001,0.0,0.0
0.0,0.19088316338595027,0.125,0.1644736842105263,0.0
0.0,0.22139165432074936,0.2,0.11184210526315788,0.0
0.0,0.15950603462004334,0.125,0.1381578947368421,0.0
0.0,0.1531022434984871,0.025,0.07236842105263158,0.0
0.0,0.42628401561617796,0.325,0.3026315789473684,0.0
0.0,0.24274566766881736,0.05,0.28289473684210525,0.0
0.0,0.7227066754817321,0.47500000000000003,0.26973684210526316,0.0
0.0,0.14601319364350138,0.17500000000000002,0.08552631578947367,0.0
0.0,0.14599389058058787,0.07500000000000001,0.0,0.0
0.0,0.7404654933621593,0.5,0.4276315789473684,0.0
0.0,0.6049193855835074,0.5750000000000001,0.6118421052631579,0.0
0.0,0.8554104072463699,0.625,0.5657894736842105,0.0
0.0,0.16576505276974823,0.15000000000000002,0.0,0.0
0.0,0.28517862571843594,0.17500000000000002,0.019736842105263157,0.0
0.0,0.1939571761549264,0.225,0.013157894736842105,0.0
0.0,0.49307261329691493,0.5,0.2894736842105263,0.0
0.0,0.3107165779530067,0.325,0.29605263157894735,0.0
0.0,0.25299559407589,0.125,0.05921052631578947,0.0
0.0,0.09917913724960309,0.025,0.05263157894736842,0.0
0.0,0.16063043803475516,0.125,0.0,0.0
0.0,0.08729327626061066,0.07500000000000001,0.046052631578947366,0.0
0.0,0.053850719762958396,0.025,0.03289473684210526,0.0
0.0,0.038620603124200736,0.0,0.019736842105263157,0.0
0.0,0.06861273712606349,0.025,0.006578947368421052,0.0
0.0,0.0492855453839138,0.025,0.03289473684210526,0.0
0.0,0.059559600619628325,0.0,0.013157894736842105,0.0
0.0,0.18171903426776245,0.17500000000000002,0.06578947368421052,0.0
0.0,0.09384184035401819,0.07500000000000001,0.1907894736842105,0.0
0.0,0.06701540866997072,0.025,0.013157894736842105,0.0
0.0,0.07440365600011582,0.025,0.05921052631578947,0.0
0.0,0.03242431992896473,0.0,0.046052631578947366,0.0
0.0,0.03242431992896473,0.025,0.006578947368421052,0.0
0.0,0.03242431992896473,0.0,0.019736842105263157,0.0
0.0,0.08018974910843979,0.0,0.05263157894736842,0.0
0.0,0.034996453062189646,0.0,0.019736842105263157,0.0
