시도명,시군구명,읍/면/동,설치유무,등록인구수
광주광역시,남구,양림동,0,7592
광주광역시,남구,방림1동,0,7274
광주광역시,남구,방림2동,0,9421
광주광역시,남구,봉선1동,0,15122
광주광역시,남구,봉선2동,0,29602
광주광역시,남구,사직동,1,5669
광주광역시,남구,월산동,0,8005
광주광역시,남구,월산4동,0,9225
광주광역시,남구,월산5동,0,6830
광주광역시,남구,백운1동,0,13019
광주광역시,남구,백운2동,0,6311
광주광역시,남구,주월1동,0,20184
광주광역시,남구,주월2동,0,8698
광주광역시,남구,효덕동,1,47590
광주광역시,남구,송암동,0,19302
광주광역시,남구,대촌동,1,5769
