시도명,시군구명,읍/면/동,설치유무,등록인구수
전라북도,무주군,무주읍,1.0,9551
전라북도,무주군,무풍면,1.0,2280
전라북도,무주군,설천면,1.0,4085
전라북도,무주군,적상면,1.0,2632
전라북도,무주군,안성면,1.0,4285
전라북도,무주군,부남면,1.0,1419
