시도명,시군구명,읍/면/동,설치유무,등록인구수
서울특별시,동작구,노량진동,0,45899
서울특별시,동작구,상도1동,0,46840
서울특별시,동작구,상도동,0,82884
서울특별시,동작구,사당동,0,105944
서울특별시,동작구,대방동,0,39172
서울특별시,동작구,신대방동,0,46289
서울특별시,동작구,흑석동,0,34544
