시도명,시군구명,읍/면/동,설치유무,등록인구수
광주광역시,동구,충장동,0,4502
광주광역시,동구,동명동,0,4066
광주광역시,동구,계림1동,0,6108
광주광역시,동구,계림2동,0,8271
광주광역시,동구,산수1동,0,8900
광주광역시,동구,산수2동,0,10764
광주광역시,동구,지산1동,0,4818
광주광역시,동구,지산2동,0,5086
광주광역시,동구,서남동,0,3787
광주광역시,동구,학동,0,8629
광주광역시,동구,학운동,0,12387
광주광역시,동구,지원1동,0,8266
광주광역시,동구,지원2동,0,14920
