시도명,시군구명,읍/면/동,설치유무,등록인구수
강원도,고성군,간성읍,0,7408
강원도,고성군,거진읍,0,6911
강원도,고성군,현내면,0,2528
강원도,고성군,죽왕면,0,4004
강원도,고성군,토성면,0,8267
