행정구역,동,인구
행정구역,동,합계
신안군,합계,41102
신안군,지도읍,4798
신안군,압해읍,6533
신안군,증도면,1948
신안군,임자면,3290
신안군,자은면,2331
신안군,비금면,3638
신안군,도초면,2908
신안군,흑산면,4194
신안군,하의면,1850
신안군,신의면,1630
신안군,장산면,1634
신안군,안좌면,3163
신안군,팔금면,1055
신안군,암태면,2130
