행정구역,동,인구
행정구역,동,합계
가평군,소계,"63,462"
가평군,가평읍,"19,842"
가평군,설악면,"9,885"
가평군,청평면,"14,335"
가평군,상면,"5,578"
가평군,조종면,"9,802"
가평군,북면,"4,020"
